Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
16:37:25:691,1.1581,3.3906,9.0497,39.9001,0.2831,0.2357,0.1284,344.5761
16:37:25:703,1.1581,3.3906,9.0497,40.4722,0.3516,0.3884,0.165,200.6507
16:37:25:719,1.1581,3.3906,9.0497,39.9711,0.3516,0.3884,0.165,200.3333
16:37:25:739,1.3759,3.4529,9.3368,39.469,0.3516,0.3884,0.165,200.1019
16:37:25:756,1.017,3.3332,9.3368,41.2971,-0.1762,-0.2102,0.0514,200.0521
16:37:25:776,0.871,3.2136,9.2913,40.585,-0.1396,-0.2664,0.0196,200.0537
16:37:25:797,0.8973,3.1944,9.1932,41.2332,-0.1359,-0.3532,0.0074,200.1017
16:37:25:815,0.8782,3.1202,9.0832,38.8336,-0.1738,-0.3739,0.0013,200.1642
16:37:25:834,0.8519,3.0341,8.9539,41.0604,-0.2361,-0.3055,0.0184,200.2065
16:37:25:852,0.9739,3.015,9.5522,39.9908,-0.3191,-0.1699,0.0551,200.1797
16:37:25:873,0.9069,2.7733,10.0953,39.758,-0.3741,-0.1101,0.0538,200.0801
16:37:25:891,0.8112,2.68,10.1719,40.8445,-0.2886,-0.1015,0.0355,199.9728
16:37:25:923,0.8327,2.881,9.746,41.7423,-0.0858,-0.0844,0.0636,199.883
16:37:25:932,0.7872,3.2255,8.8008,40.4722,0.0767,-0.0856,0.099,199.825
16:37:25:950,0.67,3.3954,8.1021,41.4619,0.1292,-0.0221,0.1271,199.7256
16:37:25:981,0.7394,3.5222,8.2433,41.0262,0.0547,0.006,0.1516,199.6128
16:37:25:989,0.95,3.4169,8.5854,41.3152,-0.0443,-0.0062,0.1503,199.4718
16:37:26:009,0.8519,3.4098,9.0114,41.5642,-0.0553,0.0317,0.1149,199.3419
16:37:26:030,0.7489,3.4576,8.875,40.5893,-0.0137,0.0536,0.0868,199.213
16:37:26:051,0.5982,3.5342,8.9061,41.8841,0.0144,0.0744,0.0746,199.1339
16:37:26:073,0.4092,3.5868,8.461,40.8445,0.007,0.0793,0.0709,199.0313
16:37:26:086,0.1747,3.5773,8.2193,40.992,-0.0589,0.1501,0.121,198.8514
16:37:26:105,0.2752,3.6156,8.662,41.9925,-0.1799,0.2638,0.2322,198.536
16:37:26:124,0.5838,3.3906,9.3775,40.3213,-0.2483,0.3676,0.3641,198.0083
16:37:26:143,0.7968,3.2136,9.9374,39.4257,-0.1848,0.4299,0.4436,197.3765
16:37:26:175,0.926,3.1442,10.337,41.8013,-0.0076,0.4263,0.4436,196.7812
16:37:26:185,0.725,3.1226,10.4136,41.1205,0.2135,0.3542,0.3849,196.2451
16:37:26:210,0.1436,3.3332,9.9446,39.4576,0.42,0.2955,0.3287,195.7842
16:37:26:225,-0.6915,3.6658,9.387,39.7426,0.5654,0.3725,0.3495,195.2181
16:37:26:249,-1.017,3.6586,9.143,41.5495,0.5544,0.4763,0.4668,194.5086
16:37:26:270,-0.4953,2.991,9.6048,40.0761,0.3406,0.3725,0.639,193.659
16:37:26:288,0.3613,2.4096,11.4233,39.8353,-0.0003,0.0304,0.7746,192.8213
16:37:26:305,1.8161,2.0674,13.1725,41.3453,-0.1371,-0.4424,0.7917,192.1634
16:37:26:327,2.4718,2.0913,12.3661,41.7483,0.1097,-0.7502,0.5767,191.8624
16:37:26:344,1.6319,2.4024,10.6816,42.1187,0.5641,-0.3397,0.2346,191.7314
16:37:26:364,0.1268,2.7781,8.7505,40.689,0.8158,0.3078,0.0111,191.6011
16:37:26:386,-0.9284,2.8235,8.1212,40.7651,0.6888,0.7012,-0.0317,191.327
16:37:26:404,-1.2802,2.6321,8.6094,40.8997,0.321,0.7329,0.0269,190.9765
16:37:26:424,-1.0026,2.2086,9.7962,41.1887,-0.0272,0.5973,0.1247,190.5704
16:37:26:445,-0.9117,1.9047,10.7127,41.9179,-0.1909,0.5032,0.1858,190.1429
16:37:26:481,-0.8447,1.8377,10.928,41.7043,-0.1163,0.5081,0.2554,189.6429
16:37:26:486,-0.5384,1.9932,10.1288,41.8924,0.0693,0.5326,0.3788,189.025
16:37:26:506,-0.2249,2.388,9.2674,41.7043,0.2025,0.6095,0.512,188.2832
16:37:26:526,0.2776,2.9336,8.6142,40.8902,0.277,0.8038,0.7221,186.3385
16:37:26:544,0.6485,2.9815,8.9635,42.3472,0.3613,0.7757,0.7734,185.2803
16:37:26:567,0.6915,2.8762,8.8487,42.1312,0.5507,0.6584,0.7722,184.2734
16:37:26:587,0.67,2.9193,8.5256,41.5517,0.8464,0.4837,0.7441,183.3437
16:37:26:606,0.8471,2.9743,7.3077,42.3187,1.1151,0.1282,0.6842,182.6532
16:37:26:626,1.0433,3.2973,5.8504,40.8746,1.2398,-0.121,0.6073,182.1554
16:37:26:644,0.95,3.673,4.6373,41.3491,1.1261,-0.0807,0.5327,181.6776
16:37:26:667,1.1294,3.8381,4.2999,42.3057,0.7608,0.1098,0.4594,181.2237
16:37:26:684,1.0959,4.1037,4.7641,40.2192,0.2868,0.2943,0.3434,180.766
16:37:26:704,1.206,4.2736,5.6806,40.4054,-0.1371,0.3236,0.1723,180.4868
16:37:26:723,1.4405,4.1516,6.6066,41.8632,-0.3876,0.1526,-0.0402,180.501
16:37:26:744,1.2299,4.2544,7.5494,40.1352,-0.4328,-0.0416,-0.2736,180.844
16:37:26:766,0.9428,4.41,7.523,43.2636,-0.3301,-0.2787,-0.5033,181.5203
16:37:26:784,0.6604,4.532,7.1833,42.8168,-0.2581,-0.5682,-0.7561,182.5529
16:37:26:804,0.1077,4.8024,7.8461,41.2919,-0.4364,-0.8126,-1.0139,183.9557
16:37:26:825,-0.4738,4.6636,9.8752,42.7007,-0.7504,-0.8785,-1.1056,185.4564
16:37:26:844,-0.3398,4.1898,12.3541,42.7007,-0.9569,-0.8309,-0.9455,186.7565
16:37:26:870,0.0861,3.8477,13.3735,42.0649,-0.8714,-0.6891,-0.6804,187.7146
16:37:26:886,1.273,3.8572,13.1294,42.723,-0.7321,-0.6941,-0.4703,188.4891
16:37:26:905,2.7829,2.881,14.747,44.0642,-0.9153,-0.771,-0.4129,189.2371
16:37:26:923,2.9623,1.2706,18.3362,42.8832,-1.2513,-0.6818,-0.5766,190.0696
16:37:26:943,1.3735,0.3493,20.8176,43.5517,-1.1304,-0.4277,-0.8527,191.0521
16:37:26:968,0.0885,0.4905,18.6281,44.2882,-0.2715,-0.1247,-0.8759,191.9345
16:37:26:986,0.9858,2.2923,9.7579,44.0489,1.357,0.0426,-0.2394,192.417
16:37:27:004,1.3783,2.9575,7.5948,44.0301,1.4083,-0.2102,-0.0708,192.7597
16:37:27:024,1.4333,3.3906,6.7023,42.7883,1.1836,-0.5303,-0.0744,193.0148
16:37:27:042,1.2538,3.5007,6.3697,44.6906,0.8965,-0.8113,-0.2125,193.5459
16:37:27:062,1.273,3.3739,5.9725,44.0745,0.613,-1.0154,-0.4336,194.3905
16:37:27:085,1.151,3.4217,5.9653,41.4563,0.3601,-1.0386,-0.6682,195.4974
16:37:27:104,0.7489,3.2973,6.8219,44.1836,0.1817,-0.7857,-0.8551,196.6793
16:37:27:123,0.1938,3.3715,6.9918,43.6745,0.0645,-0.6427,-0.948,197.8722
16:37:27:143,0.012,3.6227,6.4822,44.2562,-0.0003,-0.5438,-0.9028,198.9845
16:37:27:164,0.1531,3.9242,6.4582,45.0921,-0.0602,-0.3996,-0.7916,199.9111
16:37:27:184,0.268,4.0702,6.3314,45.202,-0.1127,-0.3495,-0.7048,200.7334
16:37:27:205,0.3302,4.1946,6.3864,46.525,-0.1567,-0.3495,-0.6572,201.5161
16:37:27:223,0.1005,4.2664,6.6903,46.525,-0.164,-0.2664,-0.6401,202.2258
16:37:27:245,-0.3613,4.2832,6.5611,45.9159,-0.1273,-0.1479,-0.6169,202.8459
16:37:27:269,-0.7322,4.3238,6.5659,46.7395,-0.087,0.0243,-0.5485,203.3114
16:37:27:287,-0.9045,4.3478,6.9129,47.5146,-0.1078,0.1758,-0.4116,203.5607
16:37:27:305,-0.9021,4.3932,7.3172,46.1028,-0.1505,0.2601,-0.2211,203.5847
16:37:27:323,-0.8279,4.3334,8.2169,46.7913,-0.1689,0.3811,-0.0402,203.367
16:37:27:344,-0.7322,4.1611,8.9037,46.6797,-0.142,0.3908,0.0746,203.027
16:37:27:370,-0.859,4.0128,9.6,46.911,-0.0626,0.3358,0.1149,202.6619
16:37:27:387,-1.1462,4.0511,10.0666,46.6486,0.0657,0.3603,0.1284,202.2805
16:37:27:405,-1.1174,3.8812,11.0022,46.8597,0.1927,0.4214,0.1699,201.814
16:37:27:424,-1.3831,4.1324,11.8325,47.2368,0.2734,0.3481,0.2444,201.3151
16:37:27:443,-0.4929,4.3334,11.4903,48.7151,0.3125,0.4874,0.4399,200.7049
16:37:27:468,-0.4427,3.929,12.8614,49.1062,-0.0675,0.4287,0.4057,199.3323
16:37:27:487,-1.3543,3.3404,13.6367,49.0935,-0.2874,0.4984,0.3141,198.6769
16:37:27:506,-2.1392,3.2734,12.5527,48.2046,-0.026,0.91,0.3165,197.8295
16:37:27:523,-2.2469,3.5581,10.6911,48.7915,0.2966,1.2644,0.4252,196.709
16:37:27:546,-1.4022,3.4648,9.923,48.1382,0.2062,1.1898,0.5755,195.4803
16:37:27:568,-0.5145,3.2112,10.4542,48.1482,-0.1725,0.8539,0.6537,194.3566
16:37:27:587,-0.0885,2.9145,10.4758,48.1108,-0.4438,0.6401,0.6354,193.3697
16:37:27:605,0.1412,2.7589,9.2507,49.3956,-0.4682,0.739,0.5938,192.3818
16:37:27:747,0.4044,2.7039,7.7336,48.7166,-0.4364,1.0725,0.5816,191.2664
16:37:27:748,0.7442,2.6919,7.7527,50.205,-0.5452,1.2986,0.5682,190.0743
16:37:27:759,0.8758,2.5842,8.5902,48.8738,-0.7455,1.0665,0.4961,189.0724
16:37:27:760,0.9643,2.3282,8.4897,50.2678,-0.781,0.4898,0.3849,188.4226
16:37:27:760,1.1198,2.2373,7.7001,50.0671,-0.6441,0.0707,0.3177,188.0254
16:37:27:761,1.2514,2.3833,7.2957,51.4466,-0.5378,-0.0514,0.3275,187.6864
16:37:27:762,1.5099,2.6943,8.6309,49.4765,-0.5207,-0.0587,0.3519,187.318
16:37:27:770,1.7731,2.6082,9.1884,52.3145,-0.3631,-0.1357,0.3116,187.0283
16:37:27:783,1.34,2.5388,8.473,50.798,0.018,-0.1931,0.1247,186.9551
16:37:27:802,0.2752,2.814,7.4489,52.946,0.3858,-0.1541,-0.1196,187.115
16:37:27:823,-0.3422,3.1178,6.7214,52.8465,0.5495,-0.1773,-0.2296,187.4084
16:37:27:844,-0.3685,3.1585,6.451,50.8064,0.4908,-0.3727,-0.1954,187.7202
16:37:27:869,-0.2584,3.2566,6.5707,51.5603,0.3235,-0.578,-0.1123,188.0204
16:37:27:886,-0.1962,3.3595,7.2335,50.7402,0.1671,-0.6317,-0.0329,188.4352
16:37:27:904,0.2656,2.9791,8.3868,52.8221,0.0425,-0.6977,-0.0243,188.7434
16:37:27:923,0.0168,3.1729,9.2243,51.4134,-0.0284,-0.7075,-0.1257,189.11
16:37:27:942,-0.0766,2.9456,10.3777,52.8131,-0.1225,-0.6378,-0.1819,189.4791
16:37:27:963,-0.4977,3.1346,11.8851,52.131,-0.1188,-0.578,-0.2015,189.8602
16:37:27:984,-0.2345,3.2877,12.4283,53.4675,0.0119,-0.5865,-0.16,190.19
16:37:28:005,0.5862,2.8044,11.3898,53.4675,0.1304,-0.4998,-0.0854,190.4108
16:37:28:023,1.328,2.1727,11.1458,52.7591,0.0217,-0.1528,-0.0757,190.494
16:37:28:043,1.3424,1.7492,12.2871,54.7819,-0.313,0.0952,-0.1612,190.5672
16:37:28:065,0.6772,1.6343,13.5218,52.1954,-0.5024,0.072,-0.2785,190.7565
16:37:28:084,0.3685,1.6032,13.0528,53.4773,-0.252,-0.0184,-0.3066,191.0223
16:37:28:105,0.3709,1.9358,10.8323,54.1839,0.2099,-0.1064,-0.287,191.2924
16:37:28:124,0.2608,2.266,8.5902,52.9804,0.4346,-0.2176,-0.2785,191.5894
16:37:28:143,0.2441,2.5579,7.3675,54.8587,0.2294,-0.3055,-0.2271,191.8934
16:37:28:169,0.4714,2.6488,7.3412,55.582,-0.2129,-0.3165,-0.1184,192.0641
16:37:28:186,0.8877,2.7087,7.992,52.2961,-0.5953,-0.2151,-0.0305,192.1073
16:37:28:204,0.8877,2.7948,8.3629,54.2628,-0.7565,-0.1076,-0.0353,192.1277
16:37:28:222,0.792,2.79,8.3964,55.6413,-0.7247,-0.0331,-0.1025,192.1913
16:37:28:245,0.4834,2.9049,8.6237,54.5614,-0.6075,-0.0123,-0.1783,192.3046
16:37:28:268,0.2082,2.8211,8.4491,55.8114,-0.4377,-0.0636,-0.2381,192.514
16:37:28:286,-0.0574,2.8666,8.0925,55.2305,-0.2813,-0.104,-0.2479,192.7379
16:37:28:305,0.0048,2.924,7.9968,55.429,-0.2153,-0.0978,-0.1722,192.8814
16:37:28:325,0.4116,3.0197,8.2193,56.093,-0.1945,-0.082,-0.0561,192.8649
16:37:28:344,1.0313,3.0269,8.2002,54.4736,-0.0308,-0.0636,0.0172,192.8106
16:37:28:372,0.9117,3.0556,8.0016,55.1671,0.0681,0.0817,-0.0048,192.8015
16:37:28:391,0.7609,3.082,8.1739,55.8816,0.0913,0.21,-0.0036,192.6895
16:37:28:403,0.6556,3.2638,8.4156,54.6305,0.1011,0.2308,0.0269,192.5259
16:37:28:423,0.7226,3.4217,8.1499,56.0696,0.1549,0.1929,0.0465,192.3476
16:37:28:442,0.7944,3.4648,8.2983,55.8727,0.1463,0.1966,0.0355,192.1843
16:37:28:463,0.8566,3.4002,9.2291,57.7988,0.0351,0.1734,0.0099,192.0479
16:37:28:485,0.8925,3.2327,10.7127,58.0771,-0.0211,0.0207,-0.05,192.0163
16:37:28:503,0.9978,2.9767,11.2415,55.9755,0.0901,-0.3129,-0.1697,192.2267
16:37:28:523,1.0911,2.802,10.6457,56.7603,0.3027,-0.6207,-0.298,192.6746
16:37:28:543,0.5097,3.5079,10.0092,56.504,0.3699,-0.6098,-0.375,193.2014
16:37:28:571,0.1507,3.716,9.8154,57.1498,0.2465,-0.2066,-0.3591,193.5811
16:37:28:589,-0.0694,3.0126,10.6241,57.1354,-0.0296,0.1648,-0.3273,193.7872
16:37:28:604,-0.8423,2.345,12.7896,57.9922,-0.3314,0.0854,-0.3652,194.0372
16:37:28:623,-2.3091,2.4814,13.9645,59.2589,-0.3546,-0.2274,-0.4043,194.4137
16:37:28:643,-2.8211,2.132,12.7729,58.1114,0.0119,-0.2432,-0.3102,194.69
16:37:28:664,-2.7541,1.9789,11.1482,58.7071,0.3699,0.0085,-0.1209,194.6926
16:37:28:683,-2.132,1.7085,10.5715,58.6799,0.288,0.0549,0.0941,194.4652
16:37:28:703,-1.1629,1.4165,11.0118,59.3149,-0.0614,-0.0746,0.3079,194.062
16:37:28:723,-0.5647,1.4189,11.72,58.6402,-0.2666,-0.0111,0.4778,193.4558
16:37:28:743,-0.1723,1.7037,11.4425,59.8997,-0.142,0.2149,0.5987,192.6586
16:37:28:768,0.2225,2.0339,9.7388,60.0233,0.1866,0.3908,0.6696,191.7314
16:37:28:785,0.6867,2.5196,7.669,59.1646,0.4408,0.4311,0.6659,190.8013
16:37:28:805,1.1677,2.8714,6.14,58.5961,0.4053,0.3603,0.6097,189.2598
16:37:28:827,1.3137,2.8666,6.4798,59.3552,-0.2104,0.2528,0.4191,188.7516
16:37:28:843,1.328,2.9503,6.6927,59.4603,-0.3509,0.1844,0.2994,188.3196
16:37:28:865,1.2443,2.8881,7.0325,61.4346,-0.3827,0.0817,0.1577,188.0555
16:37:28:889,0.6843,2.7948,7.3723,60.2216,-0.3912,-0.0783,0.0111,188.0108
16:37:28:906,0.2058,2.6417,7.7312,58.3646,-0.346,-0.1895,-0.0537,188.0584
16:37:28:927,0.0168,2.6058,7.6379,60.5125,-0.2287,-0.1919,-0.0378,188.0846
16:37:28:947,-0.0694,2.613,7.5541,60.3448,-0.1261,-0.0881,0.0208,188.0091
16:37:28:967,-0.0263,2.68,7.9107,60.0866,-0.0968,0.0378,0.1161,187.7878
16:37:28:985,0.1412,2.7733,8.461,59.9959,-0.0662,0.1159,0.2053,187.4599
16:37:29:001,0.1771,2.79,8.8128,60.7844,0.0522,0.1013,0.2127,187.1167
16:37:29:021,0.1244,2.8762,8.796,59.0425,0.2673,-0.0416,0.1137,186.9226
16:37:29:041,0.3135,2.8092,8.8152,61.1532,0.4004,-0.3825,-0.0305,186.994
16:37:29:062,0.414,2.9264,8.9037,61.9321,0.2868,-0.7869,-0.1355,187.3043
16:37:29:085,0.6485,2.8116,9.6072,62.4859,-0.0479,-0.8003,-0.1245,187.6108
16:37:29:102,0.3924,3.0628,11.4377,62.4859,-0.3668,-0.2872,-0.0182,187.6362
16:37:29:123,0.6724,2.5675,12.6628,62.4859,-0.4621,0.298,0.0954,187.3624
