Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
16:27:08:427,-0.0335,3.8644,8.9204,42.2209,0.1439,0.3261,0.6561,130.246
16:27:08:448,-0.0335,3.8644,8.9204,43.5028,0.0901,0.3004,0.6207,185.7794
16:27:08:466,0.2967,3.7926,8.8965,42.457,0.0901,0.3004,0.6207,184.5927
16:27:08:485,0.3254,3.8022,8.8558,42.1462,0.0571,-0.1382,-0.0549,184.8772
16:27:08:509,0.2536,3.8381,8.741,44.3434,0.0791,-0.1589,-0.0744,185.1206
16:27:08:524,0.2752,4.0128,8.2385,44.4153,0.1194,-0.1931,-0.0842,185.4096
16:27:08:544,0.1531,4.2209,7.9226,43.7565,0.0865,-0.198,-0.0806,185.6259
16:27:08:563,0.2465,4.1994,8.3007,44.4011,-0.0394,-0.187,-0.0744,185.8856
16:27:08:583,0.39,4.0247,8.7171,44.5612,-0.1762,-0.2799,-0.0867,186.1212
16:27:08:602,0.536,3.8572,8.7553,44.0652,-0.2654,-0.3837,-0.0744,186.4749
16:27:08:632,0.6102,3.9697,8.2217,43.7822,-0.3546,-0.4045,-0.0317,186.8051
16:27:08:643,0.4331,4.2856,8.071,43.0323,-0.4914,-0.2823,0.0135,187.0103
16:27:08:662,0.402,4.2903,8.5208,43.5815,-0.6136,-0.071,0.0453,187.0558
16:27:08:682,0.5384,4.2616,8.4778,44.4793,-0.6405,-0.0209,0.0441,187.088
16:27:08:703,0.7729,4.5248,8.5735,43.6013,-0.6136,-0.0575,0.0172,187.2104
16:27:08:744,0.9787,4.4339,9.0497,42.9339,-0.6185,-0.0759,-0.0891,187.4662
16:27:08:746,0.8662,4.2186,8.7505,42.2928,-0.6172,-0.1614,-0.2467,187.8947
16:27:08:764,0.7968,4.0606,8.4778,42.3464,-0.6001,-0.1394,-0.3127,188.349
16:27:08:784,0.6963,3.9218,8.8247,42.1134,-0.5782,0.144,-0.276,188.6572
16:27:08:803,0.615,3.6275,9.7507,43.5908,-0.5146,0.4177,-0.2443,188.7562
16:27:08:844,0.4331,3.7304,9.4732,45.0927,-0.3766,0.2845,-0.2296,188.9081
16:27:08:845,0.5049,3.7878,8.5161,45.0141,-0.241,0.0854,-0.171,189.1204
16:27:08:862,0.682,3.6993,8.9324,43.7088,-0.241,0.1001,-0.1062,189.2558
16:27:08:882,0.8112,3.5797,9.9972,44.3383,-0.313,-0.0282,-0.1233,189.4544
16:27:08:903,1.1892,3.4816,10.1169,43.2083,-0.2251,-0.3385,-0.2052,189.8674
16:27:08:942,0.5767,3.3811,9.5641,44.4406,-0.0003,-0.5047,-0.3493,190.4536
16:27:08:947,-0.67,3.4576,8.7195,44.6385,0.2294,-0.4509,-0.3994,190.956
16:27:08:963,-1.1198,3.716,8.3031,45.0141,0.3723,-0.3593,-0.16,191.17
16:27:08:984,-0.3278,3.807,8.3773,44.5399,0.4041,-0.3263,0.2701,190.9588
16:27:09:004,0.3374,4.0032,8.406,43.8701,0.3858,-0.2054,0.606,190.4359
16:27:09:032,0.6963,4.0941,8.5663,42.9556,0.3638,0.1404,0.7759,189.6401
16:27:09:051,0.603,4.0439,9.6144,43.5492,0.3418,0.5362,0.8076,187.5436
16:27:09:062,0.6867,4.209,9.9087,44.1193,0.3259,0.1624,0.7062,186.781
16:27:09:086,0.536,4.3837,10.0499,44.7212,0.398,-0.0685,0.606,186.2069
16:27:09:103,0.4762,4.4698,9.7029,44.7992,0.5544,0.0402,0.5327,185.6419
16:27:09:126,0.9858,4.3621,9.1861,43.3796,0.5727,0.1416,0.5169,185.1162
16:27:09:155,1.73,4.3621,10.1767,43.3582,0.2758,0.0317,0.4912,184.6832
16:27:09:162,2.0219,4.13,11.9282,43.9535,-0.2141,-0.2994,0.3531,184.5322
16:27:09:183,2.2325,3.2877,13.5745,43.313,-0.5269,-0.567,0.1332,184.6672
16:27:09:203,1.3854,2.6584,13.6247,44.6542,-0.3778,-0.3129,-0.0928,184.8493
16:27:09:223,-0.3326,2.8331,12.536,45.3012,0.15,0.4287,-0.1893,184.7635
16:27:09:242,-1.3926,3.0748,10.7533,44.6644,0.6289,0.9944,-0.0634,184.2854
16:27:09:264,-1.6845,3.2686,9.8656,45.2843,0.7657,1.1459,0.1809,183.5076
