Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:30:47:004,-1.1557,3.1466,9.8154,59.7386,0.2744,-0.5577,-0.4846,8.7491
19:30:47:052,-1.3807,3.4385,9.0329,62.257,0.5419,-0.5272,-0.4125,43.8185
19:30:47:071,-1.1294,3.6873,8.9587,61.5525,0.5419,-0.5272,-0.4125,43.7634
19:30:47:089,-1.5338,3.6897,8.7003,61.6897,-0.0409,-0.2425,-0.4822,44.3105
19:30:47:113,-1.8233,3.74,8.4084,59.7012,-0.0983,-0.1692,-0.4296,44.8794
19:30:47:141,-1.8305,3.7998,8.3988,61.5186,-0.1936,-0.036,-0.3453,45.1549
19:30:47:150,-1.8018,3.7759,8.942,62.0702,-0.2925,0.0568,-0.2879,45.3571
19:30:47:167,-2.01,3.7854,9.7747,60.3443,-0.2962,0.0397,-0.2879,45.7725
19:30:47:185,-2.12,3.6132,9.923,57.809,-0.1361,-0.0544,-0.3014,46.3209
19:30:47:204,-2.2493,3.4624,9.4397,60.4586,0.0935,-0.0947,-0.3185,46.9268
19:30:47:223,-2.4048,3.2973,8.796,62.8269,0.1974,-0.1081,-0.3319,47.5763
19:30:47:251,-2.5412,3.2566,8.5352,59.3857,0.1204,-0.1142,-0.3099,48.1852
19:30:47:264,-2.4861,3.4552,8.5017,60.8794,-0.0286,-0.0971,-0.2244,48.5394
19:30:47:282,-2.3761,3.8572,8.5424,59.5093,-0.1215,-0.025,-0.1157,48.5145
19:30:47:300,-2.2756,4.2377,8.7075,60.5625,-0.1166,0.0446,-0.0534,48.3246
19:30:47:319,-2.1368,4.3789,8.5519,59.0768,0.0276,0.047,-0.0302,48.0973
19:30:47:340,-2.187,4.5775,8.083,60.1488,0.2108,-0.0226,-0.0582,47.7961
19:30:47:361,-2.0818,4.5153,7.8748,60.8811,0.2585,-0.1594,-0.1328,47.621
19:30:47:379,-2.2038,4.3214,7.9585,61.9777,0.1864,-0.2999,-0.2598,47.809
19:30:47:401,-2.6871,4.1803,8.2385,60.9462,0.0667,-0.372,-0.3759,48.3246
19:30:47:419,-3.0413,4.142,8.3175,60.35,-0.0445,-0.2804,-0.3857,48.8827
19:30:47:439,-3.2686,4.1994,8.3103,60.6109,-0.1227,-0.0617,-0.305,49.2248
19:30:47:462,-3.2136,4.1994,8.2624,61.1534,-0.1655,0.0947,-0.1926,49.3842
19:30:47:479,-2.9121,4.2616,8.1045,61.1534,-0.1703,0.1069,-0.0802,49.3495
19:30:47:499,-2.5986,4.4052,8.2337,60.8499,-0.1826,0.0397,-0.0155,49.2111
19:30:47:519,-2.4072,4.5081,8.3725,61.0949,-0.1618,-0.0238,0.0175,49.0364
19:30:47:539,-2.3354,4.5248,8.3916,61.7096,-0.0518,-0.0128,0.0468,48.8362
19:30:47:561,-2.0602,4.453,7.937,62.7497,0.0813,-0.0031,0.0847,48.5659
19:30:47:584,-1.8951,4.465,7.5135,61.4425,0.1326,-0.0409,0.0969,48.2646
19:30:47:602,-1.9525,4.5033,7.3101,61.6475,0.0569,-0.1228,0.0749,48.0122
19:30:47:619,-2.0387,4.5129,7.4465,63.1806,-0.0995,-0.1814,0.0541,47.8445
19:30:47:639,-2.132,4.4937,7.87,61.7894,-0.2607,-0.1814,0.0444,47.7293
19:30:47:660,-1.919,4.4387,8.205,62.4479,-0.3475,-0.2205,0.0505,47.6201
19:30:47:679,-1.7372,4.5344,8.4467,63.4018,-0.3365,-0.3146,0.0493,47.5591
19:30:47:700,-1.8927,4.4459,9.2028,63.7642,-0.3426,-0.4478,0.0273,47.6206
19:30:47:719,-1.8233,4.2353,9.7364,62.6944,-0.3292,-0.5137,0.0578,47.7224
19:30:47:739,-1.8927,4.3454,9.6287,60.2911,-0.207,-0.4697,0.0981,47.784
19:30:47:765,-0.8806,4.4913,10.2963,60.3587,-0.3463,-0.5052,0.2435,47.697
19:30:47:780,-0.5599,4.5607,10.6648,60.2101,-0.411,-0.5357,0.2008,47.5553
19:30:47:799,-0.4546,4.386,10.5188,61.5997,-0.3524,-0.5467,0.0859,47.5053
19:30:47:819,-0.4522,3.7424,10.9854,61.3994,-0.3597,-0.6151,-0.0155,47.7426
19:30:47:839,-0.9236,2.9288,12.1842,63.1339,-0.4379,-0.675,-0.09,48.226
19:30:47:859,-0.8542,2.1846,12.7825,61.3631,-0.4073,-0.6481,-0.046,48.72
19:30:47:879,-0.5121,1.931,12.213,62.6837,-0.2229,-0.4612,0.0725,48.99
19:30:47:900,0.0096,2.0148,11.1673,62.2469,-0.0347,-0.2327,0.1861,48.9594
19:30:47:919,0.9188,2.1416,10.191,62.5392,0.0398,-0.0935,0.2716,48.6882
19:30:47:938,1.7563,2.1966,9.679,62.4337,0.0166,-0.0214,0.2606,48.3114
19:30:47:958,1.931,2.0267,9.4253,62.2469,-0.0518,0.0311,0.1213,48.0978
19:30:47:979,1.5984,1.9286,9.1789,63.1522,-0.1007,0.0592,-0.0643,48.0693
19:30:47:999,1.127,1.9071,9.1286,62.1116,-0.1154,0.0495,-0.1951,48.2327
19:30:48:022,0.6437,1.8999,9.009,62.8738,-0.0824,0.0421,-0.2342,48.4603
19:30:48:041,0.7777,2.1607,8.5304,62.9856,-0.0262,0.0104,-0.1939,48.6236
19:30:48:061,0.7489,2.4263,8.1619,63.2743,-0.0372,0.0043,-0.2024,48.7569
19:30:48:079,0.2847,2.6465,8.0231,63.1339,-0.0799,0.0275,-0.2879,48.9738
19:30:48:099,0.0096,2.8163,8.0949,62.5421,-0.0934,0.0666,-0.3185,49.2209
19:30:48:118,-0.1699,2.9695,8.3342,62.8416,-0.0653,0.0788,-0.3099,49.4539
19:30:48:141,-0.2513,3.0772,8.0303,62.0525,0.0569,0.135,-0.2855,49.6303
19:30:48:159,-0.2201,3.125,7.5805,62.5844,0.1522,0.1716,-0.2781,49.7914
19:30:48:178,-0.2967,3.1992,7.6762,61.861,0.1155,0.1301,-0.2855,49.9781
19:30:48:198,-0.3302,3.2518,8.3079,62.5528,0.0105,0.0238,-0.2781,50.1987
19:30:48:219,0.0168,3.393,8.8343,62.6584,0.0129,0.1313,-0.1376,50.3761
19:30:48:239,0.2321,3.4792,9.0114,63.2424,-0.0005,0.2413,-0.1059,50.394
19:30:48:263,0.1555,3.5677,9.588,65.386,-0.0763,0.2486,-0.1609,50.3304
19:30:48:282,-0.4379,3.6419,10.0786,64.3689,-0.1215,0.2535,-0.2549,50.4479
19:30:48:299,-1.5434,3.7974,10.2628,63.8323,-0.0738,0.3622,-0.2977,50.6294
19:30:48:318,-2.065,3.9266,9.9374,63.8739,0.0605,0.5088,-0.211,50.6668
19:30:48:339,-2.0435,3.9984,9.3727,64.4512,0.1925,0.5956,-0.0643,50.5099
19:30:48:358,-1.9645,3.8668,9.6239,63.9263,0.1729,0.4575,0.0065,50.3284
19:30:48:378,-2.5412,3.8094,10.605,63.7689,0.0373,0.1948,-0.0253,50.3138
19:30:48:398,-3.2423,4.1085,10.8802,64.6208,0.0068,0.1472,-0.0216,50.3072
19:30:48:419,-2.5651,3.4816,10.3992,63.5607,0.0752,0.3305,0.048,50.1995
19:30:48:441,-1.2514,1.6104,10.483,62.0621,0.0154,0.2596,0.0065,50.2391
19:30:48:462,-1.206,0.3446,12.3972,64.8224,-0.2852,-0.2193,-0.1657,50.7167
19:30:48:479,-3.1202,0.8088,13.9454,64.2071,-0.5088,-0.6445,-0.2904,51.5422
19:30:48:498,-3.7735,1.2347,12.7992,64.7101,-0.1972,-0.3769,-0.0668,52.0092
19:30:48:518,-2.6967,1.4788,9.3631,63.4659,0.4991,0.317,0.4133,51.6257
19:30:48:538,-1.529,1.8161,6.5635,63.0265,0.8388,0.4893,0.6699,50.8112
19:30:48:562,-0.993,1.9836,6.3936,62.4109,0.5285,0.0385,0.6027,50.1968
19:30:48:580,-1.5793,1.6989,8.7123,62.6889,0.008,-0.4331,0.3755,50.0737
19:30:48:598,-2.2732,1.5147,10.2652,62.7088,-0.1752,-0.5516,0.2435,50.1978
19:30:48:618,-2.1559,1.3472,9.7244,64.3178,0.0679,-0.3109,0.3144,50.1354
19:30:48:639,-1.4955,1.6032,8.4012,64.0883,0.3024,0.0153,0.4683,49.7293
19:30:48:659,-1.0265,1.7444,7.8006,63.3922,0.2511,0.1851,0.5123,49.1873
19:30:48:679,-1.6869,2.0937,8.0806,62.1362,-0.0299,0.1765,0.3474,48.7257
19:30:48:698,-1.7946,2.2277,8.059,61.961,-0.0518,0.0947,0.3547,48.3704
19:30:48:718,-1.6989,2.5579,8.1332,61.1793,-0.0176,0.0519,0.4292,47.6422
19:30:48:739,-1.1797,2.6848,8.1141,61.1792,0.0324,0.0141,0.5013,47.1353
19:30:48:758,-1.2802,2.9719,8.0542,61.1792,0.1106,0.08,0.4891,46.6081
19:30:48:779,-1.0433,3.1777,8.1835,61.1793,0.1253,0.1167,0.4646,46.0785
19:30:48:798,-1.0576,3.3882,8.54,63.0169,0.0996,0.1081,0.4414,45.5759
19:30:48:818,-0.9332,3.4983,8.8247,61.8949,0.0886,0.124,0.4268,45.0616
19:30:48:838,-0.8112,3.7687,8.9133,62.0621,0.1118,0.1875,0.439,44.4957
19:30:48:858,-0.3087,3.8644,8.7601,62.1689,0.1363,0.2278,0.4414,43.9089
19:30:48:878,0.1699,3.9888,8.4706,61.6795,0.1314,0.2767,0.3767,43.3452
19:30:48:898,-0.189,3.8572,9.3727,62.5492,0.0324,0.295,0.1995,42.9796
19:30:48:918,-1.0026,3.7591,9.7436,62.2085,0.0495,0.3891,0.0676,42.7679
19:30:48:939,-1.3974,3.752,8.7242,60.6895,0.2243,0.51,0.1018,42.4817
19:30:48:958,-1.4668,4.1276,7.9896,61.6476,0.2145,0.4111,0.2056,42.0741
19:30:49:052,-0.2465,3.6251,8.7817,63.4436,-0.1227,0.1997,0.2912,41.6547
19:30:49:052,0.725,2.5292,10.7605,61.8469,-0.5918,-0.1008,0.2203,41.4354
19:30:49:059,1.1677,1.7779,13.8951,62.8344,-1.0536,-0.4624,0.0651,41.5706
19:30:49:060,1.0026,1.2251,17.0321,61.7686,-1.3176,-0.5101,-0.0216,41.8381
19:30:49:070,1.2347,1.139,17.8648,62.3989,-1.0598,-0.1704,0.0114,41.7155
19:30:49:081,2.4646,1.608,12.2584,58.4949,0.5028,0.3048,0.0053,41.5209
19:30:49:100,2.1942,1.6654,9.6239,62.0311,0.818,-0.0055,-0.2403,41.724
19:30:49:120,1.3113,1.8042,7.8221,58.0563,0.807,-0.1985,-0.5127,42.2871
19:30:49:140,0.3805,1.943,7.0325,61.6711,0.6396,-0.1692,-0.6825,43.032
19:30:49:164,0.0502,1.9358,6.4893,61.6711,0.4393,-0.0336,-0.7143,43.7687
19:30:49:183,-0.0838,2.2493,6.3386,60.7836,0.2756,0.0507,-0.6715,44.4214
19:30:49:199,-0.0981,2.4837,6.3601,58.8459,0.1583,-0.0421,-0.6386,45.0694
19:30:49:218,-0.5862,2.8642,6.4989,60.2829,0.1277,-0.19,-0.6508,45.8037
19:30:49:239,-1.1031,3.1083,6.8722,61.5562,0.1473,-0.267,-0.6557,46.5703
19:30:49:262,-1.2443,3.1585,7.2742,58.9245,0.2108,-0.2621,-0.6019,47.2981
19:30:49:280,-0.9978,3.46,6.8674,60.9811,0.3415,-0.1924,-0.4895,47.8423
19:30:49:298,-1.0217,3.6347,6.9344,61.6108,0.3318,-0.2022,-0.4492,48.3676
19:30:49:318,-1.3256,3.7137,7.9059,58.9616,0.1998,-0.2535,-0.4553,48.9322
19:30:49:338,-1.1868,3.527,8.5831,59.5894,0.1497,-0.2278,-0.4309,49.4632
19:30:49:358,-1.0193,3.3667,8.5735,59.327,0.2206,-0.113,-0.3734,49.9128
19:30:49:378,-1.1127,3.3045,8.7147,60.8234,0.2499,-0.0666,-0.3392,50.3107
19:30:49:398,-1.663,3.6275,9.2387,59.7894,0.1888,-0.1057,-0.3026,50.7005
19:30:49:418,-1.7683,3.929,9.3942,58.9994,0.1351,-0.0861,-0.2146,51.002
19:30:49:438,-1.9956,4.4626,9.4708,58.3078,0.1277,-0.0092,-0.1034,51.1156
19:30:49:462,-1.5194,4.4507,9.5952,59.1704,0.0984,0.0641,0.0028,51.0873
19:30:49:478,-1.1844,4.5631,9.6311,59.4815,0.0557,0.1179,0.0505,50.9853
19:30:49:498,-1.4572,4.4722,10.2197,58.6248,-0.0702,0.1594,0.0102,50.9209
19:30:49:519,-2.4646,4.4052,10.9998,60.1557,-0.1777,0.2486,-0.0546,50.9319
19:30:49:539,-3.015,4.1563,11.4209,57.9954,-0.1557,0.295,-0.0314,50.9281
19:30:49:559,-2.7063,3.5988,11.1601,59.5209,-0.0189,0.1997,0.0676,50.8781
19:30:49:579,-1.4596,2.412,11.4042,59.7949,0.0031,-0.0825,0.1409,50.8881
19:30:49:599,-2.6488,2.5603,11.5358,57.64,0.0105,-0.0984,0.1568,50.9944
19:30:49:618,-2.8905,2.6824,9.0401,57.8608,0.3623,0.179,0.2594,50.8066
19:30:49:638,-2.5627,2.68,6.8459,58.6528,0.5431,0.1081,0.3486,50.482
19:30:49:657,-1.9382,2.6776,6.6688,57.0158,0.2951,-0.1643,0.3877,50.2337
