Time,Cell_Type,Cell_ID,Cell_RSSI
20:06,"['Lte', 'Lte']","[477, 474]","[-88, -105]"
20:06,"['Lte', 'Lte']","[477, 474]","[-90, -110]"
20:06,"['Lte', 'Lte']","[477, 474]","[-89, -104]"
20:06,"['Lte', 'Lte']","[477, 474]","[-90, -108]"
20:06,"['Lte', 'Lte']","[477, 474]","[-91, -101]"
20:06,"['Lte', 'Lte']","[477, 474]","[-86, -107]"
20:06,"['Lte', 'Lte']","[477, 474]","[-91, -118]"
20:06,"['Lte', 'Lte']","[477, 474]","[-91, -113]"
20:06,"['Lte', 'Lte']","[477, 474]","[-96, -112]"
20:06,"['Lte', 'Lte']","[477, 474]","[-90, -106]"
20:06,"['Lte', 'Lte']","[477, 474]","[-91, -109]"
20:06,"['Lte', 'Lte']","[477, 474]","[-89, -105]"
20:06,"['Lte', 'Lte']","[477, 474]","[-89, -115]"
20:06,"['Lte', 'Lte']","[477, 474]","[-90, -115]"
20:06,"['Lte', 'Lte']","[477, 474]","[-88, -115]"
20:06,"['Lte', 'Lte']","[477, 474]","[-88, -108]"
20:06,"['Lte', 'Lte']","[477, 474]","[-91, -108]"
20:06,"['Lte', 'Lte']","[477, 474]","[-90, -114]"
20:06,"['Lte', 'Lte']","[477, 473]","[-81, -95]"
20:06,"['Lte', 'Lte']","[477, 473]","[-85, -95]"
20:06,"['Lte', 'Lte']","[477, 473]","[-79, -99]"
20:06,"['Lte', 'Lte']","[477, 473]","[-81, -99]"
20:06,"['Lte', 'Lte']","[477, 473]","[-80, -89]"
20:06,"['Lte', 'Lte']","[477, 473]","[-79, -89]"
20:06,"['Lte', 'Lte']","[477, 473]","[-81, -89]"
20:06,"['Lte', 'Lte']","[477, 473]","[-78, -89]"
20:07,"['Lte', 'Lte']","[477, 473]","[-84, -89]"
20:07,"['Lte', 'Lte']","[477, 473]","[-89, -104]"
20:07,"['Lte', 'Lte']","[477, 473]","[-92, -106]"
20:07,"['Lte', 'Lte']","[477, 473]","[-91, -107]"
20:07,"['Lte', 'Lte']","[477, 473]","[-90, -109]"
20:07,"['Lte', 'Lte']","[477, 473]","[-89, -108]"
20:07,"['Lte', 'Lte']","[477, 473]","[-81, -108]"
20:07,"['Lte', 'Lte']","[477, 473]","[-76, -108]"
20:07,"['Lte', 'Lte']","[477, 473]","[-82, -108]"
20:07,"['Lte', 'Lte']","[477, 473]","[-84, -101]"
20:07,"['Lte', 'Lte']","[477, 473]","[-84, -102]"
20:07,"['Lte', 'Lte']","[477, 473]","[-88, -99]"
20:07,"['Lte', 'Lte']","[477, 473]","[-84, -103]"
20:07,['Lte'],[477],[-88]
20:07,['Lte'],[477],[-88]
20:07,['Lte'],[477],[-91]
20:07,['Lte'],[477],[-93]
20:07,"['Lte', 'Lte']","[477, 473]","[-97, -102]"
20:07,"['Lte', 'Lte']","[477, 473]","[-94, -94]"
20:07,"['Lte', 'Lte']","[477, 473]","[-94, -101]"
20:07,"['Lte', 'Lte']","[477, 473]","[-89, -93]"
20:07,"['Lte', 'Lte']","[477, 473]","[-98, -92]"
20:07,"['Lte', 'Lte']","[477, 473]","[-98, -97]"
20:07,"['Lte', 'Lte']","[477, 473]","[-97, -89]"
20:07,"['Lte', 'Lte']","[473, 477]","[-80, -94]"
20:07,"['Lte', 'Lte']","[473, 477]","[-86, -105]"
20:07,"['Lte', 'Lte']","[473, 477]","[-90, -99]"
20:07,"['Lte', 'Lte']","[473, 477]","[-97, -100]"
20:08,"['Lte', 'Lte']","[473, 477]","[-99, -107]"
20:08,"['Lte', 'Lte']","[473, 477]","[-95, -100]"
20:08,"['Lte', 'Lte']","[473, 477]","[-100, -96]"
20:08,"['Lte', 'Lte']","[473, 477]","[-102, -103]"
20:08,"['Lte', 'Lte']","[473, 477]","[-102, -95]"
