Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
16:10:45:533,-1.2658,4.2281,8.2552,18.1836,-0.142,0.0988,0.2566,350.8727
16:10:45:560,-1.2658,4.2281,8.2552,21.1344,0.2428,-0.2958,0.0465,183.7773
16:10:45:578,-1.2658,4.2281,8.2552,19.0708,0.2428,-0.2958,0.0465,183.909
16:10:45:596,-0.8255,3.8812,9.0616,20.1118,0.2428,-0.2958,0.0465,184.3816
16:10:45:615,-0.8973,3.8931,8.863,19.7146,-0.2239,-0.1834,-0.105,184.7021
16:10:45:634,-0.8351,3.9362,8.8295,19.5478,-0.2336,-0.0856,-0.0842,184.9083
16:10:45:653,-0.8016,3.8788,9.2004,18.8984,-0.263,0.0378,-0.0341,185.0164
16:10:45:676,-0.804,3.8596,9.2602,18.8358,-0.2348,0.0573,-0.0219,185.1157
16:10:45:693,-0.9165,3.9123,9.3918,19.4495,-0.1835,-0.0099,-0.0341,185.2672
16:10:45:711,-0.8231,3.7543,9.3344,19.0708,-0.1664,-0.1431,-0.039,185.4218
16:10:45:730,-0.7753,3.6754,9.2315,18.6489,-0.1212,-0.1528,-0.0402,185.5125
16:10:45:751,-0.8375,3.716,8.9516,20.927,-0.0882,-0.0734,-0.0463,185.6332
16:10:45:767,-0.8542,3.6538,8.8367,19.9368,-0.1163,0.0023,-0.0366,185.7075
16:10:45:787,-0.8375,3.6299,9.0281,20.5344,-0.1628,0.028,-0.0097,185.7806
16:10:45:809,-0.7633,3.5988,9.009,16.8841,-0.1664,0.0329,0.0172,185.7631
16:10:45:826,-0.804,3.6993,8.9539,20.0645,-0.1432,0.0121,0.0221,185.7467
16:10:45:845,-0.8853,3.649,8.9204,20.6201,-0.1261,-0.0661,0.0074,185.8036
16:10:45:866,-0.9069,3.5725,8.5639,19.0708,-0.1115,-0.1455,-0.0048,185.8789
16:10:45:884,-0.7825,3.6562,8.4538,20.927,-0.1603,-0.1369,0.0196,185.9399
16:10:45:903,-0.7513,3.6108,9.0592,19.4861,-0.2348,-0.0587,0.0624,185.901
16:10:45:928,-0.7322,3.6634,9.2818,20.5564,-0.2116,-0.0661,0.0709,185.8964
16:10:45:954,-0.7131,3.728,9.1956,18.6298,-0.0919,-0.1235,0.0477,185.8752
16:10:45:964,-0.6197,3.7711,8.8606,19.406,0.0302,-0.1834,0.0074,185.957
16:10:45:986,-0.6891,3.9147,8.3581,18.4464,0.1145,-0.1858,-0.0243,186.0603
16:10:46:005,-0.6437,4.142,7.9585,18.6177,0.106,-0.1333,-0.0317,186.2045
16:10:46:039,-0.5001,4.2879,7.7025,18.1857,0.0131,-0.0844,-0.0182,186.2865
16:10:46:045,-0.3087,4.4794,7.9178,19.4511,-0.1127,-0.0759,-0.0378,186.397
16:10:46:070,-0.0455,4.3717,8.2457,19.1943,-0.2226,-0.1308,-0.083,186.5095
16:10:46:092,0.0431,4.0319,8.4347,20.3538,-0.2226,-0.1272,-0.1404,186.7307
16:10:46:104,-0.1149,4.1779,7.9872,18.6298,-0.197,-0.1565,-0.2186,187.1005
16:10:46:126,-0.2465,4.1324,7.9466,20.4034,-0.2849,-0.1418,-0.2699,187.4423
16:10:46:158,-0.4546,3.996,8.0877,20.6672,-0.4047,0.0085,-0.2748,187.6832
16:10:46:164,-0.5336,4.0511,8.2169,19.0203,-0.4486,0.1477,-0.2491,187.8378
16:10:46:189,-0.3781,4.0893,8.6429,19.8487,-0.4804,0.0817,-0.2174,188.0013
16:10:46:204,-0.0957,3.9912,9.119,19.4861,-0.4804,-0.1174,-0.2137,188.3595
