Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:38:50:436,-1.5601,1.7922,9.0401,61.9467,-0.2351,0.0299,0.0077,51.0873
19:38:50:455,-1.5051,2.7278,9.2387,61.6677,-0.2351,0.0299,0.0077,49.0562
19:38:50:474,-1.7061,2.6776,9.3488,61.6487,0.0544,-0.047,-0.0766,48.0209
19:38:50:494,-1.742,2.5938,9.3248,61.846,0.0202,-0.0092,-0.0534,47.9751
19:38:50:519,-1.6415,2.5053,9.387,61.5783,-0.0103,-0.0409,-0.035,47.9825
19:38:50:539,-1.7539,2.3928,9.533,62.2046,-0.0433,-0.0507,-0.0326,48.2371
19:38:50:553,-1.8712,2.2325,9.6024,61.3034,-0.0677,-0.0507,-0.0191,48.5751
19:38:50:575,-1.8521,2.1224,9.2794,62.8171,-0.086,-0.0764,0.015,48.8327
19:38:50:595,-1.8425,2.0818,9.6574,61.7473,-0.1581,-0.069,0.0505,49.0571
19:38:50:617,-1.9334,2.0578,10.5164,62.0121,-0.2058,-0.0153,0.0945,49.247
19:38:50:634,-1.6487,2.1105,10.6552,63.6507,-0.0543,0.0153,0.1555,49.209
19:38:50:654,-1.5099,2.2038,9.7843,60.1003,0.1925,-0.0202,0.1592,49.0717
19:38:50:674,-1.7133,2.2397,9.0018,62.0135,0.3073,-0.047,0.114,49.0104
19:38:50:708,-1.7468,2.3186,8.741,60.0122,0.2352,-0.0434,0.1152,48.9436
19:38:50:717,-1.6271,2.4263,9.0449,60.5379,0.0948,-0.0312,0.136,48.7809
19:38:50:739,-1.5075,2.455,9.3296,60.2326,0.0019,-0.0031,0.1433,48.6019
19:38:50:754,-1.4812,2.4048,9.545,62.9675,-0.0201,0.0385,0.1348,48.4659
19:38:50:775,-1.3902,2.3115,9.4708,60.3153,0.0031,0.0348,0.1311,48.3205
19:38:50:806,-1.3304,2.3497,9.3799,60.88,0.0178,0.0079,0.1299,48.1711
19:38:50:814,-1.3089,2.3952,9.3296,61.3336,0.0056,0.0104,0.1287,47.9998
19:38:50:848,-1.3161,2.4574,9.5186,60.8717,-0.014,0.0397,0.1226,47.8331
19:38:50:854,-1.2682,2.4215,9.6191,61.9467,0.0019,0.0373,0.1226,47.6587
19:38:50:874,-1.1174,2.4144,9.4923,60.3752,0.0557,0.0043,0.1201,47.4946
19:38:50:895,-1.0863,2.5196,9.3153,61.8173,0.0935,-0.0385,0.1116,47.2885
19:38:50:918,-1.2682,2.7398,9.3751,61.3336,0.0544,-0.0128,0.0688,47.1073
19:38:50:939,-1.2012,2.6991,9.277,60.2998,0.0581,-0.0275,0.0712,46.8438
