Time,Cell_Type,Cell_ID,Cell_RSSI
15:54,['Lte'],[473],[-84]
15:54,['Lte'],[473],[-85]
15:54,['Lte'],[473],[-86]
15:54,['Lte'],[473],[-79]
15:54,['Lte'],[473],[-94]
15:54,['Lte'],[473],[-85]
15:54,['Lte'],[473],[-82]
15:54,['Lte'],[473],[-77]
15:54,['Lte'],[473],[-89]
15:54,['Lte'],[473],[-79]
15:54,['Lte'],[473],[-88]
15:54,['Lte'],[473],[-83]
15:54,['Lte'],[473],[-80]
15:54,['Lte'],[473],[-81]
15:54,['Lte'],[473],[-83]
15:54,"['Lte', 'Lte']","[473, 480]","[-82, -105]"
15:54,"['Lte', 'Lte']","[473, 480]","[-84, -104]"
15:54,"['Lte', 'Lte']","[473, 480]","[-83, -104]"
15:55,"['Lte', 'Lte']","[473, 480]","[-83, -105]"
15:55,"['Lte', 'Lte']","[473, 480]","[-80, -95]"
15:55,"['Lte', 'Lte']","[473, 480]","[-80, -98]"
15:55,"['Lte', 'Lte']","[473, 480]","[-86, -106]"
15:55,"['Lte', 'Lte']","[473, 480]","[-89, -105]"
15:55,"['Lte', 'Lte']","[473, 480]","[-92, -110]"
15:55,"['Lte', 'Lte']","[473, 480]","[-96, -107]"
15:55,"['Lte', 'Lte']","[473, 480]","[-95, -107]"
15:55,"['Lte', 'Lte']","[473, 480]","[-95, -106]"
15:55,"['Lte', 'Lte']","[473, 480]","[-102, -113]"
15:55,"['Lte', 'Lte']","[473, 474]","[-96, -93]"
15:55,"['Lte', 'Lte']","[473, 474]","[-96, -97]"
15:55,"['Lte', 'Lte']","[473, 474]","[-91, -99]"
15:55,"['Lte', 'Lte']","[473, 474]","[-94, -98]"
15:55,"['Lte', 'Lte']","[473, 474]","[-90, -98]"
15:55,"['Lte', 'Lte']","[473, 474]","[-89, -100]"
15:55,"['Lte', 'Lte']","[473, 474]","[-94, -106]"
15:55,"['Lte', 'Lte']","[473, 474]","[-92, -97]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 474, 477]","[-98, -102, -104]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 474, 477]","[-94, -100, -109]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 477, 474]","[-94, -100, -106]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 474, 477]","[-93, -108, -100]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 477, 474]","[-95, -105, -112]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 477, 474]","[-106, -100, -111]"
15:55,"['Lte', 'Lte', 'Lte']","[473, 477, 474]","[-109, -100, -111]"
15:55,"['Lte', 'Lte']","[477, 473]","[-95, -106]"
15:55,"['Lte', 'Lte']","[477, 473]","[-97, -105]"
15:55,"['Lte', 'Lte']","[477, 473]","[-96, -102]"
15:55,"['Lte', 'Lte']","[477, 473]","[-97, -111]"
15:56,"['Lte', 'Lte']","[477, 473]","[-98, -100]"
15:56,"['Lte', 'Lte']","[477, 473]","[-103, -96]"
15:56,"['Lte', 'Lte']","[473, 477]","[-95, -103]"
15:56,"['Lte', 'Lte']","[473, 477]","[-95, -106]"
15:56,"['Lte', 'Lte']","[473, 477]","[-91, -101]"
15:56,"['Lte', 'Lte']","[473, 477]","[-87, -99]"
15:56,"['Lte', 'Lte']","[473, 477]","[-84, -100]"
15:56,"['Lte', 'Lte']","[473, 477]","[-88, -103]"
15:56,"['Lte', 'Lte']","[473, 477]","[-90, -99]"
15:56,"['Lte', 'Lte']","[473, 477]","[-85, -98]"
15:56,"['Lte', 'Lte']","[473, 477]","[-81, -96]"
15:56,"['Lte', 'Lte']","[473, 477]","[-84, -96]"
15:56,"['Lte', 'Lte']","[473, 477]","[-94, -96]"
15:56,"['Lte', 'Lte']","[473, 477]","[-95, -88]"
15:56,"['Lte', 'Lte']","[473, 477]","[-102, -101]"
15:56,"['Lte', 'Lte']","[477, 473]","[-90, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-92, -105]"
15:56,"['Lte', 'Lte']","[477, 473]","[-85, -102]"
15:56,"['Lte', 'Lte']","[477, 473]","[-86, -104]"
15:56,"['Lte', 'Lte']","[477, 473]","[-81, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-82, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-73, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-72, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-80, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-81, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-78, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-76, -99]"
15:56,"['Lte', 'Lte']","[477, 473]","[-74, -99]"
15:57,"['Lte', 'Lte']","[477, 473]","[-82, -99]"
15:57,"['Lte', 'Lte']","[477, 473]","[-83, -103]"
15:57,"['Lte', 'Lte']","[477, 473]","[-84, -101]"
15:57,"['Lte', 'Lte']","[477, 473]","[-81, -96]"
15:57,"['Lte', 'Lte']","[477, 473]","[-79, -95]"
15:57,"['Lte', 'Lte']","[477, 473]","[-78, -95]"
15:57,"['Lte', 'Lte']","[477, 473]","[-81, -95]"
15:57,"['Lte', 'Lte']","[477, 473]","[-83, -95]"
15:57,"['Lte', 'Lte']","[477, 473]","[-83, -90]"
15:57,"['Lte', 'Lte']","[477, 473]","[-85, -91]"
15:57,"['Lte', 'Lte']","[477, 473]","[-84, -88]"
15:57,"['Lte', 'Lte']","[477, 473]","[-88, -89]"
15:57,"['Lte', 'Lte']","[477, 473]","[-91, -87]"
15:57,"['Lte', 'Lte']","[477, 473]","[-91, -94]"
15:57,"['Lte', 'Lte']","[477, 473]","[-90, -90]"
15:57,"['Lte', 'Lte']","[477, 473]","[-93, -96]"
15:57,"['Lte', 'Lte']","[477, 473]","[-94, -94]"
15:57,"['Lte', 'Lte']","[477, 473]","[-93, -103]"
15:57,"['Lte', 'Lte']","[477, 473]","[-93, -106]"
15:57,"['Lte', 'Lte']","[477, 473]","[-90, -108]"
15:57,"['Lte', 'Lte']","[477, 473]","[-92, -104]"
15:57,"['Lte', 'Lte', 'Lte']","[477, 474, 473]","[-92, -101, -110]"
15:57,"['Lte', 'Lte', 'Lte']","[477, 474, 473]","[-94, -104, -112]"
15:57,"['Lte', 'Lte', 'Lte']","[477, 474, 473]","[-91, -107, -107]"
15:57,"['Lte', 'Lte', 'Lte']","[477, 473, 474]","[-86, -101, -111]"
15:57,"['Lte', 'Lte']","[477, 474]","[-78, -107]"
15:57,"['Lte', 'Lte']","[477, 474]","[-79, -107]"
15:57,"['Lte', 'Lte']","[477, 474]","[-84, -108]"
15:58,"['Lte', 'Lte']","[477, 474]","[-87, -104]"
15:58,['Lte'],[477],[-83]
