Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
20:30:42:824,-1.2012,2.5053,9.4158,32.6168,-0.6844,-1.1369,-0.3967,174.9902
20:30:42:840,-1.2012,2.5053,9.4158,31.2899,-0.6844,-1.1369,-0.3967,175.3845
20:30:42:858,-1.797,2.656,8.8678,30.8713,-0.6844,-1.1369,-0.3967,175.0674
20:30:42:878,-1.8138,2.9671,9.0664,32.1713,-0.0247,-0.14,-0.073,174.593
20:30:42:897,-1.7827,3.0221,9.4253,32.8883,-0.0662,-0.1595,-0.0424,174.2863
20:30:42:927,-1.5075,3.0389,9.5115,32.3416,-0.0797,-0.1901,0.0003,174.1635
20:30:42:937,-1.4548,3.0365,9.5952,31.8154,-0.0284,-0.1498,0.0003,174.0746
20:30:42:955,-1.4548,3.0987,9.466,29.8433,0.0425,-0.1449,-0.029,174.0038
20:30:42:974,-1.6893,3.3021,9.3105,32.5533,0.0779,-0.1265,-0.062,173.8882
20:30:42:997,-1.5936,3.2303,8.9013,32.936,0.0816,-0.0777,-0.0583,173.7971
20:30:43:012,-1.8185,3.3954,8.6548,32.2724,0.0498,-0.0068,-0.0766,173.6327
20:30:43:035,-1.9597,3.4217,8.4203,31.0178,-0.0003,0.0311,-0.0889,173.4232
20:30:43:052,-2.1057,3.5198,8.2911,32.5576,-0.0479,0.0274,-0.0754,173.1569
20:30:43:072,-2.0315,3.5701,8.2648,32.865,-0.0882,0.0237,-0.0437,172.8896
20:30:43:099,-1.8664,3.6275,8.3964,30.6557,-0.1212,0.0079,-0.0143,172.6793
20:30:43:109,-1.864,3.5844,8.7338,31.8154,-0.1456,-0.03,-0.0119,172.525
20:30:43:133,-1.9095,3.3523,8.8774,32.622,-0.1505,-0.1168,-0.0241,172.4354
20:30:43:148,-1.9884,3.1824,8.918,31.0861,-0.1151,-0.1461,-0.0266,172.3849
20:30:43:175,-2.0052,3.1274,8.7553,32.4247,-0.0809,-0.1033,0.0076,172.2507
20:30:43:195,-1.8185,3.0867,8.8223,30.0904,-0.0943,-0.0642,0.0797,172.0574
20:30:43:210,-1.7444,3.1059,9.1071,31.66,-0.1444,-0.0838,0.1542,171.8997
20:30:43:226,-1.7683,3.1657,9.4971,32.2505,-0.175,-0.0997,0.2104,171.629
20:30:43:244,-1.6893,3.204,9.7388,30.6627,-0.1554,-0.0801,0.2569,171.2792
20:30:43:264,-1.2849,3.0676,9.7579,32.3071,-0.1127,-0.0569,0.2911,170.9387
20:30:43:284,-1.1701,3.0676,9.9828,33.3078,-0.1004,-0.0435,0.2593,170.6744
20:30:43:315,-1.2179,3.1418,10.5021,32.781,-0.1176,-0.0923,0.2202,170.4232
20:30:43:325,-1.2443,3.1202,11.3276,31.8386,-0.1114,-0.2035,0.219,170.2533
20:30:43:349,-1.2227,3.0269,11.9474,31.9459,-0.0357,-0.3501,0.2141,170.1676
20:30:43:364,-1.0409,2.9695,12.0239,35.1069,0.1109,-0.4246,0.1958,170.1183
20:30:43:386,-0.8303,2.9264,11.7559,31.755,0.2661,-0.3526,0.1872,170.0623
20:30:43:405,-0.548,2.9862,11.4808,32.3903,0.3565,-0.2915,0.1762,169.9767
