Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
16:15:22:545,-1.5266,3.2136,8.6931,57.4157,0.1097,-0.5083,-0.2944,50.1512
16:15:22:562,-1.5266,3.2136,8.6931,56.2696,0.1097,-0.5083,-0.2944,50.7616
16:15:22:581,-1.6726,3.2901,9.131,56.0093,0.1097,-0.5083,-0.2944,51.546
16:15:22:601,-1.7468,3.3619,9.1382,57.1295,-0.1127,-0.0074,0.0734,51.5178
16:15:22:634,-1.7133,3.3858,8.918,58.1453,-0.087,0.0036,0.0783,51.3438
16:15:22:650,-1.7396,3.4935,8.6477,59.2663,-0.0736,0.0133,0.0844,51.013
16:15:22:659,-1.6965,3.5127,8.8295,59.142,-0.1115,0.0109,0.0795,50.7424
16:15:22:677,-1.6989,3.5294,9.0329,58.2637,-0.1298,-0.0062,0.0709,50.5311
16:15:22:697,-1.7946,3.5103,9.0018,57.7075,-0.1115,-0.0233,0.0551,50.415
16:15:22:715,-1.8114,3.5246,8.7817,57.7972,-0.0834,-0.0209,0.0441,50.297
16:15:22:735,-1.8616,3.5007,9.0736,57.649,-0.0944,-0.0331,0.0379,50.2373
16:15:22:756,-1.864,3.3619,9.3081,60.0734,-0.0895,-0.0917,0.0294,50.2798
16:15:22:775,-2.0985,3.2782,9.4588,55.9135,-0.0406,-0.1369,0.0147,50.4841
16:15:22:801,-2.0698,3.1298,9.1262,57.7768,0.0156,-0.2041,0.0282,50.6691
16:15:22:817,-1.9286,3.1872,8.808,57.5672,0.0278,-0.2322,0.0636,50.7366
16:15:22:831,-1.8329,3.1537,8.8582,57.7075,-0.0321,-0.2078,0.0868,50.8071
16:15:22:852,-1.8114,3.07,8.8654,58.0428,-0.1066,-0.1907,0.0978,50.8418
16:15:22:886,-1.73,3.082,9.1861,57.2385,-0.1603,-0.2017,0.1308,50.8283
16:15:22:891,-1.7563,2.9671,9.7651,56.2355,-0.1774,-0.2897,0.1711,50.8721
16:15:22:922,-1.5936,2.9623,9.4349,56.0384,-0.0907,-0.4485,0.2261,50.9185
16:15:22:933,-1.3113,3.0915,9.0736,57.6835,-0.0211,-0.4815,0.2896,50.7718
16:15:22:956,-1.0624,3.1561,8.8343,57.5074,-0.0516,-0.3849,0.3348,50.5261
16:15:22:987,-0.8877,3.2782,8.8008,59.1345,-0.1078,-0.1992,0.358,50.1001
16:15:22:991,-0.9404,3.472,8.9827,57.3576,-0.1408,-0.0197,0.3519,49.625
16:15:23:020,-0.8638,3.5318,9.0999,57.5074,-0.109,0.0048,0.3336,49.1479
16:15:23:031,-0.7849,3.685,8.5687,58.3926,-0.0027,-0.093,0.2908,48.7
16:15:23:055,-0.8327,3.8429,7.8126,59.4319,0.0718,-0.165,0.2139,48.334
16:15:23:093,-1.0074,3.9817,7.5853,58.2602,-0.0052,-0.1638,0.1284,48.0626
16:15:23:094,-0.8662,3.9123,7.9322,59.6126,-0.1774,-0.1113,0.0893,47.8362
16:15:23:111,-0.7968,3.8955,8.8319,58.4095,-0.3424,-0.0685,0.0612,47.6629
16:15:23:131,-1.06,3.4839,9.2961,59.4736,-0.4047,-0.1162,0.0025,47.6871
16:15:23:151,-1.517,3.4122,9.7507,57.3547,-0.3656,-0.1944,-0.028,47.8169
16:15:23:175,-1.4548,3.3188,10.7055,58.1948,-0.302,-0.3446,0.0392,47.9627
16:15:23:192,-0.7825,2.8331,10.9687,59.2055,-0.1884,-0.5145,0.1772,48.0101
16:15:23:211,-0.3613,2.6704,10.8849,58.7256,-0.0272,-0.5157,0.2371,48.0078
16:15:23:233,-0.3135,2.7637,10.8706,58.6996,0.0803,-0.3739,0.2188,47.9461
16:15:23:251,-0.1412,2.7685,10.6026,59.204,0.1488,-0.1797,0.231,47.8002
16:15:23:274,-0.1412,3.015,9.9446,58.6307,0.2379,-0.0062,0.2346,47.5319
16:15:23:301,0.0861,3.1848,9.2507,60.0075,0.2575,-0.038,0.1711,47.2372
16:15:23:310,0.3063,3.125,9.5306,58.3189,0.1842,-0.2151,0.1137,47.0241
16:15:23:334,0.3972,2.9839,10.069,58.8622,0.1353,-0.3617,0.0416,46.9708
16:15:23:351,0.4164,2.7063,10.3466,59.204,0.1341,-0.4045,-0.0158,47.1634
16:15:23:376,0.5073,2.6488,10.5236,57.8122,0.1585,-0.3434,-0.039,47.3302
16:15:23:395,0.7274,2.4167,10.8084,59.7679,0.1463,-0.2909,-0.0451,47.5075
