Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:56:12:343,-0.5601,1.6119,7.0917,55.3739,-0.3185,-0.1969,0.1414,54.8281
19:56:12:405,-1.0509,1.995,8.1201,55.9912,-0.8139,-0.2566,0.1275,54.5
19:56:12:424,-1.6782,2.3206,9.0885,55.9669,-0.7489,-0.0417,0.3235,54.5
19:56:12:440,-1.4795,2.5361,10.0402,55.52,-0.5188,0.1565,0.5142,54.5
19:56:12:458,-1.1587,2.8114,9.8415,56.2322,-0.2764,0.2372,0.6143,163.1562
19:56:12:479,-0.6655,2.7923,8.9269,56.4336,-0.1025,0.2894,0.6599,162.5156
19:56:12:506,0.6106,2.2212,7.6592,55.144,0.0264,0.5134,0.5419,162.1562
19:56:12:524,0.9351,2.4403,6.9768,55.8991,0.0309,0.8271,0.3118,161.4062
19:56:12:540,-0.5589,2.803,7.5215,55.2469,-0.1225,0.7767,0.3214,160.6562
19:56:12:558,-1.2952,3.3094,8.3822,57.4556,-0.2093,0.5893,0.5635,160.1094
19:56:12:575,-1.3442,3.5428,7.9441,56.9343,-0.3758,0.3466,0.735,159.7188
19:56:12:602,-0.4332,2.9155,7.2893,55.3731,-0.6567,0.0047,0.6961,159.1406
19:56:12:619,0.1605,3.1813,8.4385,55.1118,-0.7686,-0.2603,0.6553,158.2969
19:56:12:635,-0.1076,3.1502,9.717,55.5844,-0.7462,-0.5706,0.6559,157.3906
19:56:12:654,0.9482,2.9251,10.6052,54.6069,-0.4722,-0.4627,0.5933,157.0156
19:56:12:674,1.6988,2.8114,11.4121,56.0867,0.0075,-0.1948,0.4258,156.2188
19:56:12:706,1.9693,2.7791,10.6124,56.5448,0.3571,-0.1176,0.2686,155.4531
19:56:12:722,1.8556,3.0065,9.134,56.0512,0.3864,-0.1945,0.1427,154.7656
19:56:12:737,2.3584,2.9419,8.2362,56.9204,0.2397,-0.1096,-0.0664,154.3125
19:56:12:754,1.7251,3.064,8.326,56.9118,-0.0535,-0.1402,-0.1591,154.0469
19:56:12:773,1.1948,3.3273,9.9995,56.3469,-0.3281,-0.0741,-0.1234,153.9531
19:56:12:792,1.0236,3.3932,11.9651,56.3934,-0.3494,-0.0494,-0.0035,154.125
19:56:12:820,1.3121,3.392,12.8318,56.1435,-0.1281,0.0071,0.0987,154.2969
19:56:12:836,1.6605,2.955,12.7397,55.6195,0.1438,0.1525,0.1592,154.3438
19:56:12:852,2.192,2.7958,11.758,56.4581,0.1638,0.2369,0.082,154.2812
19:56:12:871,2.3177,2.5025,11.1068,57.2607,-0.0533,0.2798,-0.0826,154.1094
19:56:12:891,2.678,2.1398,11.3498,55.5107,-0.3609,0.3464,-0.3391,153.9531
19:56:12:922,2.3776,1.4982,12.0669,55.0941,-0.5308,0.4577,-0.5652,153.9219
