Time,Cell_Type,Cell_ID,Cell_RSSI
20:08,"['Lte', 'Lte', 'Lte']","[473, 239, 475]","[-67, -80, -85]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 239, 475]","[-76, -90, -99]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 239, 475]","[-68, -79, -86]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 239, 475]","[-65, -79, -86]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 239, 475]","[-65, -79, -86]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 239, 475]","[-66, -72, -90]"
20:08,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[473, 178, 172, 178, 163]","[-66, -134, -133, -130, -135]"
20:08,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[473, 172, 178, 163, 172]","[-70, -131, -135, -135, -132]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 172, 172]","[-74, -127, -130]"
20:08,"['Lte', 'Lte', 'Lte', 'Lte']","[473, 493, 172, 172]","[-80, -97, -126, -130]"
20:08,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[473, 493, 172, 172, 163]","[-80, -95, -127, -126, -134]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 172, 172]","[-78, -122, -120]"
20:08,"['Lte', 'Lte', 'Lte']","[473, 172, 172]","[-77, -124, -130]"
20:08,"['Lte', 'Lte', 'Lte', 'Lte']","[473, 474, 172, 172]","[-80, -95, -123, -129]"
20:08,"['Lte', 'Lte', 'Lte', 'Lte']","[473, 172, 172, 163]","[-81, -124, -128, -136]"
20:08,['Lte'],[473],[-77]
20:08,['Lte'],[473],[-87]
20:08,['Lte'],[473],[-80]
20:08,['Lte'],[473],[-80]
20:08,['Lte'],[473],[-71]
20:08,['Lte'],[473],[-75]
20:08,['Lte'],[473],[-70]
20:08,['Lte'],[473],[-78]
20:08,['Lte'],[473],[-82]
20:08,['Lte'],[473],[-90]
20:09,['Lte'],[473],[-87]
20:09,['Lte'],[473],[-84]
20:09,['Lte'],[473],[-85]
20:09,['Lte'],[473],[-77]
20:09,['Lte'],[473],[-82]
20:09,['Lte'],[473],[-73]
20:09,['Lte'],[473],[-72]
20:09,['Lte'],[473],[-79]
20:09,['Lte'],[473],[-81]
20:09,['Lte'],[473],[-73]
20:09,['Lte'],[473],[-79]
20:09,['Lte'],[473],[-75]
20:09,['Lte'],[473],[-74]
20:09,"['Lte', 'Lte']","[473, 474]","[-85, -101]"
20:09,"['Lte', 'Lte']","[473, 474]","[-85, -100]"
20:09,"['Lte', 'Lte']","[473, 474]","[-85, -105]"
20:09,"['Lte', 'Lte']","[473, 474]","[-86, -103]"
20:09,"['Lte', 'Lte']","[473, 474]","[-83, -103]"
20:09,"['Lte', 'Lte']","[473, 474]","[-83, -99]"
20:09,"['Lte', 'Lte']","[473, 474]","[-88, -105]"
20:09,['Lte'],[473],[-84]
20:09,['Lte'],[473],[-91]
20:09,['Lte'],[473],[-90]
20:09,['Lte'],[473],[-90]
20:09,['Lte'],[473],[-86]
