Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
21:09:38:076,-1.422,1.0744,5.52,65.4314,0.6306,0.3341,-0.3884,73.5156
21:09:38:089,-2.2528,0.896,5.2566,65.1685,0.5505,0.3094,-0.2935,73.5156
21:09:38:111,-2.2301,1.2504,5.1345,65.6433,0.461,0.1546,-0.0754,73.5156
21:09:38:129,-1.4843,2.0201,5.1345,64.4935,0.3108,0.0889,0.0766,73.5156
21:09:38:148,-0.9528,2.6594,5.4386,64.0732,0.1031,0.05,0.0061,72.1875
21:09:38:166,-0.8139,2.9431,6.3866,63.3673,-0.0985,-0.1719,-0.2326,72.1875
21:09:38:186,-0.966,2.6821,7.5634,63.3792,-0.2136,-0.3386,-0.4869,72.1562
21:09:38:214,-1.5992,2.3613,8.2015,63.165,-0.2562,-0.3325,-0.6323,72.1719
21:09:38:233,-2.0673,1.9387,7.5778,62.5468,-0.3292,-0.3602,-0.607,72.4375
21:09:38:245,-3.2237,1.6682,8.2314,65.1172,-0.5968,-0.3631,-0.4187,72.9688
21:09:38:265,-2.989,1.9734,9.4907,64.9897,-0.7856,0.4327,-0.0949,73.6719
21:09:38:288,-2.6479,2.3409,10.7046,62.1119,-0.8203,0.8862,0.128,74.7344
21:09:38:306,-2.521,2.6283,11.9628,62.6122,-0.7358,0.7797,0.132,74.7344
21:09:38:325,-2.7951,2.481,13.3945,63.7482,-0.4794,0.3048,0.0447,74.6719
21:09:38:345,-2.9112,1.7783,14.0565,63.5703,-0.0887,-0.0736,-0.0262,74.3125
21:09:38:365,-2.843,1.3282,13.9799,64.347,0.2911,-0.0861,-0.0728,73.8281
21:09:38:385,-2.9005,1.1821,13.2963,63.992,0.5758,-0.0028,-0.1207,73.8125
21:09:38:407,-3.4811,1.0313,12.4009,63.4341,0.7332,-0.1953,-0.0794,73.9062
21:09:38:427,-3.7684,0.6889,11.5821,65.0872,0.8392,-0.5463,0.1454,74.0938
21:09:38:445,-3.4727,0.5106,10.8303,62.7301,0.9196,-0.5604,0.4548,74.3594
21:09:38:467,-3.0836,0.7703,9.8654,62.6726,0.9609,-0.1631,0.752,74.5156
21:09:38:489,-2.8897,1.1786,8.4708,62.7202,0.9201,0.2225,1.0026,74.4062
21:09:38:506,-2.8873,1.4503,7.3755,60.1592,0.7603,0.1142,1.1949,74.2188
21:09:38:525,-3.0537,1.716,6.9672,61.5353,0.5089,-0.3591,1.3299,73.5469
21:09:38:545,-2.9448,1.8717,7.3671,60.3981,0.2221,-0.7762,1.4183,72.5312
21:09:38:565,-2.2385,1.6658,8.1141,61.883,-0.0053,-0.9788,1.4463,71.3438
21:09:38:585,-1.6052,1.4635,8.7174,60.4973,-0.0618,-0.9628,1.4402,69.9531
21:09:38:605,-1.1826,1.2851,8.2601,60.4432,0.0176,-0.7881,1.4351,68.4844
21:09:38:625,-0.8427,1.3031,7.5227,58.6963,0.0836,-0.5676,1.4474,66.9844
21:09:38:645,-0.6655,1.5808,6.9254,58.8683,-0.0043,-0.2289,1.4567,64.7969
21:09:38:665,-0.5996,1.8034,6.7482,58.2077,-0.236,0.091,1.3997,63.2656
21:09:38:685,-0.4321,2.0764,7.0846,56.9903,-0.4538,0.2612,1.2737,61.6875
21:09:38:707,-0.1412,2.1817,7.3671,58.488,-0.5462,0.3506,1.0743,60.1094
21:09:38:725,-0.1998,2.3242,7.6795,57.165,-0.5196,0.2825,0.8482,58.5156
21:09:38:745,-0.2956,2.414,7.8363,56.9818,-0.4112,0.1253,0.6407,57.0625
21:09:38:765,-0.3219,2.3397,7.8531,58.3737,-0.3129,-0.0523,0.4247,55.9219
21:09:38:786,-0.5877,2.0979,7.8926,57.7551,-0.2988,-0.1077,0.2103,55
21:09:38:806,-0.954,1.8226,7.913,58.113,-0.3752,-0.0017,0.0692,54.3438
21:09:38:826,-1.3311,1.7173,8.0135,57.697,-0.4786,0.1799,0.0271,54
21:09:38:846,-1.1743,1.9698,7.8112,57.5966,-0.5875,0.3104,0.0732,53.8438
21:09:38:866,-0.6619,2.3816,7.8651,58.6005,-0.7105,0.1882,0.0532,53.75
21:09:38:890,-0.2333,2.481,8.624,58.2755,-0.8136,-0.206,-0.0736,53.625
21:09:38:908,0.0444,2.0752,10.2234,56.7517,-0.8437,-0.6353,-0.1995,53.4375
21:09:38:926,0.2922,1.2133,11.8562,56.3519,-0.7571,-0.8465,-0.2283,53.4219
21:09:38:946,0.4383,0.398,13.1084,58.2824,-0.5798,-0.7631,-0.0858,53.6406
21:09:38:965,1.1182,0.1203,13.2413,57.1794,-0.322,-0.5767,0.2,53.9219
21:09:38:985,2.1932,0.4447,12.6511,56.3202,-0.2261,-0.4968,0.3696,54.0312
21:09:39:006,2.6445,0.9128,12.7061,56.8363,-0.3867,-0.4909,0.2681,54
21:09:39:026,2.2112,0.9164,13.5058,55.5972,-0.6368,-0.3506,0.005,53.6875
21:09:39:046,1.1888,0.4807,14.0625,55.5234,-0.7033,0.0241,-0.1796,53.3125
21:09:39:078,0.5975,0.0341,13.1706,55.0807,-0.4938,0.4478,-0.1657,53.1719
21:09:39:086,0.7471,0.1203,11.3223,55.4271,-0.1649,0.5965,-0.0416,53.2812
21:09:39:109,1.2451,0.6255,9.5961,55.2811,0.0621,0.2894,-0.0155,53.4531
21:09:39:125,1.3876,1.1678,9.2202,55.3352,0.0783,-0.2539,-0.179,53.5312
21:09:39:145,1.2068,1.0864,9.9468,54.2598,-0.024,-0.5666,-0.4555,53.5
21:09:39:165,0.5795,0.4256,10.5346,53.4943,-0.102,-0.4094,-0.6619,53.5781
21:09:39:185,-0.4069,-0.0173,10.1635,54.8706,-0.1049,0.0598,-0.6704,54.2969
21:09:39:208,-1.118,0.0173,9.0358,54.7879,-0.0442,0.5048,-0.497,55.0625
21:09:39:227,-1.3179,0.3202,7.5275,55.1805,0.0091,0.7126,-0.2701,55.7969
21:09:39:250,-1.3885,0.647,6.5159,55.7941,0.0085,0.6673,-0.0656,56.3281
21:09:39:264,-1.2928,0.902,6.0778,56.5312,-0.0077,0.4931,0.1086,56.5
21:09:39:284,-1.0366,1.1797,6.0838,54.5899,-0.0418,0.2774,0.2375,56.6406
21:09:39:306,-0.7241,1.4467,6.4896,54.8992,-0.0977,0.1115,0.3073,56.5
21:09:39:325,-0.4979,1.4946,7.397,53.8279,-0.168,0.0478,0.3272,56.2031
21:09:39:351,-0.3913,1.552,8.4062,54.4531,-0.2155,0.1445,0.3427,55.8438
21:09:39:366,-0.1591,1.8537,8.9137,53.7207,-0.2368,0.2705,0.3579,55.4688
21:09:39:386,-0.0562,2.2404,9.5757,53.4452,-0.2645,0.2718,0.3046,55.0469
21:09:39:417,-0.2178,2.5049,10.5035,55.3625,-0.2703,0.2601,0.2037,54.8281
21:09:39:429,-0.6044,2.3948,11.2517,53.515,-0.2242,0.3131,0.1275,54.4062
21:09:39:444,-1.4556,2.0704,11.6383,55.4944,-0.1254,0.3725,0.18,54.0938
21:09:39:466,-2.1642,1.801,11.8418,54.4931,0.0911,0.3006,0.4431,53.8906
21:09:39:485,-1.7991,1.5341,11.5162,56.7681,0.4352,0.0572,0.8077,53.5781
21:09:39:507,-1.0701,1.6526,10.9177,53.6299,0.7697,-0.2638,1.1275,53.0781
21:09:39:527,1.2595,2.1398,10.027,52.1769,0.9638,-0.8166,1.2945,52.1875
21:09:39:554,2.0352,2.2236,10.4951,54.4074,0.7691,-0.9122,1.1051,49.6562
21:09:39:565,2.4602,2.1602,11.4097,53.5189,0.4373,-0.7389,0.8277,49.6562
21:09:39:592,2.271,1.8501,12.5541,54.1352,0.086,-0.4012,0.5331,47.1719
21:09:39:626,1.36,1.2216,13.5812,53.5602,-0.1409,-0.1498,0.3089,47.1719
21:09:39:627,-0.0861,0.6051,14.4551,53.1636,-0.0645,-0.0092,0.2979,46.3594
21:09:39:649,-0.547,-0.003,13.8769,53.1378,0.4128,0.1136,0.487,45.7969
21:09:39:666,-0.3195,-0.4459,11.017,55.0547,0.894,0.2702,0.6767,45.4531
21:09:39:685,-0.1711,-0.1969,7.9572,53.6425,0.942,0.303,0.8436,45.1094
21:09:39:711,-0.0035,0.6375,6.5878,53.9237,0.5859,0.0308,0.9685,44.5781
21:09:39:726,0.6741,1.2516,7.4233,53.7114,0.1324,-0.4214,0.9957,42.8594
21:09:39:745,1.3576,1.163,8.9556,54.7145,-0.1001,-0.7253,0.8727,42.375
21:09:39:764,1.3109,0.9619,9.863,52.776,-0.0916,-0.6776,0.6902,41.2656
21:09:39:787,1.0188,0.7464,9.5219,53.7635,0.0123,-0.3269,0.5717,40.2656
21:09:39:807,0.7866,0.762,8.3487,53.5335,0.0551,0.0755,0.524,39.4688
21:09:39:825,0.8141,0.9691,7.2629,54.0259,0.0146,0.3421,0.486,39.1719
21:09:39:846,0.8596,1.2013,6.5722,51.8459,-0.0525,0.4963,0.4069,38.5625
21:09:39:864,0.941,1.3557,6.316,53.9022,-0.0943,0.5791,0.2915,37.9531
21:09:39:884,0.309,1.4467,5.8815,54.5086,-0.0911,0.6012,0.1861,37.3438
21:09:39:906,0.0217,1.5101,5.3871,54.6036,-0.0983,0.507,0.1898,36.8438
21:09:39:925,-0.1435,1.6275,5.1919,54.6036,-0.1523,0.2497,0.2183,36.4375
21:09:39:945,-0.1759,1.9507,5.3799,53.4826,-0.2445,-0.1143,0.283,36.1406
21:09:39:965,0.0193,2.493,6.5052,53.1034,-0.3334,-0.5138,0.3467,35.8594
21:09:40:066,0.2503,2.8832,7.9752,51.9299,-0.3427,-0.7927,0.3496,35.5781
