Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:37:49:491,-1.5621,1.5616,8.3894,55.3864,0.1454,-0.1556,0.021,69.0781
19:37:49:517,-1.5418,1.5281,8.636,58.0441,0.0735,-0.0174,0.0023,69.0781
19:37:49:535,-1.7249,1.4982,8.6444,55.9007,0.037,-0.0038,0.0292,155.2188
19:37:49:551,-1.9033,1.4862,8.5929,56.9206,0.0304,-0.17,0.0926,155.2344
19:37:49:571,-1.8889,1.6179,8.7485,58.3575,0.0234,-0.399,0.1568,155.2031
19:37:49:600,-1.5298,1.7855,9.3004,56.9886,0.0583,-0.4699,0.1491,155.1094
19:37:49:618,-1.1563,1.9914,9.5877,55.5944,0.078,-0.3623,0.1118,154.9844
19:37:49:629,-0.9612,2.1314,9.723,56.4842,0.0256,-0.149,0.0916,154.9219
19:37:49:650,-1.0055,2.232,9.5901,55.7401,-0.0597,0.0119,0.0963,154.8281
19:37:49:672,-1.0857,2.2284,9.3818,56.3704,-0.0927,0.0524,0.1086,154.75
19:37:49:702,-1.4699,2.4762,9.134,56.0788,-0.0514,-0.0108,0.164,154.6562
19:37:49:708,-1.4065,2.4858,8.9077,56.7341,0.0104,-0.2009,0.2308,154.5312
19:37:49:739,-1.0138,2.6414,8.9927,55.9916,0.0682,-0.2662,0.2457,154.2812
19:37:49:750,-0.5182,2.8102,8.9796,56.1454,0.0783,-0.2044,0.1898,154.0312
19:37:49:775,-0.5134,2.7372,8.8072,56.473,0.0378,-0.1407,0.1288,153.7812
19:37:49:797,-0.7122,2.5792,8.8682,55.9453,-0.0021,-0.158,0.1073,153.6094
19:37:49:815,-0.7206,2.4726,9.1544,56.6256,0.036,-0.2217,0.1368,153.6094
19:37:49:828,-0.6296,2.5205,9.0466,57.3201,0.1073,-0.247,0.176,153.4844
19:37:49:849,-0.5793,2.791,8.6923,57.2798,0.1241,-0.3064,0.2082,153.375
19:37:49:867,-0.3411,3.0652,8.6731,56.8752,0.0535,-0.3708,0.2199,153.25
19:37:49:887,-0.1232,3.0676,8.8467,58.4941,-0.0519,-0.2707,0.1896,152.8906
19:37:49:911,-0.3387,2.9898,9.0155,56.6572,-0.1782,-0.1423,0.1754,152.8906
19:37:49:928,-0.5506,2.9934,9.3782,55.6359,-0.2565,-0.0776,0.2103,152.6875
19:37:49:946,-0.6164,2.9479,9.7972,56.2908,-0.2296,-0.1309,0.2646,152.5156
19:37:49:966,-0.5266,2.8509,10.2928,58.7705,-0.0874,-0.2656,0.324,152.3281
19:37:49:987,-0.6008,2.5792,10.8842,56.5919,0.1779,-0.4622,0.4482,152.0781
19:37:50:011,-0.9133,2.0848,11.1751,57.2942,0.5364,-0.6446,0.6809,151.625
19:37:50:028,-0.6607,1.661,10.4915,56.082,0.8027,-0.7477,0.9704,151.25
19:37:50:047,0.4837,1.6765,9.5733,58.3181,0.7867,-0.7916,1.1366,150.6875
19:37:50:066,1.5444,1.5568,9.0873,55.4609,0.5286,-0.6728,1.1097,149.875
19:37:50:087,2.0495,1.4898,8.7401,58.347,0.1249,-0.304,0.9941,148.7656
19:37:50:111,2.4518,1.5868,8.4062,58.1335,-0.3531,0.1363,0.833,148.1562
19:37:50:132,2.52,1.9483,8.2302,58.2592,-0.7859,0.458,0.5786,146.9844
19:37:50:148,1.9741,2.0069,8.63,57.3945,-1.0181,0.3158,0.3211,145.9375
19:37:50:167,1.5336,1.4802,9.5578,57.5723,-0.9926,-0.235,0.1589,144.9688
19:37:50:186,1.4295,0.9631,10.6316,57.4002,-0.8751,-0.5943,0.0724,144.25
19:37:50:212,1.4522,0.762,11.3295,58.9417,-0.8024,-0.5943,0.0215,143.875
19:37:50:228,1.6797,0.7799,11.7832,57.8013,-0.738,-0.2318,-0.0406,143.7188
19:37:50:246,2.0627,0.8182,11.6036,56.4069,-0.6338,0.1381,-0.1687,143.7188
19:37:50:266,2.344,0.987,10.8195,56.1093,-0.5047,0.2769,-0.3777,143.7656
