Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
14:43:09:705,-2.2552,2.2583,8.885,57.2826,-0.5337,0.0643,-0.0802,52.5156
14:43:09:739,-1.2616,2.5397,8.709,58.4762,0.135,-0.3176,0.1099,52.7344
14:43:09:767,-1.3227,2.6606,8.5103,57.4119,0.0008,-0.0574,0.0612,52.7344
14:43:09:786,-1.4927,2.809,8.3511,58.1405,-0.1569,0.1349,0.0013,52.7344
14:43:09:803,-1.7896,2.7791,8.6001,56.2899,-0.2213,0.1168,-0.0339,197.4219
14:43:09:818,-1.9955,2.6821,8.8192,57.6132,-0.1875,0.0034,-0.0147,197.375
14:43:09:838,-2.029,2.6869,9.0478,57.1944,-0.1012,-0.1354,0.0543,197.3594
14:43:09:868,-1.7106,2.8365,8.9485,57.8048,-0.012,-0.2116,0.1169,197.375
14:43:09:886,-1.3131,3.0724,8.5738,58.1918,0.0202,-0.2265,0.1304,197.3594
14:43:09:903,-1.179,3.2244,8.2613,57.8621,-0.0405,-0.2238,0.0902,197.2656
14:43:09:915,-1.2545,3.21,8.0734,59.8316,-0.1486,-0.2129,0.0428,197.1562
14:43:09:938,-1.2173,3.149,8.1608,56.3541,-0.2527,-0.1948,0.0135,197.0625
14:43:09:955,-0.9983,3.0101,8.4038,58.0051,-0.306,-0.174,-0.0067,197.0156
14:43:09:986,-1.1479,3.1286,8.4385,58.1723,-0.3023,-0.1218,-0.0541,197.0156
14:43:10:002,-1.4209,3.076,8.3679,60.7364,-0.3001,-0.0941,-0.047,197.0156
14:43:10:019,-1.9763,2.6821,8.7402,59.2639,-0.2836,0.0249,0.0394,197.0469
14:43:10:034,-2.3223,2.7515,8.5833,59.0684,-0.245,0.2324,0.2516,197.1094
14:43:10:054,-1.6686,3.2926,8.2565,58.908,-0.2211,0.3016,0.4149,197.125
14:43:10:077,-1.1443,4.2599,8.1225,60.1376,-0.2051,0.1789,0.3683,196.9375
14:43:10:104,-0.4273,4.7926,8.5773,60.4882,-0.1995,-0.0784,0.1576,196.4688
14:43:10:120,-0.7098,4.4897,9.5291,60.363,-0.1811,-0.247,-0.211,195.9844
14:43:10:133,-2.1894,3.6709,10.4424,60.6548,-0.126,-0.2417,-0.4523,195.5938
14:43:10:154,-3.2273,3.1059,10.8447,58.0595,-0.0493,-0.1309,-0.3652,195.8438
14:43:10:173,-3.323,3.1203,11.0506,57.7154,0.0399,-0.0805,-0.1114,196.3594
14:43:10:205,-2.6491,3.2112,11.108,58.2264,0.1308,-0.2017,0.0854,196.7969
14:43:10:212,-1.5154,3.1777,11.6395,58.8227,0.1646,-0.4172,0.1454,196.9375
14:43:10:236,-0.304,2.9874,12.3925,58.4901,0.1664,-0.4177,0.0926,196.8594
14:43:10:253,0.1713,2.736,12.2225,57.6581,0.1726,-0.2486,-0.0291,196.7656
14:43:10:270,-0.0442,2.3649,11.946,59.5136,0.1579,-0.1647,-0.2174,196.7188
14:43:10:291,-1.3526,1.5952,11.8191,57.5006,0.126,-0.2102,-0.2986,196.7969
14:43:10:318,-1.7872,0.2412,12.3961,60.5896,0.061,-0.2172,-0.1681,196.8906
14:43:10:329,-2.515,-0.4675,12.5637,59.7618,0.0983,0.0723,0.1272,197.2656
14:43:10:354,-2.0278,-0.1299,10.6459,59.4571,0.2591,0.5192,0.5653,197.5781
14:43:10:375,-0.4165,1.017,8.2446,58.8219,0.4093,0.6199,0.8146,197.6562
14:43:10:390,0.7782,1.9064,6.5279,58.5286,0.477,0.2638,0.6828,197.2344
14:43:10:413,0.8872,1.898,6.067,59.2786,0.3872,-0.3591,0.3491,196.3125
14:43:10:428,0.5197,1.5449,6.8547,60.2309,0.1491,-0.8254,0.058,195.0156
14:43:10:449,0.1665,1.1414,8.4983,60.415,-0.1268,-0.9213,-0.1316,194.7188
14:43:10:470,0.0193,0.8074,9.8319,59.3067,-0.285,-0.6829,-0.24,194.7812
14:43:10:488,0.0923,0.8601,10.0653,58.7996,-0.2711,-0.3,-0.2635,195.0781
14:43:10:514,0.3114,1.2983,8.8383,60.6604,-0.1609,0.022,-0.277,195.4219
14:43:10:528,0.4502,1.995,7.4078,59.3067,-0.1198,0.0835,-0.3354,195.4219
14:43:10:550,0.5975,2.6235,7.2869,58.6963,-0.1702,0.0052,-0.4307,195.7656
14:43:10:568,0.7184,3.0173,8.2565,56.8827,-0.1342,-0.067,-0.4909,196.0781
14:43:10:587,0.7734,3.5081,8.7809,58.7153,0.1193,-0.0963,-0.4086,196.9219
14:43:10:618,1.5384,4.2359,8.5917,58.0125,0.4549,-0.1458,-0.2472,197.4844
14:43:10:629,2.9486,4.6178,8.0267,59.0293,0.7241,-0.2049,-0.2821,197.4844
14:43:10:654,3.2538,4.4227,7.2031,58.1323,0.7585,-0.2374,-0.5897,197.9688
14:43:10:667,2.2698,3.8625,7.2198,58.1939,0.5939,-0.3037,-0.9226,198.2656
14:43:10:686,0.8932,3.1873,8.2505,58.9744,0.4075,-0.3634,-1.0749,198.6406
14:43:10:712,0.0049,2.5229,9.3219,57.6731,0.2927,-0.3602,-1.0573,200.4219
14:43:10:727,-0.7984,2.3613,10.6268,56.8812,0.2195,-0.3224,-0.9375,200.4219
14:43:10:750,-1.5765,2.7671,11.5881,56.6536,0.1587,-0.0595,-0.742,202.375
14:43:10:769,-2.1343,3.2232,11.3738,57.1258,0.0812,0.3898,-0.5988,203.5938
14:43:10:786,-2.6395,3.6099,10.1096,55.4743,-0.0583,0.7584,-0.5181,204.5625
14:43:10:806,-2.9591,3.8301,9.5207,54.6472,-0.2565,0.7821,-0.4701,204.9531
14:43:10:827,-3.2955,3.5428,10.3826,54.4843,-0.3894,0.5629,-0.5079,205.5625
14:43:10:851,-3.8893,3.0317,11.6216,54.3572,-0.3111,0.3666,-0.5077,206.0156
14:43:10:871,-4.4699,2.4989,11.4983,55.184,-0.0895,0.3394,-0.4075,206.3906
14:43:10:886,-4.8087,2.1207,10.4388,53.8886,0.0077,0.3759,-0.2192,206.8438
14:43:10:905,-4.7895,1.8872,10.7357,54.8147,-0.0277,0.4159,0.0348,207.3438
14:43:10:926,-4.8996,1.7125,11.0529,55.244,0.0754,0.5549,0.3315,207.7344
14:43:10:948,-4.4567,1.4527,11.0027,55.244,0.2663,0.7557,0.724,207.9219
14:43:10:967,-3.1949,1.6622,9.6583,56.4302,0.5388,1.1349,1.0276,207.8125
14:43:10:992,-1.7381,2.3362,7.4221,55.2304,0.7649,1.3387,1.1233,207.3594
14:43:11:006,-0.881,2.3781,5.4948,56.4989,0.7542,1.0708,0.9603,205.8281
14:43:11:027,-0.7158,2.8365,5.7402,56.1786,0.4072,0.1576,0.593,204.3906
14:43:11:053,-0.9468,1.7639,8.8611,57.0014,0.1244,-0.8848,0.0724,203.0781
14:43:11:067,-2.1367,0.0102,11.0529,55.9735,0.0618,-1.206,-0.1761,202.0781
14:43:11:086,-2.5234,-0.641,11.5102,54.9685,0.1531,-0.9184,0.0287,201.9688
14:43:11:110,-1.6722,-0.0569,9.7888,54.9006,0.2786,-0.3325,0.335,202.1875
14:43:11:133,-0.7062,0.8087,7.5131,55.1686,0.2602,-0.1511,0.4561,202.5469
14:43:11:151,-0.4368,1.5784,6.3831,54.065,0.0197,-0.5623,0.3621,202.4688
14:43:11:166,-0.0921,1.9579,7.6292,54.368,-0.22,-1.1735,0.1805,202.0469
14:43:11:194,0.4347,2.0776,9.9397,54.6324,-0.1276,-1.471,-0.0086,201.6562
14:43:11:205,0.7974,1.9459,10.4712,55.2108,0.3116,-1.1975,-0.1902,201.5156
14:43:11:227,0.3209,1.8022,8.9389,54.4892,0.8357,-0.6736,-0.2861,201.7188
14:43:11:250,-0.4177,2.3385,6.4669,55.4894,1.1175,-0.2358,-0.1732,202.125
