Time,Cell_Type,Cell_ID,Cell_RSSI
18:52,['Lte'],[297],[-83]
18:52,['Lte'],[297],[-82]
18:52,['Lte'],[297],[-71]
18:52,['Lte'],[297],[-78]
18:52,['Lte'],[297],[-78]
18:52,['Lte'],[297],[-81]
18:52,['Lte'],[297],[-81]
18:52,['Lte'],[297],[-81]
18:52,['Lte'],[297],[-85]
18:52,['Lte'],[297],[-86]
18:52,['Lte'],[297],[-87]
18:52,"['Lte', 'Lte']","[297, 295]","[-81, -97]"
18:52,"['Lte', 'Lte']","[297, 295]","[-87, -108]"
18:52,"['Lte', 'Lte']","[297, 295]","[-89, -109]"
18:52,"['Lte', 'Lte']","[297, 295]","[-86, -116]"
18:52,"['Lte', 'Lte']","[297, 295]","[-84, -101]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-82, -93, -96, -104]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-89, -99, -106, -108]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-82, -93, -95, -101]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-82, -94, -97, -101]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-82, -93, -96, -101]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-81, -92, -97, -104]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 295, 300, 119]","[-94, -87, -104, -106]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 295, 300, 119]","[-82, -87, -93, -99]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 295, 300, 119]","[-81, -89, -92, -99]"
18:52,"['Lte', 'Lte', 'Lte', 'Lte']","[297, 300, 295, 119]","[-74, -86, -92, -94]"
18:52,"['Lte', 'Lte']","[297, 295]","[-79, -91]"
18:52,"['Lte', 'Lte']","[297, 295]","[-76, -103]"
18:52,"['Lte', 'Lte']","[297, 295]","[-91, -87]"
18:53,"['Lte', 'Lte']","[297, 295]","[-73, -91]"
18:53,"['Lte', 'Lte']","[297, 295]","[-84, -95]"
18:53,"['Lte', 'Lte']","[297, 295]","[-80, -94]"
18:53,"['Lte', 'Lte']","[297, 295]","[-89, -100]"
18:53,"['Lte', 'Lte']","[297, 295]","[-91, -104]"
18:53,"['Lte', 'Lte']","[297, 295]","[-85, -101]"
18:53,"['Lte', 'Lte']","[297, 295]","[-80, -102]"
18:53,"['Lte', 'Lte']","[297, 295]","[-81, -97]"
18:53,"['Lte', 'Lte']","[297, 295]","[-80, -91]"
18:53,"['Lte', 'Lte']","[297, 295]","[-76, -140]"
18:53,"['Lte', 'Lte']","[297, 295]","[-78, -98]"
18:53,"['Lte', 'Lte']","[297, 295]","[-81, -106]"
18:53,"['Lte', 'Lte', 'Lte']","[297, 296, 295]","[-82, -109, -140]"
18:53,"['Lte', 'Lte', 'Lte']","[297, 296, 295]","[-83, -107, -118]"
18:53,"['Lte', 'Lte', 'Lte']","[297, 296, 295]","[-85, -103, -109]"
