Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:01:20:049,-0.6607,0.7421,9.7965,42.3313,-0.3091,0.1381,0.0171,135.0781
19:01:20:071,-0.4932,0.62,10.0983,42.2658,-0.3512,0.1735,0.0226,135.0781
19:01:20:093,-0.6894,0.5626,10.9555,42.1935,-0.3512,0.1509,0.0183,135.0781
19:01:20:111,-0.6511,0.5961,11.0871,42.3409,-0.2682,0.0574,0.0189,135.0781
19:01:20:128,-0.5363,0.7253,10.5724,42.5241,-0.1271,-0.0257,0.0159,135.0781
19:01:20:149,-0.5483,0.8524,9.9954,42.4171,-0.0055,-0.08,-0.014,135.0781
19:01:20:173,-0.7038,0.9027,9.4974,42.3987,0.0495,-0.0428,-0.0367,135.0781
19:01:20:188,-0.7947,0.9147,9.2554,42.3257,0.0336,0.044,-0.025,135.0781
19:01:20:209,-0.8258,0.8548,9.4926,41.8955,-0.0586,0.1399,0.0061,135.0781
19:01:20:227,-0.7158,0.7134,10.0576,41.818,-0.1564,0.1936,0.0318,135.0781
19:01:20:248,-0.5913,0.5578,10.4599,41.6885,-0.1515,0.1668,0.0159,135.0781
19:01:20:273,-0.6846,0.443,10.4288,41.5739,-0.0434,0.1191,-0.0397,135.0781
19:01:20:288,-0.9482,0.4047,10.0696,41.4105,0.069,0.1075,-0.0947,135.0781
19:01:20:308,-1.1587,0.4047,9.8327,41.4269,0.1069,0.1374,-0.1191,135.0781
19:01:20:328,-1.2497,0.3855,9.7008,41.6068,0.0825,0.168,-0.1124,135.0781
19:01:20:348,-1.2879,0.4501,9.6601,41.5523,0.0318,0.1558,-0.1032,135.0781
19:01:20:367,-1.4868,0.4884,9.6218,41.8084,0.0037,0.1167,-0.1161,135.0781
19:01:20:391,-1.7644,0.5315,9.5405,41.8987,0.0092,0.1051,-0.1112,135.0469
19:01:20:409,-2.0231,0.577,9.4687,41.9813,0.0153,0.1301,-0.0605,135.0469
19:01:20:428,-2.0949,0.5602,9.4472,42.0616,-0.0031,0.1515,0.0293,135.0469
19:01:20:449,-1.9223,0.5315,9.5118,42.1886,-0.0562,0.1484,0.1332,135.0469
19:01:20:468,-1.6854,0.4573,9.5668,42.1888,-0.1161,0.0849,0.2004,135.1094
19:01:20:490,-1.5203,0.4262,9.5166,41.9657,-0.146,-0.022,0.2132,135.1094
19:01:20:509,-1.427,0.3903,9.4711,42.2151,-0.1558,-0.0947,0.2028,135.0625
19:01:20:528,-1.2042,0.4047,9.5453,42.0987,-0.1808,-0.0727,0.2205,135.0625
19:01:20:548,-0.9218,0.4908,9.7176,42.0193,-0.2364,0.0171,0.2529,135.0938
19:01:20:569,-0.7229,0.5698,10.0361,42.0027,-0.2932,0.1063,0.2523,135.0938
19:01:20:589,-0.7493,0.9003,10.2921,41.9464,-0.284,0.1466,0.149,135.2969
19:01:20:610,-0.9649,1.1013,10.1127,41.8547,-0.2401,0.069,0.0904,135.3281
19:01:20:628,-1.0534,1.2353,9.8542,41.7268,-0.1967,-0.0305,0.08,135.5312
19:01:20:648,-0.9553,1.264,9.5477,41.6498,-0.1607,-0.0861,0.1124,135.5625
19:01:20:668,-0.7086,1.2712,9.2988,41.3174,-0.1368,-0.0751,0.1515,135.7812
19:01:20:689,-0.5698,1.2353,9.2148,41.341,-0.1277,-0.0336,0.1497,135.7969
19:01:20:708,-0.5028,1.1946,9.3395,41.4749,-0.1148,-0.0128,0.1075,135.8281
19:01:20:728,-0.7804,1.1683,9.5668,41.4049,-0.091,-0.0159,0.0556,135.8281
19:01:20:749,-0.8139,1.1444,9.5453,41.638,-0.0684,0.0189,0.0825,135.5
19:01:20:768,-0.5387,1.1348,9.5812,41.5712,-0.0715,0.0611,0.1283,135.4688
19:01:20:790,-0.3975,1.185,9.8782,41.6846,-0.0733,0.0922,0.1124,135
19:01:20:808,-0.644,1.319,10.1605,41.8429,-0.0299,0.1222,0.0617,134.4844
19:01:20:828,-0.8429,1.4653,10.1821,41.9543,0.0678,0.0764,0.0293,134.4844
19:01:20:850,-0.8788,1.5873,9.9763,42.0065,0.1704,0.0434,0.0324,133.9688
19:01:20:868,-0.8043,1.6878,9.8133,41.9136,0.2144,0.0812,0.0562,133.9688
19:01:20:890,-0.8644,1.8266,9.5524,41.8344,0.2065,0.1417,0.0641,133.7031
19:01:20:909,-0.9673,1.9439,9.294,41.6329,0.1716,0.0947,0.058,133.7031
19:01:20:929,-1.0104,2.0614,9.3778,41.732,0.1148,-0.044,0.047,133.4844
19:01:20:950,-1.0175,2.0447,9.5261,41.7594,0.1002,-0.1662,0.0397,133.4844
19:01:20:972,-0.9075,2.0471,9.4591,41.639,0.1381,-0.1955,0.0397,133.1562
19:01:20:989,-0.7732,1.9944,9.2076,41.8852,0.168,-0.1374,0.036,133.1562
19:01:21:008,-0.7014,1.9439,9.0233,41.7863,0.1362,-0.0776,0.0214,132.9688
19:01:21:028,-0.778,1.9175,9.1645,41.8413,0.0593,-0.077,-0.0104,132.9688
19:01:21:049,-0.941,1.8936,9.4137,41.9598,-0.0134,-0.1026,-0.0446,132.7656
19:01:21:073,-1.1157,1.7046,9.7511,42.0657,-0.0702,-0.1167,-0.0531,132.7344
19:01:21:091,-1.331,1.398,10.3424,42.037,-0.1594,-0.0379,-0.0293,132.5625
19:01:21:109,-1.4988,0.6224,12.2818,42.1163,-0.325,0.1869,0.0983,132.5469
19:01:21:129,-1.0319,0.3353,12.7128,42.4899,-0.2388,0.0959,0.1509,132.5
19:01:21:148,-0.7397,0.2321,11.9201,42.3365,-0.0043,-0.1405,0.0953,132.4844
19:01:21:173,-0.7421,0.3018,10.6657,42.6631,0.1716,-0.3152,-0.0354,132.375
19:01:21:190,-0.7804,0.5459,10.3424,42.8433,0.1191,-0.2364,-0.1124,132.3594
19:01:21:209,-0.7923,0.5698,11.1661,43.034,-0.0415,0.0354,-0.1167,132.2656
19:01:21:228,-0.7349,0.3233,11.8196,43.0304,-0.1026,0.284,-0.0904,132.25
19:01:21:248,-0.6033,0.1364,11.9536,43.1797,-0.0281,0.3115,-0.0782,132.1719
19:01:21:274,-0.4525,0.0431,11.633,43.2465,0.1161,0.1692,-0.1216,132.1719
19:01:21:289,-0.498,-0.0072,10.7662,43.2359,0.2718,-0.0104,-0.2138,132.1094
19:01:21:310,-0.4932,-0.0167,9.9882,43.4375,0.3586,-0.1332,-0.2724,132.1562
19:01:21:328,-0.256,0.0048,9.5572,43.3556,0.3409,-0.1106,-0.2694,132.1562
19:01:21:349,-0.1316,-0.0622,9.6147,43.4443,0.2743,0.0214,-0.2486,132.25
19:01:21:368,0.0048,-0.2465,9.8686,43.5375,0.2169,0.1973,-0.2211,132.25
19:01:21:389,0.0287,-0.2752,10.3232,43.6106,0.1833,0.2761,-0.2126,132.125
19:01:21:408,-0.2154,-0.2776,10.5844,43.8157,0.1942,0.2321,-0.2352,132.125
19:01:21:428,-0.2321,-0.1819,10.5174,43.838,0.2144,0.1784,-0.2046,131.8438
19:01:21:448,-0.1172,-0.0526,10.2036,43.7394,0.2162,0.0654,-0.1839,131.8438
19:01:21:468,-0.1268,0.0144,9.8566,43.9271,0.2346,-0.1045,-0.2126,131.9844
19:01:21:490,-0.189,0.1938,9.5668,44.1298,0.2529,-0.1466,-0.2449,132
19:01:21:509,-0.2536,0.3066,9.3634,44.3224,0.2645,-0.0128,-0.2608,132.2344
19:01:21:527,-0.268,0.3616,9.1884,44.6094,0.2694,0.1796,-0.273,132.2344
19:01:21:549,-0.5195,0.3544,9.1549,44.8148,0.273,0.3079,-0.2871,132.4375
19:01:21:575,-0.8067,0.4095,9.2291,44.9038,0.2883,0.3555,-0.2773,132.4531
19:01:21:590,-0.7732,0.7445,8.942,45.2732,0.3268,0.3781,-0.2492,132.9375
19:01:21:611,-0.7158,1.1444,8.0297,45.7187,0.3305,0.3677,-0.2456,133
19:01:21:629,-1.1396,1.2544,8.2478,45.8255,0.2169,0.3274,-0.2969,133.5156
19:01:21:652,-1.5945,1.0869,9.2845,46.1228,-0.1545,-0.179,-0.4276,133.5625
19:01:21:668,-1.4581,1.0223,9.6577,46.1853,-0.1619,-0.1802,-0.3274,134
19:01:21:691,-1.0463,1.0319,9.4807,46.2996,-0.0709,-0.1289,-0.2541,134.0469
19:01:21:709,-0.778,1.0199,9.1478,46.5313,-0.0281,-0.1155,-0.2443,134.4844
19:01:21:727,-0.7301,1.0415,9.119,46.7097,-0.066,-0.1918,-0.2792,134.5312
19:01:21:750,-0.711,1.118,9.2964,46.9747,-0.1228,-0.336,-0.325,134.9375
19:01:21:773,-0.7205,1.1515,9.4017,46.9443,-0.1521,-0.4636,-0.3714,134.9688
19:01:21:789,-0.7421,1.2903,9.4184,47.0583,-0.1637,-0.5039,-0.3989,135.4844
19:01:21:856,-0.8548,1.439,9.2554,47.2575,-0.179,-0.4111,-0.3861,136.1562
19:01:21:857,-1.1204,1.5299,9.2964,47.3832,-0.2199,-0.2321,-0.3347,136.1562
19:01:21:857,-1.4294,1.5586,9.3778,47.406,-0.2663,-0.066,-0.2358,136.7188
19:01:21:875,-1.3789,1.5132,9.4807,47.6127,-0.3036,-0.0104,-0.0971,136.7188
19:01:21:890,-0.9912,1.4773,9.7534,47.7799,-0.3409,-0.0489,0.025,137.3125
19:01:21:909,-0.62,1.4438,10.1725,48.0514,-0.3702,-0.0501,0.091,137.3125
19:01:21:930,-0.6153,1.3813,10.5509,48.3421,-0.3555,-0.0067,0.0892,138.2344
19:01:21:950,-0.8091,1.3884,10.7279,48.6086,-0.2871,0.0464,0.0678,138.2344
19:01:21:969,-1.0893,1.3119,10.7614,48.6139,-0.2101,0.1387,0.0849,138.8281
19:01:21:990,-1.3549,1.1372,10.7303,48.6539,-0.1778,0.273,0.1558,138.875
19:01:22:009,-1.4916,0.8139,10.8045,48.6933,-0.2199,0.3952,0.2492,139.4688
19:01:22:028,-1.3334,0.4023,11.0656,48.8415,-0.292,0.3848,0.3433,139.4688
19:01:22:049,-0.9936,0.0861,11.4461,48.9773,-0.336,0.3164,0.4093,140.1719
19:01:22:068,-0.699,-0.0766,11.5035,48.8757,-0.3073,0.2767,0.4111,140.25
19:01:22:089,-0.7588,-0.1005,11.2714,49.1612,-0.2236,0.2431,0.35,141.0469
19:01:22:110,-1.13,-0.0622,10.8787,49.2962,-0.1264,0.1936,0.2822,141.1406
19:01:22:128,-1.4366,-0.0598,10.2203,49.4221,-0.0507,0.1613,0.273,141.7188
