Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
10:22:38:049,-0.6918,2.6647,9.2821,31.71,0.0165,-0.0116,-0.0153,134.0625
10:22:38:070,-0.711,2.6073,9.428,31.6331,-0.0195,-0.0147,-0.0153,134.0625
10:22:38:088,-0.7062,2.6384,9.6697,31.4622,-0.0605,0.0024,0.0012,134.0625
10:22:38:106,-0.5937,2.6719,9.7774,31.3319,-0.0629,0.0177,0.0153,134.0625
10:22:38:126,-0.4549,2.758,9.8157,31.2865,-0.0257,0.0128,0.0165,134.0625
10:22:38:147,-0.4454,2.7939,9.6601,31.2877,0.0153,0.0147,-0.0006,134.0625
10:22:38:165,-0.5124,2.8035,9.4137,31.1116,0.0275,0.022,-0.0232,134.0625
10:22:38:185,-0.4454,2.8442,9.306,30.8928,0.0128,0.0098,-0.0281,134.0625
10:22:38:204,-0.285,2.9327,9.3826,30.9534,-0.0049,-0.011,-0.0324,134.0625
10:22:38:222,-0.2345,3.0595,9.5118,30.975,-0.011,-0.0153,-0.0495,134.0625
10:22:38:241,-0.2369,3.0811,9.6194,31.1646,0.0086,-0.0189,-0.0776,134.0625
10:22:38:260,-0.2704,3.0332,9.5764,31.4508,0.0605,-0.025,-0.1093,134.0625
10:22:38:283,-0.3664,3.0236,9.3826,31.4062,0.1161,-0.0324,-0.1393,134.0625
10:22:38:301,-0.5171,3.0093,9.1813,31.4659,0.1442,-0.0476,-0.1515,134.0625
10:22:38:319,-0.5698,3.0811,9.0162,31.4968,0.1264,-0.055,-0.1368,134.0625
10:22:38:339,-0.5698,3.28,9.0951,31.9107,0.0562,-0.0599,-0.1191,134.0625
10:22:38:358,-0.6009,3.4379,9.2291,31.7632,-0.0183,-0.0544,-0.1228,135.5
10:22:38:379,-0.6703,3.4594,9.2387,31.7959,-0.0709,-0.033,-0.1478,135.6562
10:22:38:399,-0.7038,3.3876,9.3778,31.7619,-0.1075,-0.0464,-0.1716,135.6562
10:22:38:419,-0.754,3.2752,9.6147,31.474,-0.124,-0.0721,-0.1765,135.6406
10:22:38:439,-0.9051,3.1651,9.6697,31.5393,-0.1075,-0.0647,-0.1637,135.625
10:22:38:458,-1.0295,3.146,9.5501,31.4625,-0.0702,-0.0495,-0.1277,135.6719
10:22:38:480,-1.0343,3.1699,9.2749,31.6639,-0.0238,-0.033,-0.0825,135.6719
10:22:38:499,-0.9817,3.2632,8.9587,31.5736,0.0049,-0.0073,-0.0428,135.7812
10:22:38:519,-0.917,3.3876,8.8199,31.669,0.0018,-0.0031,0.0012,135.7812
10:22:38:540,-0.7708,3.5695,8.729,31.5286,-0.0153,-0.0061,0.0324,135.9844
10:22:38:558,-0.62,3.7205,8.7314,31.4501,-0.022,-0.0232,0.0293,135.9844
10:22:38:580,-0.6775,3.8186,8.7864,31.6723,-0.014,-0.0428,-0.0104,136.3125
10:22:38:599,-0.8931,3.833,8.7123,31.5637,-0.0037,-0.0342,-0.0421,136.3125
10:22:38:620,-0.9864,3.8498,8.6833,31.6813,-0.0012,-0.0379,-0.0269,136.3281
10:22:38:640,-0.8139,3.9335,8.645,31.5581,-0.0024,-0.0709,0.025,136.2969
10:22:38:659,-0.4119,4.0795,8.7051,31.2202,-0.036,-0.1045,0.044,136.6406
10:22:38:680,-0.2776,3.9933,8.9037,31.3581,-0.1246,-0.1417,-0.0244,136.6406
10:22:38:700,-0.4908,3.7349,9.2195,31.3176,-0.2431,-0.1649,-0.1442,137.0781
10:22:38:720,-0.7971,3.3182,9.3778,31.5426,-0.3421,-0.1423,-0.2181,137.0781
10:22:38:739,-1.1204,2.9734,9.5142,31.4589,-0.3958,-0.1118,-0.1863,137.4375
10:22:38:759,-1.3717,2.9447,9.7056,31.6493,-0.3983,-0.0641,-0.0605,137.5938
10:22:38:780,-1.3669,3.0957,9.6649,31.3333,-0.3549,0.0336,0.0977,137.7344
10:22:38:801,-1.1444,3.2871,9.5764,31.3281,-0.2987,0.1142,0.2022,137.8281
10:22:38:823,-1.1228,3.3829,9.7199,31.4815,-0.2511,0.099,0.2132,137.8125
10:22:38:841,-0.9601,3.2824,9.8085,31.4957,-0.1723,0.0177,0.2052,137.8125
10:22:38:859,-0.6751,3.0523,9.9763,31.4792,-0.1332,-0.011,0.2089,137.7969
10:22:38:880,-0.5387,3.0811,10.273,31.1489,-0.0971,-0.0403,0.2126,137.7969
10:22:38:902,-0.3664,3.0045,10.5221,31.2268,-0.0654,-0.0342,0.2083,137.875
10:22:38:920,-0.055,2.904,10.6346,31.1442,-0.0189,-0.0147,0.2089,137.8906
10:22:38:940,0.189,2.9471,10.7351,31.4049,0.0397,-0.022,0.2107,137.8438
10:22:38:959,0.4262,2.9925,10.6585,31.5107,0.1087,-0.0342,0.2052,138.0469
10:22:38:986,0.7253,2.9782,10.3591,31.7305,0.1723,-0.0275,0.1796,138.0469
10:22:39:003,0.9027,2.8825,10.1079,31.6069,0.2059,-0.0476,0.1228,138.5156
10:22:39:020,0.8572,2.7724,9.883,31.7664,0.1894,-0.0641,0.047,138.5156
10:22:39:041,0.8764,2.7724,9.7582,32.257,0.1222,-0.0874,-0.0128,138.4531
10:22:39:059,1.0917,2.8107,9.7846,32.1512,0.0226,-0.1607,-0.047,138.4531
10:22:39:081,1.3143,2.8801,9.9691,32.1136,-0.0819,-0.2706,-0.0757,137.9531
10:22:39:101,1.3238,2.8131,10.285,32.1854,-0.1716,-0.3567,-0.1356,137.9531
10:22:39:121,1.0726,2.5786,10.4145,32.1044,-0.2242,-0.3726,-0.2193,137.5
10:22:39:141,0.7804,2.3174,10.1629,32.0737,-0.2193,-0.2908,-0.2688,137.4688
10:22:39:161,0.8019,2.1691,9.6721,32.1548,-0.149,-0.1454,-0.2541,137
10:22:39:185,0.9242,2.3868,9.2004,31.978,-0.0415,-0.0043,-0.1955,137
10:22:39:202,1.1109,2.6623,8.5708,31.7352,0.066,0.1136,-0.1503,136.5469
10:22:39:221,1.1946,2.8226,8.001,31.9664,0.1356,0.1558,-0.1759,136.5469
10:22:39:242,0.9721,2.8466,7.6851,32.0321,0.1381,0.1063,-0.2712,136.1406
