Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
18:42:40:979,1.0845,0.6464,10.1773,45.5395,0.0391,-0.1289,-0.0202,178.375
18:42:41:111,-0.5865,0.297,9.8949,46.9644,-0.1277,-0.1075,-0.0354,140.8906
18:42:41:128,-0.3832,0.3305,9.8782,47.1196,-0.1326,-0.1197,-0.0855,140.8906
18:42:41:144,-0.6559,0.4573,9.9045,47.3144,-0.113,-0.091,-0.1289,140.8906
18:42:41:162,-0.7493,0.4693,9.9069,47.3412,-0.0867,-0.0171,-0.1093,140.8906
18:42:41:183,-0.7325,0.4645,10.017,47.2179,-0.0947,0.0452,-0.0702,140.8906
18:42:41:200,-0.7684,0.3879,10.151,47.4664,-0.1216,0.0861,-0.0538,140.8906
18:42:41:223,-0.8354,0.3353,10.3834,47.291,-0.1252,0.0623,-0.0421,140.8906
18:42:41:239,-0.6894,0.2249,10.4432,47.1054,-0.0953,0.0055,-0.0312,140.8906
18:42:41:258,-0.6368,0.1795,10.261,46.9377,-0.0305,-0.0403,-0.0348,140.8906
18:42:41:279,-0.5865,0.2345,10.0576,46.9601,0.014,-0.0489,-0.0574,140.8906
18:42:41:297,-0.6057,0.2608,9.859,46.8773,0.0312,-0.0134,-0.0819,140.8906
18:42:41:318,-0.6918,0.2632,9.6841,46.8786,0.0489,0.0195,-0.1038,140.8906
18:42:41:335,-0.8258,0.28,9.5405,47.1204,0.0599,0.0568,-0.1155,140.8906
18:42:41:357,-1.0152,0.3784,9.5812,47.0851,0.0434,0.1069,-0.1203,140.8906
18:42:41:374,-1.1061,0.3999,9.5644,47.218,0.0165,0.1246,-0.1173,140.8906
18:42:41:394,-1.0534,0.4286,9.5046,47.1648,0.0086,0.0874,-0.1051,140.8906
18:42:41:412,-1.0271,0.4358,9.4376,47.0422,0.0098,0.044,-0.1038,140.8906
18:42:41:432,-1.1587,0.4525,9.562,46.9781,0.0104,0.0079,-0.1136,140.8906
18:42:41:451,-1.4222,0.4621,9.708,47.0042,0.0153,0.0299,-0.1002,141.1562
18:42:41:470,-1.4773,0.4358,9.6434,46.9152,-0.0049,0.113,-0.0195,141.1562
18:42:41:489,-1.2473,0.3855,9.8375,46.9113,-0.0788,0.1387,0.0721,141.2969
