Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:09:22:990,-1.075,2.7461,9.44,26.714,-0.2352,-0.0928,-0.0489,97.5469
19:09:23:000,-1.209,2.6192,9.6027,26.7265,-0.2395,-0.0983,-0.0519,203.6719
19:09:23:011,-1.2425,2.5403,9.7678,26.7208,-0.1857,-0.1313,-0.0379,186.1719
19:09:23:028,-1.2185,2.5475,9.7223,26.7776,-0.1191,-0.1374,-0.0086,186.1719
19:09:23:047,-1.1133,2.5881,9.7032,26.581,-0.08,-0.1252,0.0171,186.1562
19:09:23:068,-1.008,2.5881,9.7104,26.6584,-0.0751,-0.1026,0.0275,186.1562
19:09:23:090,-0.9864,2.5714,9.8013,26.459,-0.0843,-0.0764,0.022,186.1562
19:09:23:111,-1.0104,2.5451,9.8782,26.3118,-0.0837,-0.044,0.0177,186.1562
19:09:23:128,-1.1204,2.569,9.6936,26.2419,-0.0568,-0.0134,0.0147,186.1562
19:09:23:148,-1.1946,2.5113,9.5716,26.2308,-0.0318,-0.0263,0.011,186.1562
19:09:23:168,-1.1659,2.394,9.5955,26.2162,-0.0312,-0.0568,0.0165,186.1562
19:09:23:188,-1.0678,2.3486,9.7846,26.1786,-0.0525,-0.0751,0.0367,186.1562
19:09:23:209,-1.0128,2.4012,9.9858,26.2625,-0.0702,-0.0525,0.0611,186.1562
19:09:23:227,-0.9745,2.4897,10.2323,26.2001,-0.0611,-0.0031,0.0825,186.1562
19:09:23:248,-0.9314,2.4921,9.9954,26.5532,0.0006,0.0507,0.0977,186.1562
19:09:23:268,-0.9601,2.5594,9.6242,26.7524,0.0776,0.0562,0.1045,186.1562
19:09:23:293,-0.9577,2.6599,9.318,26.8295,0.1136,0.0342,0.1142,186.1562
19:09:23:309,-0.929,2.7293,9.2076,26.8479,0.0935,0.0092,0.1148,186.1562
19:09:23:329,-0.8859,2.8131,9.2483,26.8333,0.047,-0.0018,0.1075,186.1719
19:09:23:348,-0.8282,2.8059,9.3299,26.8721,-0.0342,-0.0055,0.0654,186.1719
19:09:23:370,-0.8907,2.7293,9.6099,26.7136,-0.0531,-0.0428,0.0318,186.1406
19:09:23:394,-0.9362,2.6001,9.7032,26.5129,-0.0538,-0.0428,0.0116,186.125
19:09:23:409,-1.2066,2.5232,9.6745,26.4175,-0.0544,-0.011,0.0092,186.1094
19:09:23:428,-1.4533,2.6192,9.6171,26.3668,-0.0391,0.0153,0.047,186.0938
19:09:23:447,-1.4677,2.9183,9.4878,26.5231,0.0079,0.0318,0.1136,186.0781
19:09:23:469,-1.3621,3.2058,8.9468,26.6702,0.066,0.0562,0.1631,186.0781
19:09:23:487,-1.264,3.4331,8.5947,26.5888,0.0635,0.0483,0.1778,186
19:09:23:509,-1.13,3.5982,8.6713,26.642,-0.0024,0.0067,0.1655,185.9844
19:09:23:529,-1.1755,3.5862,9.0712,26.6731,-0.0867,-0.0214,0.1179,185.7969
19:09:23:548,-1.2664,3.3948,9.4041,26.7719,-0.1393,-0.0147,0.0757,185.7812
19:09:23:569,-1.3789,3.2967,9.5118,26.7591,-0.1387,0.0049,0.0745,185.5312
19:09:23:588,-1.3597,3.3805,9.4735,26.6812,-0.1093,0.0122,0.1087,185.5312
19:09:23:610,-1.2975,3.4905,9.4304,26.4371,-0.0831,0.0159,0.1387,185.2969
19:09:23:628,-1.2832,3.5336,9.4424,26.3471,-0.0623,0.0098,0.1527,185.125
19:09:23:648,-1.2975,3.6126,9.3993,26.517,-0.044,0.0134,0.1692,185.125
19:09:23:668,-1.1994,3.7062,9.2004,26.2884,-0.0305,0.0452,0.1955,185.0781
19:09:23:688,-1.0869,3.7588,8.9539,26.5759,-0.0257,0.069,0.2095,185.0781
19:09:23:710,-1.063,3.7397,8.808,26.8057,-0.025,0.0452,0.1979,186.6562
19:09:23:729,-1.2162,3.6751,8.8822,26.8216,-0.0232,-0.0153,0.1765,186.6562
19:09:23:748,-1.3047,3.6511,8.8702,26.844,-0.0177,-0.0525,0.1753,186.4844
19:09:23:768,-1.2544,3.6389,8.7817,26.8911,-0.0195,-0.0715,0.1851,186.4844
19:09:23:795,-1.1396,3.5575,8.8846,26.9183,-0.0428,-0.0935,0.1869,186.1406
19:09:23:810,-1.0271,3.5097,8.9946,26.7355,-0.0794,-0.1057,0.1869,186.1094
19:09:23:827,-0.9027,3.4666,9.2653,26.9392,-0.1209,-0.1191,0.19,185.9062
19:09:23:849,-0.7899,3.4331,9.7104,26.8434,-0.1417,-0.1478,0.1967,185.875
19:09:23:870,-0.4095,3.5336,10.2538,26.7898,-0.0483,-0.1509,0.2162,185.6875
19:09:23:895,-0.4214,3.6078,10.1151,26.8551,0.0159,-0.1142,0.2077,185.6562
19:09:23:910,-0.309,3.6775,9.8423,27.0149,0.0483,-0.0849,0.2059,185.3594
19:09:23:927,-0.2393,3.8498,9.7319,26.8457,0.0538,-0.0837,0.1997,185.2969
19:09:23:947,-0.0239,4.0077,10.0648,26.6385,0.0574,-0.1148,0.1771,184.9219
19:09:23:967,0.5435,4.089,10.692,26.8195,0.0965,-0.1264,0.1338,184.875
19:09:23:989,0.5243,4.2401,10.6226,26.7082,0.1619,-0.1087,0.0531,184.4531
19:09:24:011,0.3018,4.2736,10.5413,26.7206,0.2016,-0.2083,-0.058,184.4062
19:09:24:029,0.3018,4.0029,10.7662,26.8699,0.2059,-0.4025,-0.1985,184.0625
19:09:24:048,0.1172,3.2489,10.9555,26.7891,0.1411,-0.5351,-0.3598,184.0312
19:09:24:069,0.1819,2.3151,11.6761,26.9548,-0.0214,-0.5999,-0.4416,183.6406
19:09:24:087,0.5626,1.7453,12.7822,27.1937,-0.1808,-0.5229,-0.4044,183.6406
19:09:24:108,0.8163,1.506,13.0262,27.404,-0.1936,-0.2456,-0.3164,183.25
19:09:24:128,0.754,1.5897,12.0518,27.2873,-0.0263,0.0776,-0.2297,182.7812
19:09:24:147,0.6655,1.8027,9.9404,27.4282,0.2376,0.3256,-0.1429,182.7812
19:09:24:167,0.6966,2.1141,8.1063,27.6461,0.4221,0.3347,-0.0788,182.3438
19:09:24:188,1.0774,2.4443,7.3475,27.4995,0.4667,0.1277,-0.0654,182.3438
19:09:24:207,1.4151,2.77,6.9571,27.4537,0.3977,-0.0684,-0.1362,181.9375
19:09:24:227,1.4103,2.9471,7.156,27.1922,0.1918,-0.1955,-0.295,181.9375
19:09:24:247,1.1755,2.6288,7.9771,27.2194,-0.0874,-0.2425,-0.4801,181.6406
19:09:24:269,0.6559,2.1811,8.9683,27.0467,-0.2859,-0.2187,-0.6176,181.6406
19:09:24:291,0.0191,1.9367,9.7104,27.2129,-0.3152,-0.1387,-0.6487,181.7031
19:09:24:307,-0.3377,2.0088,9.562,27.268,-0.1716,-0.0232,-0.5669,181.7188
19:09:24:328,-0.3162,2.3916,8.5995,27.1027,0.0434,0.0525,-0.438,182.4375
19:09:24:347,-0.1172,2.8896,7.5966,27.1345,0.1741,0.0641,-0.3305,182.5156
19:09:24:369,0.0574,3.3039,6.9882,27.189,0.1515,0.0568,-0.2847,183.5312
