Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
20:14:16:964,-0.8306,3.3829,8.9803,64.4627,0.0165,-0.0556,0.0214,51.8281
20:14:16:979,-0.7732,3.4044,8.9659,64.6411,-0.0495,-0.0415,0.0153,51.8281
20:14:16:995,-0.711,3.3589,9.4639,65.1058,-0.11,-0.0428,-0.0018,57.625
20:14:17:013,-0.7181,3.3278,9.5166,65.3022,-0.1014,-0.0257,-0.0165,57.6406
20:14:17:038,-0.766,3.347,9.1837,65.5524,-0.0538,-0.036,-0.0348,57.6406
20:14:17:055,-0.8812,3.3015,9.3132,65.7009,-0.0495,-0.0739,-0.0538,57.6406
20:14:17:074,-0.929,3.2273,9.4831,65.4945,-0.0531,-0.0892,-0.0562,57.6406
20:14:17:095,-0.9505,3.2225,9.3323,65.6635,-0.0257,-0.0996,-0.0483,57.6406
20:14:17:113,-0.9147,3.3159,8.9372,65.823,-0.0238,-0.1081,-0.0409,57.6406
20:14:17:138,-0.9051,3.3015,9.1143,65.8925,-0.1136,-0.0996,-0.0458,57.6406
20:14:17:154,-0.9051,3.201,9.574,65.6229,-0.1955,-0.0953,-0.0495,57.6406
20:14:17:174,-0.996,3.1723,10.1055,65.536,-0.1741,-0.1093,-0.0507,57.6406
20:14:17:195,-0.8883,3.1125,10.4504,65.2049,-0.0489,-0.1252,-0.0342,57.6406
20:14:17:220,-0.8306,3.1029,10.0744,64.9916,0.1307,-0.0996,-0.0293,57.6406
20:14:17:239,-0.8067,3.1938,9.3395,65.2843,0.248,-0.0861,-0.0257,57.6406
20:14:17:254,-0.7756,3.2895,8.8463,65.2841,0.2541,-0.1081,-0.0293,57.6406
20:14:17:274,-0.6918,3.3565,9.186,65.2778,0.0531,-0.1313,-0.0599,57.7656
20:14:17:294,-0.6153,3.3111,9.2988,65.236,0.0312,-0.1234,-0.0641,57.7812
20:14:17:320,-0.5626,3.3565,9.0233,65.4956,0.0696,-0.1258,-0.0672,57.8438
20:14:17:337,-0.5315,3.4403,8.8965,65.4308,0.0751,-0.1472,-0.0709,57.8594
20:14:17:353,-0.7158,3.5216,8.7936,65.6091,0.0348,-0.1234,-0.0739,57.9844
20:14:17:373,-0.8043,3.6703,8.7864,65.8515,-0.0092,-0.113,-0.0562,58.0938
20:14:17:393,-0.7828,3.8019,9.1214,65.702,-0.0263,-0.1558,-0.0318,58.0938
20:14:17:414,-0.6607,3.9359,9.009,65.7466,0.0177,-0.1936,-0.0269,58.25
20:14:17:436,-0.7349,4.0268,8.93,65.4971,0.0318,-0.2059,-0.0507,58.25
20:14:17:453,-0.9529,4.0029,9.0042,65.523,-0.0067,-0.1924,-0.0751,58.3906
20:14:17:474,-1.2281,3.9646,9.143,65.6959,-0.0421,-0.168,-0.0794,58.3906
20:14:17:495,-1.3262,3.9933,9.3514,65.6788,-0.0379,-0.1588,-0.0489,58.4062
20:14:17:518,-1.264,4.1273,9.1597,65.6312,0.0031,-0.1246,-0.0055,58.4062
20:14:17:535,-1.13,4.2999,8.7601,65.5224,0.0226,-0.0874,0.0214,58.4062
20:14:17:553,-1.0941,4.3549,8.7506,65.5866,-0.0104,-0.0837,0.0208,58.4531
20:14:17:574,-1.2305,4.3286,8.8917,65.673,-0.0525,-0.0745,0.011,58.5938
20:14:17:595,-1.2999,4.2425,9.1765,65.769,-0.066,-0.0733,0.0232,58.5938
20:14:17:617,-1.1731,4.2162,9.2507,65.7462,-0.033,-0.0544,0.0611,58.7344
20:14:17:635,-0.9936,4.3382,9.0042,65.6825,0.0104,-0.0128,0.1026,58.7344
20:14:17:654,-0.8186,4.4602,8.8654,65.7721,0.0489,-0.0024,0.1191,58.8906
20:14:17:674,-0.8764,4.5009,8.7027,65.7384,0.0647,0.0318,0.1136,58.8906
