Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
10:05:08:052,-1.7764,3.1555,9.6482,59.9726,0.339,-0.2474,0.0886,81.3906
10:05:08:065,-1.7166,3.1914,9.2578,60.9264,0.4184,-0.2785,0.0794,90.4688
10:05:08:080,-1.561,3.2417,8.8965,60.8566,0.4099,-0.2908,0.0751,90.4688
10:05:08:102,-1.4797,3.2967,8.6761,60.976,0.3018,-0.2376,0.0806,90.4844
10:05:08:125,-1.4055,3.3589,8.8295,60.927,0.1442,-0.1753,0.0935,90.4844
10:05:08:144,-1.3669,3.3709,9.2892,60.853,0.0312,-0.1381,0.0971,90.4844
10:05:08:159,-1.319,3.4164,9.5644,60.7435,0.0409,-0.1155,0.0953,90.4844
10:05:08:179,-1.2855,3.4307,9.3036,60.5365,0.1338,-0.0843,0.088,90.4844
10:05:08:200,-1.1946,3.524,8.8152,60.5728,0.1942,-0.0739,0.0825,90.4844
10:05:08:220,-1.0822,3.6679,8.566,60.4327,0.1674,-0.0837,0.0654,90.4844
10:05:08:240,-1.0774,3.6655,8.8176,60.4891,0.0794,-0.1002,0.0134,90.4844
10:05:08:259,-1.3047,3.4618,8.8271,60.4937,-0.0055,-0.0489,-0.0379,90.4844
10:05:08:280,-1.4342,3.3996,8.6426,60.4468,-0.0751,-0.0122,-0.0354,90.4844
10:05:08:299,-1.3071,3.4834,8.8678,60.511,-0.1289,-0.0861,-0.0043,90.4844
10:05:08:321,-1.2209,3.4499,9.2749,60.7556,-0.1503,-0.1759,-0.0128,90.4844
10:05:08:339,-1.2855,3.4307,9.4687,61.0308,-0.1503,-0.2162,-0.0415,90.4844
10:05:08:360,-1.2999,3.3494,9.5237,61.0259,-0.1283,-0.237,-0.0647,90.4844
10:05:08:380,-1.3143,3.3613,8.9539,60.9747,-0.124,-0.1881,-0.0629,90.4062
10:05:08:399,-1.1635,3.3852,8.8846,60.8303,-0.1942,-0.1826,-0.0513,90.4062
10:05:08:420,-1.1157,3.2967,9.0975,60.7671,-0.2767,-0.1875,-0.0483,90.2344
10:05:08:439,-1.0965,3.2393,9.5046,60.8996,-0.303,-0.2004,-0.0354,90.2344
10:05:08:461,-0.8644,3.1986,9.8734,60.9093,-0.2419,-0.2162,-0.0183,90.0625
10:05:08:479,-0.699,3.1819,9.5453,60.6523,-0.1326,-0.1649,-0.0189,90.0625
10:05:08:499,-0.6176,3.2895,8.9946,60.7051,-0.0727,-0.135,-0.0324,89.9375
10:05:08:520,-0.5578,3.3805,8.7051,60.6824,-0.1014,-0.1723,-0.0635,89.9375
10:05:08:539,-0.565,3.3398,8.8199,60.9033,-0.1991,-0.2156,-0.1142,89.9688
10:05:08:562,-0.821,2.8944,10.1749,61.1377,-0.3146,-0.2089,-0.1625,89.9688
10:05:08:580,-0.8282,2.7556,10.6944,61.263,-0.2712,-0.0666,-0.1411,90.0156
10:05:08:603,-0.8354,2.8848,10.7518,61.3179,-0.0446,0.0049,-0.0935,90.0156
10:05:08:619,-0.6655,3.0595,10.3905,61.3385,0.2254,0.0538,-0.0513,90.0938
10:05:08:639,-0.6559,3.2728,9.6745,61.4218,0.4343,0.0965,-0.036,90.1094
10:05:08:659,-0.4525,3.4522,9.5572,61.3681,0.5027,0.088,-0.0421,90.2656
10:05:08:679,0.0024,3.6173,10.4073,61.5693,0.543,0.0745,-0.0849,90.2656
10:05:08:699,-0.0239,3.7612,10.6681,61.4588,0.7196,0.2107,-0.1723,90.3906
10:05:08:719,-0.4693,3.7588,10.005,61.3456,0.9945,0.3402,-0.2767,90.4062
10:05:08:740,-1.1204,3.7851,8.4057,61.1528,1.2315,0.3793,-0.3744,90.4844
10:05:08:759,-1.8529,3.754,6.8471,60.9848,1.1973,0.3121,-0.4129,90.4844
10:05:08:781,-2.4275,3.4211,6.7848,60.8504,0.8821,0.0837,-0.3512,90.5625
10:05:08:799,-2.4562,3.3087,7.1489,60.9166,0.5278,-0.0788,-0.1735,72.7969
