Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
15:20:11:611,-1.2114,3.3972,10.6872,70.0307,-0.1435,0.0953,0.1057,334.6094
15:20:11:702,-1.331,2.8801,8.6976,69.2349,-0.2321,0.0886,0.6463,249.4531
15:20:11:722,-0.9793,2.9375,9.2916,69.2692,-0.3079,0.0134,0.7336,249.4531
15:20:11:748,-0.7086,2.8872,9.938,69.0581,-0.4172,0.0092,0.7892,249.4531
15:20:11:764,-0.5698,2.9327,10.5748,69.0219,-0.4978,0.0538,0.8375,249.4531
15:20:11:782,-0.4836,3.0021,10.8332,68.9561,-0.4844,0.1246,0.8961,249.4531
15:20:11:798,-0.2058,3.1172,10.716,68.7939,-0.383,0.1924,0.9755,249.4531
15:20:11:819,0.1699,3.5097,10.1438,68.5327,-0.2541,0.2596,1.0543,249.4531
15:20:11:839,0.5052,3.9072,9.3754,68.5371,-0.1649,0.2926,1.0836,249.4531
15:20:11:856,0.7588,4.0579,8.9109,68.6878,-0.1411,0.2364,1.0372,249.4531
15:20:11:877,0.9434,4.0819,8.8654,68.296,-0.1539,0.1332,0.9541,249.4531
15:20:11:895,1.1013,4.168,8.9204,68.1511,-0.19,0.0568,0.8808,249.4531
15:20:11:914,1.3836,4.3286,9.2363,67.8522,-0.2443,0.0226,0.8161,249.4531
15:20:11:934,1.6759,4.3765,9.373,67.722,-0.2712,0.0745,0.7147,249.4531
15:20:11:953,1.6376,4.3023,9.119,67.6409,-0.2553,0.1686,0.5516,249.4531
15:20:11:971,1.3573,4.1967,8.7218,67.5766,-0.2211,0.2193,0.3848,249.4531
15:20:11:995,1.197,4.101,8.6091,67.3641,-0.193,0.1857,0.259,249.4531
15:20:12:010,1.1324,4.0675,8.8439,67.1338,-0.168,0.1014,0.1607,241.8594
15:20:12:031,1.0678,3.9072,8.985,67.081,-0.1252,0.0544,0.058,241.8594
15:20:12:049,0.7229,3.6775,8.8678,67.0449,-0.0806,0.0678,-0.0421,240.0469
15:20:12:068,0.3544,3.4307,8.8152,66.824,-0.0672,0.0635,-0.0843,239.875
15:20:12:086,0.1555,3.2536,8.9994,66.7576,-0.0764,0.0263,-0.0513,237.8594
15:20:12:108,0.0048,3.2967,9.3108,66.3927,-0.0922,0.0147,0.0263,237.6562
15:20:12:129,-0.1029,3.5312,9.5213,66.3874,-0.1051,0.0489,0.1148,235.375
15:20:12:148,-0.2225,3.6846,9.4567,66.1743,-0.1405,0.1362,0.1765,235.1406
15:20:12:166,-0.3377,3.8641,9.5166,65.9531,-0.2272,0.223,0.2126,233.0469
15:20:12:186,-0.4167,3.9933,9.8399,66.0269,-0.3268,0.2767,0.2376,232.8438
15:20:12:207,-0.3185,4.1154,10.261,65.9996,-0.3726,0.2926,0.2566,231.0938
15:20:12:229,-0.2058,4.1632,10.503,66.1434,-0.3396,0.2902,0.2401,230.9062
15:20:12:248,-0.352,4.0842,10.9146,65.9255,-0.2676,0.2169,0.1558,229.5469
15:20:12:269,-0.7851,3.8545,11.5588,66.0407,-0.1399,0.08,0.0647,229.4062
15:20:12:287,-1.3932,3.5647,11.7526,66.0093,0.0568,0.0281,0.0379,228.5781
15:20:12:306,-2.083,3.4235,11.4006,66.0739,0.2621,0.1002,0.0861,228.5625
15:20:12:330,-2.9758,3.6894,10.9146,66.1148,0.3726,0.3244,0.2052,228.2656
15:20:12:345,-3.402,4.2855,9.871,66.1183,0.3482,0.6347,0.4001,228.375
15:20:12:369,-2.6671,4.3334,8.2884,65.8978,0.1552,0.6939,0.5455,228.375
15:20:12:387,-1.8362,3.6341,8.2717,66.0051,-0.223,0.1069,0.4374,228.375
15:20:12:407,-1.1803,2.2624,10.5867,66.1931,-0.5834,-0.876,0.1228,228.375
15:20:12:429,-1.0152,0.9625,12.6024,66.0909,-0.6634,-1.4533,-0.1558,228
15:20:12:447,-1.9681,0.0981,12.8109,65.9039,-0.4575,-1.3678,-0.2657,228
15:20:12:468,-3.4379,-0.2656,12.1095,65.7525,-0.1112,-0.854,-0.11,227.3594
15:20:12:486,-4.0819,-0.1603,10.8308,65.7069,0.2761,-0.0819,0.2859,227.3594
