Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:05:50:162,-0.8835,0.3401,9.8566,63.9069,-0.0189,0.044,-0.0269,20.9375
19:05:50:182,-0.8931,0.3281,9.8997,64.0551,-0.0189,0.0458,-0.0299,20.9375
19:05:50:201,-0.8835,0.3233,9.9428,64.2078,-0.0189,0.0446,-0.0305,20.9375
19:05:50:219,-0.8548,0.3377,9.993,63.8924,-0.0134,0.0409,-0.033,20.9375
19:05:50:240,-0.8931,0.3449,9.9787,63.7798,-0.0031,0.0544,-0.0397,20.9375
19:05:50:266,-0.9266,0.3664,9.9356,63.7587,0.0043,0.058,-0.0403,20.9375
19:05:50:278,-0.9601,0.4071,9.9117,63.8986,0.0067,0.0403,-0.0428,20.9375
19:05:50:300,-1.0032,0.4382,9.9212,63.8289,0.0049,0.0403,-0.0409,20.9375
19:05:50:316,-1.0391,0.4334,9.8997,64.0303,0.0037,0.0501,-0.0336,20.9375
19:05:50:336,-1.0128,0.4167,9.883,64.0185,0.0043,0.0397,-0.0269,20.9375
19:05:50:355,-1.0247,0.4382,9.8351,64.0352,0.0092,0.0275,-0.0244,20.9375
19:05:50:373,-1.0798,0.4501,9.8231,63.9924,0.0086,0.0318,-0.0195,20.9375
19:05:50:401,-1.063,0.4095,9.8423,63.8615,-0.0049,0.0562,-0.0024,20.9375
19:05:50:417,-1.0056,0.3544,9.8638,63.7813,-0.0159,0.0574,0.0098,20.9375
19:05:50:431,-1.0104,0.3425,9.8614,63.7076,-0.0177,0.0397,0.0079,20.9375
19:05:50:451,-1.0199,0.3449,9.7941,63.7621,-0.0177,0.033,0.0079,20.9375
19:05:50:469,-1.0032,0.3401,9.763,63.6679,-0.0257,0.033,0.0128,20.9375
19:05:50:488,-0.9984,0.3425,9.7558,63.7533,-0.0367,0.0324,0.0134,21
19:05:50:509,-0.9817,0.3592,9.8279,63.7829,-0.0415,0.0281,0.0128,21
19:05:50:534,-0.941,0.352,9.8758,63.9291,-0.044,0.0428,0.0153,21.0781
19:05:50:552,-0.929,0.364,9.8877,63.8779,-0.0434,0.0507,0.0122,21.0781
19:05:50:640,-0.941,0.4167,9.9476,63.8693,-0.0403,0.0415,0.0043,21.1719
19:05:50:640,-0.9625,0.4549,9.9906,63.7877,-0.0421,0.0513,0.0012,21.1719
19:05:50:640,-1.0008,0.4454,10.0146,63.9158,-0.0397,0.0611,0.0012,21.25
19:05:50:641,-1.0104,0.4238,10.1031,63.9346,-0.0324,0.055,0.0061,21.25
19:05:50:650,-0.9936,0.4023,10.0552,63.6614,-0.0122,0.0324,0.014,21.3125
19:05:50:667,-0.9625,0.3999,9.993,63.4114,0.0092,0.0031,0.0165,21.3125
19:05:50:689,-0.929,0.3616,9.8925,63.2947,0.0159,0,0.0165,21.3281
19:05:50:707,-0.9242,0.3425,9.8303,63.4787,0.0128,0.0049,0.0165,21.3281
19:05:50:728,-0.9553,0.3162,9.8109,63.5933,0.0092,0.0049,0.014,21.3125
19:05:50:750,-0.9194,0.3138,9.775,63.6848,0.0092,-0.0055,0.014,21.2812
19:05:50:768,-0.8644,0.309,9.7223,63.4077,0.0061,-0.0116,0.0079,21.2969
19:05:50:789,-0.9099,0.3401,9.7032,63.5396,-0.0024,-0.0049,-0.0043,28.1406
19:05:50:808,-0.9888,0.3712,9.6841,63.8521,-0.0122,0.0159,-0.0128,28.2031
19:05:50:835,-1.0175,0.3879,9.7247,63.9025,-0.0287,0.0312,-0.0092,28.1719
19:05:50:852,-1.0439,0.3855,9.8638,64.1159,-0.0513,0.0464,-0.0037,28.1562
19:05:50:867,-1.0965,0.3784,9.9978,63.7527,-0.0599,0.0428,-0.0018,28.1406
19:05:50:888,-1.0582,0.3975,10.0193,63.6081,-0.0538,0.0177,0.0055,28.125
19:05:50:908,-0.9697,0.4095,10.0528,63.6005,-0.0409,-0.0122,0.0079,28.1094
19:05:50:932,-0.9266,0.4047,10.0289,63.5385,-0.0257,0,0.0031,28.1094
19:05:50:949,-0.9649,0.3999,9.9619,63.379,-0.014,0.0299,-0.0061,28.0781
19:05:50:968,-1.0008,0.4262,9.9236,63.1963,-0.0079,0.0269,-0.0122,28.0625
19:05:50:989,-1.0032,0.4406,9.8925,63.3612,-0.0079,0.0165,-0.0092,28.0312
19:05:51:008,-0.9817,0.419,9.9165,63.2365,-0.0159,0.0177,-0.0037,28.0312
19:05:51:032,-1.075,0.3664,9.9595,63.611,-0.0061,0.022,-0.0031,28
19:05:51:050,-0.9649,0.3281,9.8782,63.6755,0.0098,0.0116,0.0134,28
19:05:51:069,-0.8378,0.285,9.8327,63.6464,0.0049,0.0067,0.0195,28
19:05:51:089,-0.8234,0.256,9.8542,63.8824,-0.0153,0.0049,0.0037,28
19:05:51:108,-0.8501,0.2489,9.9332,63.9257,-0.0232,0.0055,-0.0159,28.0312
19:05:51:132,-0.8596,0.2728,9.9547,64.0471,-0.0159,0.0263,-0.0287,28.0312
19:05:51:150,-0.9505,0.3209,9.8471,64.1446,0.0079,0.0348,-0.0409,28.0156
19:05:51:168,-1.0199,0.4071,9.7176,64.043,0.0244,0.0263,-0.0464,28.0156
19:05:51:190,-1.0295,0.4717,9.6482,63.8739,0.0092,0.0269,-0.0415,28
19:05:51:208,-1.0654,0.4717,9.7893,63.701,-0.0324,0.0586,-0.0312,27.9844
19:05:51:231,-1.0558,0.4143,10.0552,63.6852,-0.0635,0.0928,-0.022,27.9844
19:05:51:250,-1.0702,0.3712,10.1222,63.6366,-0.0544,0.0941,-0.0177,28
19:05:51:268,-1.0702,0.3568,10.2347,63.5103,-0.0354,0.0574,-0.0177,28
19:05:51:289,-1.0534,0.309,10.1629,63.4441,-0.0061,0.0177,-0.0171,28
19:05:51:307,-0.984,0.3233,10.0002,63.3063,0.0238,-0.0165,-0.0128,28
19:05:51:331,-0.9482,0.3353,9.883,63.3226,0.0336,-0.0263,-0.0171,27.9844
19:05:51:348,-0.9529,0.3329,9.7893,63.404,0.036,-0.0128,-0.0244,27.9844
19:05:51:369,-1.0199,0.364,9.7152,63.626,0.0373,0.0061,-0.0281,27.9688
19:05:51:388,-1.0391,0.3592,9.6817,63.8543,0.0312,0.0171,-0.0238,27.9688
19:05:51:409,-1.0152,0.3473,9.696,63.9274,0.0092,0.0336,-0.0165,28.0156
19:05:51:430,-1.0463,0.3449,9.7343,64.143,-0.0147,0.0367,-0.0177,28.0156
19:05:51:448,-1.0893,0.3592,9.8013,64.0265,-0.0336,0.0299,-0.0208,28.1094
19:05:51:469,-1.0463,0.3449,9.8925,63.9808,-0.0476,0.033,-0.0104,28.1094
19:05:51:489,-0.9649,0.3162,9.993,64.187,-0.0531,0.0403,-0.0031,28.1875
19:05:51:509,-0.9936,0.3138,10.0528,64.234,-0.0397,0.0348,-0.0134,28.1719
19:05:51:533,-1.0175,0.3568,9.9858,64.3471,-0.0018,0.0116,-0.0171,28.2031
19:05:51:549,-1.0128,0.352,9.9332,64.1402,-0.0061,0.0238,-0.0153,28.2031
19:05:51:568,-1.0774,0.3855,9.9356,64.0038,-0.0073,0.0134,-0.0238,28.2344
19:05:51:588,-1.1037,0.4143,9.9188,63.9423,0.0012,-0.0018,-0.0202,28.25
19:05:51:607,-1.0534,0.3999,9.8447,63.9127,0.0104,0.0061,-0.0061,28.2812
19:05:51:633,-1.0582,0.3664,9.7989,64.0254,0.0079,0.014,-0.0006,28.2812
19:05:51:649,-1.0678,0.352,9.7941,63.8722,-0.0061,0.0153,0,28.3438
19:05:51:667,-1.0008,0.3209,9.9021,63.8138,-0.0226,0.0165,0.0055,28.3438
19:05:51:688,-0.917,0.297,9.9667,63.6108,-0.0287,0.0257,0.0067,28.3906
19:05:51:708,-0.941,0.2728,9.9906,63.7069,-0.0202,0.0287,-0.0061,28.3906
19:05:51:732,-0.9745,0.2946,9.9739,63.685,-0.0055,0.0177,-0.0183,28.4375
19:05:51:748,-1.0223,0.3209,9.8949,63.7381,0.0043,0.0122,-0.0226,28.4375
19:05:51:768,-1.0941,0.3688,9.8327,63.6994,0.0043,0.0073,-0.0263,28.4375
19:05:51:789,-1.1659,0.3879,9.7726,63.6115,0.0031,-0.0073,-0.0232,28.4688
19:05:51:807,-1.051,0.4023,9.763,63.5224,-0.0073,-0.0116,-0.0037,28.4688
19:05:51:833,-1.0128,0.3855,9.7846,63.415,-0.0238,0.0147,0.0043,28.5
19:05:51:849,-1.0439,0.352,9.8686,63.3285,-0.0342,0.0373,-0.0012,28.5
19:05:51:868,-1.063,0.3353,9.9308,63.4381,-0.0367,0.0415,-0.0024,28.5469
19:05:51:889,-1.0319,0.3209,9.9428,63.3791,-0.0305,0.0226,0.0018,28.5469
19:05:51:909,-1.0415,0.3305,9.9452,63.3807,-0.0263,0.0122,0.0012,28.5469
19:05:51:931,-1.0056,0.3185,9.9452,63.5249,-0.0324,0.0177,0.0018,28.5469
19:05:51:983,-0.9769,0.2874,9.9715,63.6769,-0.0336,0.0098,0,28.5312
19:05:51:984,-1.0463,0.3042,9.883,63.7858,-0.022,0.0055,-0.0073,28.5312
19:05:51:992,-1.0893,0.3209,9.7726,63.9411,-0.0086,-0.0092,-0.0086,28.5312
19:05:52:009,-0.9984,0.3353,9.6721,64.1755,-0.0122,-0.0031,0.0055,28.5469
19:05:52:028,-0.9338,0.3209,9.6888,64.2504,-0.0336,0.0098,0.0116,28.5781
19:05:52:050,-0.8812,0.3066,9.7893,64.2893,-0.0513,0.0134,0.0073,28.5781
19:05:52:070,-0.9314,0.3233,9.8973,64.1661,-0.0599,0.0367,-0.0018,28.6406
19:05:52:092,-1.0032,0.3449,10.0528,64.2654,-0.0751,0.0257,-0.0269,28.6406
19:05:52:108,-0.9912,0.3257,10.1821,64.1059,-0.0696,0.025,-0.0238,28.6406
19:05:52:131,-0.9888,0.3401,10.1725,64.0738,-0.0397,0.0238,-0.0244,28.625
19:05:52:149,-1.0534,0.3832,10.0624,64.2277,-0.0024,0.011,-0.0312,28.625
19:05:52:167,-1.0343,0.4214,9.9428,63.981,0.0159,0.0043,-0.0257,28.625
19:05:52:189,-1.0415,0.4143,9.8399,63.5959,0.0134,0.0122,-0.0214,28.625
19:05:52:207,-1.0774,0.4023,9.7822,63.5067,0.0061,0.0159,-0.0214,28.6094
19:05:52:233,-0.984,0.3999,9.7965,63.4586,0,0.0122,-0.0092,28.6094
19:05:52:248,-0.8859,0.3568,9.8231,63.592,-0.0098,0.0269,0,28.625
19:05:52:268,-0.8835,0.3018,9.8614,63.6749,-0.0177,0.0324,-0.0055,28.625
19:05:52:289,-0.8835,0.268,9.9093,63.8271,-0.022,0.0275,-0.011,28.6094
19:05:52:307,-0.8548,0.2465,9.8662,63.6465,-0.0263,0.0263,-0.0116,28.6094
19:05:52:331,-0.8402,0.2512,9.8853,63.7867,-0.0354,0.0098,-0.0183,28.5781
19:05:52:349,-0.9099,0.2608,9.8853,63.9118,-0.0397,-0,-0.0299,28.5781
19:05:52:370,-0.9769,0.3066,9.8423,63.9837,-0.033,-0.0092,-0.033,28.625
19:05:52:391,-0.9458,0.3257,9.8255,64.1001,-0.025,-0.0086,-0.0275,28.625
19:05:52:409,-0.8572,0.297,9.8109,63.9126,-0.025,0.0104,-0.0171,28.6562
19:05:52:430,-0.8835,0.2728,9.8566,63.8626,-0.0324,0.0202,-0.025,28.6562
19:05:52:450,-0.9793,0.285,9.9141,63.829,-0.0391,0.0153,-0.0348,28.7188
19:05:52:468,-0.9769,0.2898,9.9811,63.6775,-0.0421,0.0171,-0.0299,28.7188
19:05:52:491,-0.9147,0.2608,9.9882,63.7404,-0.0415,0.0293,-0.0238,28.75
19:05:52:508,-0.9075,0.256,10.0217,63.8441,-0.0348,0.0293,-0.033,28.75
19:05:52:531,-0.9793,0.2994,10.0241,63.886,-0.0244,0.0275,-0.047,28.75
19:05:52:550,-1.0152,0.3497,9.926,64.1466,-0.011,0.0171,-0.0513,28.75
19:05:52:570,-0.9745,0.3712,9.8061,64.1861,-0.0086,0.0073,-0.0324,28.7656
19:05:52:589,-0.8596,0.3999,9.7128,64.1694,-0.0226,0.0189,-0.0293,28.7656
19:05:52:607,-0.6918,0.3712,9.6793,64.1199,-0.0342,0.0324,-0.0305,28.7969
19:05:52:631,-0.6511,0.3616,9.7511,64.2372,-0.0421,0.055,-0.0348,28.7969
19:05:52:650,-0.7014,0.3209,9.7989,64.0659,-0.0495,0.0861,-0.036,28.8594
19:05:52:667,-0.7062,0.2584,9.8495,63.8441,-0.0593,0.088,-0.0263,28.8594
19:05:52:689,-0.699,0.1938,9.8925,64.029,-0.0733,0.0617,-0.0202,28.9062
19:05:52:707,-0.7421,0.1364,9.95,63.7697,-0.0812,0.0586,-0.0189,28.9062
19:05:52:731,-0.8477,0.0837,9.9332,63.6752,-0.08,0.0745,-0.011,28.9531
19:05:52:749,-0.8716,0.0263,9.9404,63.4474,-0.0782,0.0739,0.0024,29.0156
19:05:52:768,-0.8429,-0.0167,9.8973,63.4647,-0.0831,0.0739,0.0128,29.0156
19:05:52:789,-0.862,-0.0167,9.8207,63.4627,-0.0849,0.0684,0.0061,29.0938
19:05:52:808,-1.0175,0.0598,9.7917,63.645,-0.08,0.0635,-0.0147,29.0938
19:05:52:831,-1.1874,0.1244,9.7439,63.6651,-0.066,0.0861,-0.0122,29.2031
19:05:52:849,-1.2927,0.1579,9.6721,63.5745,-0.0568,0.1258,0.0147,29.2031
19:05:52:870,-1.4677,0.1795,9.6242,63.5693,-0.0641,0.1527,0.0367,29.2656
19:05:52:890,-1.4701,0.1962,9.6434,63.7046,-0.0916,0.1625,0.0819,29.2656
19:05:52:908,-1.2377,0.1172,9.6817,63.9959,-0.1319,0.1393,0.1381,29.3125
19:05:52:933,-1.0893,0.012,9.696,64.0266,-0.1368,0.0476,0.1515,29.3125
19:05:52:948,-1.1898,-0.0096,9.7774,64.0804,-0.0928,-0.0177,0.1307,29.3594
19:05:52:968,-1.4127,-0.055,9.7774,64.1033,-0.0269,0.0586,0.1338,29.3594
19:05:52:989,-1.5012,0.0167,9.8181,64.0788,-0.0275,0.2358,0.1771,29.3906
19:05:53:008,-1.5299,0.1101,10.1868,64.1812,-0.1484,0.3891,0.2107,29.3906
19:05:53:031,-1.5849,0.1723,10.8619,64.3346,-0.3213,0.3995,0.1912,29.3906
19:05:53:048,-1.5802,0.3688,11.214,64.156,-0.405,0.2327,0.1228,29.4062
19:05:53:068,-1.9367,0.5746,10.7136,64.1883,-0.2938,-0.0654,0.0305,29.375
19:05:53:089,-2.0901,0.8907,9.7941,64.3482,-0.0263,-0.3744,0.0079,29.3906
19:05:53:108,-1.7883,1.5658,8.013,64.289,0.2474,0.0043,0.1839,29.4062
19:05:53:131,-1.5826,1.5802,8.0608,64.3459,-0.0055,0.3842,0.2627,29.4062
19:05:53:148,-1.4629,1.3621,9.0425,64.6012,-0.3696,0.3885,0.2566,29.3438
19:05:53:167,-1.3358,1.2066,10.3977,64.3639,-0.5528,0.0702,0.179,29.3281
19:05:53:188,-1.4964,1.1324,10.8069,64.3217,-0.4502,-0.1442,0.0941,29.0938
19:05:53:207,-1.5658,0.9721,10.5915,64.4268,-0.1668,-0.1539,0.1026,29.0625
19:05:53:231,-1.1276,0.9601,9.9571,64.4625,0.0739,-0.0153,0.1808,28.7656
19:05:53:249,-0.7516,0.821,9.294,64.3907,0.1332,0.0654,0.1869,28.3906
19:05:53:268,-0.5315,0.7205,9.3299,64.4376,0.0318,-0.0373,0.0971,28.3906
19:05:53:289,-0.6559,0.699,9.708,64.3074,-0.0757,-0.1381,-0.0403,27.9219
19:05:53:308,-1.1444,0.7971,9.871,64.2317,-0.0611,-0.1503,-0.1594,27.9219
19:05:53:330,-1.5682,0.9123,9.7606,64.4028,0.0342,-0.091,-0.204,27.6875
19:05:53:348,-1.7644,0.9099,9.4304,64.5667,0.1075,-0.0458,-0.1875,27.6875
19:05:53:368,-1.8147,0.8668,9.4041,64.5922,0.1112,-0.0861,-0.1643,27.6094
19:05:53:388,-1.8075,0.7875,9.6194,64.5264,0.0678,-0.1295,-0.1545,27.6094
19:05:53:408,-1.6591,0.6105,9.8157,64.3891,0.0464,-0.1796,-0.1521,27.1875
19:05:53:432,-1.4174,0.498,9.9595,64.3349,0.077,-0.2376,-0.1668,27.1406
19:05:53:450,-1.3358,0.4286,9.9787,64.4691,0.1472,-0.2584,-0.2193,26.5938
19:05:53:469,-1.2927,0.4884,9.9667,64.4664,0.2162,-0.2236,-0.273,26.5938
19:05:53:488,-1.343,0.4382,9.8614,64.2953,0.2388,-0.1503,-0.3097,26.3125
19:05:53:508,-1.4988,0.3281,9.9021,64.2038,0.2059,-0.1124,-0.3384,26.3125
19:05:53:533,-1.5778,0.3473,10.3376,64.3057,0.1112,-0.0458,-0.339,25.9688
19:05:53:548,-1.5467,0.1914,10.9579,64.1311,-0.0287,0.0452,-0.3005,25.9219
19:05:53:569,-1.439,-0.0431,11.5588,64.2415,-0.1338,0.047,-0.2566,25.8594
19:05:53:589,-1.3908,-0.189,11.9824,64.3134,-0.0623,-0.0159,-0.2193,25.8594
19:05:53:609,-1.3836,-0.2154,12.0135,64.2272,0.033,0.0171,-0.1918,26.2031
19:05:53:632,-1.427,-0.3066,11.566,64.0975,0.1258,-0.0654,-0.1564,26.25
19:05:53:649,-0.8716,-0.2728,9.9595,64.1478,0.2187,-0.2236,-0.1448,26.6094
19:05:53:667,-0.6129,-0.1364,9.143,63.8555,0.2773,-0.3158,-0.1558,26.6562
19:05:53:688,-0.4478,-0.1651,8.729,63.7127,0.2645,-0.2395,-0.1594,26.9531
19:05:53:707,-0.4956,-0.2994,8.499,63.6753,0.19,-0.0287,-0.1533,26.9844
19:05:53:731,-0.6631,-0.4741,8.6067,63.6502,0.0849,0.1417,-0.1429,27.375
19:05:53:748,-0.6775,-0.6559,8.985,63.5881,-0.044,0.2022,-0.1026,28.0312
19:05:53:767,-0.3712,-0.8931,9.6649,63.4975,-0.1723,0.1387,-0.0421,28.0312
19:05:53:789,0.0622,-1.0893,10.5389,63.5871,-0.2492,0.0385,-0.0134,28.8594
19:05:53:808,0.2393,-1.1468,11.1422,63.6318,-0.2016,-0.0202,-0.058,28.8594
19:05:53:832,0.1388,-1.0152,11.1302,63.5539,-0.0312,-0.0202,-0.146,29.4531
19:05:53:848,-0.1747,-0.8139,10.4384,63.3486,0.1435,0.0299,-0.2126,29.4531
19:05:53:869,-0.4645,-0.5363,9.8662,63.1292,0.2065,0.047,-0.2309,29.9375
19:05:53:889,-0.632,-0.297,9.7295,62.8267,0.1503,0.0409,-0.2065,29.9375
19:05:53:908,-0.6033,-0.1364,10.0193,62.5274,0.0654,0.0312,-0.1631,29.9531
19:05:53:930,-0.5219,0.0048,10.3807,62.57,0.0299,0.0495,-0.1307,30.3438
19:05:53:949,-0.5387,0.1292,10.4049,62.318,0.0654,0.0806,-0.1209,30.6875
19:05:53:968,-0.6679,0.3042,10.127,62.1961,0.1332,0.077,-0.1191,30.6875
19:05:54:040,-0.7373,0.4836,9.7343,62.085,0.1857,0.0611,-0.1063,31.0625
19:05:54:040,-0.6583,0.565,9.4352,62.3034,0.1875,0.0617,-0.0788,31.0625
19:05:54:040,-0.5435,0.5626,9.361,62.515,0.1442,0.077,-0.055,31.3125
19:05:54:052,-0.4525,0.5506,9.44,62.6943,0.0928,0.0733,-0.0446,31.3438
19:05:54:068,-0.3616,0.5267,9.6099,62.9762,0.0446,0.0739,-0.0483,31.375
19:05:54:089,-0.5267,0.4454,10.139,62.5442,-0.0061,0.1735,-0.0721,31.375
19:05:54:110,-0.6033,0.4334,10.1964,62.7706,0.0312,0.1808,-0.0696,31.5625
19:05:54:131,-0.6224,0.4334,10.0624,62.6095,0.0751,0.1704,-0.0617,31.5938
19:05:54:149,-0.6248,0.4765,9.7917,62.5871,0.1038,0.1423,-0.0574,32.0469
19:05:54:168,-0.5219,0.5841,9.4735,62.467,0.1002,0.0806,-0.0531,32.0938
19:05:54:188,-0.3951,0.7732,9.2629,62.4996,0.0623,0.0012,-0.0611,32.4844
19:05:54:207,-0.3808,1.0654,9.2243,62.5169,0.0018,-0.0305,-0.0874,32.5156
19:05:54:230,-0.5578,1.3932,9.3299,62.3954,-0.0507,0.0012,-0.1289,32.7812
19:05:54:249,-0.8043,1.6591,9.3706,62.7119,-0.0788,0.0733,-0.1503,33.0469
19:05:54:269,-0.9458,1.774,9.6673,62.6015,-0.1075,0.1313,-0.1319,33.0469
19:05:54:290,-0.8883,1.7668,10.0505,62.7224,-0.1106,0.1833,-0.077,33.2344
19:05:54:307,-0.6129,1.5562,10.4025,62.9565,-0.0635,0.2077,-0.0098,33.2344
19:05:54:330,-0.3257,1.2544,10.503,63.1172,0.0177,0.2138,0.0244,33.3438
19:05:54:350,-0.1771,1.1707,10.4504,63.1563,0.1588,0.1704,-0.0293,33.3438
19:05:54:369,-0.6368,1.2999,10.1701,63.1748,0.3335,0.1662,-0.1356,33.4844
19:05:54:390,-1.252,1.4151,9.7534,63.3531,0.4532,0.2303,-0.1845,33.4844
19:05:54:408,-1.5586,1.3908,9.2653,63.3004,0.4649,0.3024,-0.1332,33.4844
19:05:54:430,-1.7836,1.1683,9.0066,63.389,0.3457,0.347,-0.0452,33.6406
19:05:54:449,-2.0877,0.8524,9.2749,63.3066,0.1277,0.3439,0.0446,33.7812
19:05:54:470,-2.0471,0.4741,9.8806,63.19,-0.1045,0.2877,0.1527,33.7812
19:05:54:489,-1.7429,-0.0335,10.4886,62.9765,-0.3036,0.1839,0.2401,33.9531
19:05:54:510,-1.4462,-0.5148,11.1183,62.9962,-0.4111,-0.0336,0.2431,33.9531
19:05:54:531,-1.0989,-0.766,11.336,63.0062,-0.394,-0.1997,0.1826,34.2188
19:05:54:548,-1.142,-0.833,11.1972,62.9348,-0.3201,-0.1643,0.0739,34.2344
19:05:54:568,-1.7237,-0.7277,10.9193,62.9867,-0.2529,0.0214,-0.0489,34.4375
19:05:54:590,-2.394,-0.5195,10.649,62.7019,-0.212,0.1979,-0.1045,34.4531
19:05:54:615,-2.5834,-0.2273,10.4599,62.7665,-0.1631,0.168,0.0183,34.4375
19:05:54:631,-2.569,-0.2704,10.1557,62.7743,-0.0666,0.014,0.077,34.4375
19:05:54:648,-2.4993,-0.2608,9.8037,62.8236,0.0568,-0.0647,0.1362,34.625
19:05:54:683,-2.3318,-0.3927,9.3706,62.6181,0.1191,0.0342,0.2169,34.6562
19:05:54:688,-2.071,-0.5195,9.2411,62.4755,0.0819,0.1454,0.2834,35.0469
19:05:54:707,-1.951,-0.5937,9.5548,62.2731,-0.0147,0.1668,0.2926,35.0781
