Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
20:26:50:075,0.0167,0.4501,9.9571,39.7401,-0.7171,-0.0953,-0.7068,135.4844
20:26:50:196,1.6711,2.2816,9.5716,39.4577,-0.0391,0.0006,-0.0788,218.0156
20:26:50:213,1.5802,2.2026,9.8853,39.4495,-0.1179,-0.0195,-0.1387,218.0156
20:26:50:233,1.3884,2.1739,10.0481,39.5561,-0.1472,-0.0159,-0.1765,218.0156
20:26:50:253,1.2544,2.2983,9.9547,39.6034,-0.1344,0.0012,-0.1869,218.0156
20:26:50:273,1.2209,2.4036,9.7774,39.497,-0.1106,0.0067,-0.1924,218.0156
20:26:50:294,1.2209,2.461,9.6769,39.5349,-0.091,-0.0043,-0.212,218.0156
20:26:50:313,1.252,2.5041,9.6841,39.3963,-0.0776,-0.0067,-0.2395,218.0156
20:26:50:333,1.3023,2.5738,9.5548,39.3521,-0.0721,0.0293,-0.2651,218.0156
20:26:50:353,1.3454,2.6121,9.4998,39.2631,-0.0611,0.0373,-0.2987,218.0156
20:26:50:379,1.264,2.6216,9.2339,39.21,-0.0305,0.0415,-0.347,218.0156
20:26:50:394,1.1874,2.5307,9.0018,39.1981,-0.0177,0.0116,-0.3964,218.0156
20:26:50:414,1.1037,2.4371,8.8893,38.9836,-0.0421,-0.0373,-0.441,218.0156
20:26:50:435,1.0319,2.4395,8.9922,38.6871,-0.113,-0.0434,-0.4679,218.0156
20:26:50:454,0.9888,2.4778,9.1813,38.3937,-0.2211,-0.0086,-0.474,218.0156
20:26:50:476,1.0295,2.5355,9.4687,38.2366,-0.303,0.0006,-0.4807,219.5469
20:26:50:496,0.8477,2.4873,9.4735,38.094,-0.317,0.0153,-0.5162,219.5469
20:26:50:514,0.6105,2.4156,9.4998,38.0597,-0.3036,0.0098,-0.5473,219.9219
20:26:50:535,0.4836,2.4203,9.574,37.9279,-0.2883,0.0024,-0.5437,219.9219
20:26:50:554,0.4214,2.4945,9.6027,37.5925,-0.2755,0.0208,-0.5278,220.3594
20:26:50:579,0.3688,2.5113,9.6482,37.6496,-0.2724,0.0501,-0.5198,220.3594
20:26:50:595,0.3497,2.4897,9.7176,37.8113,-0.2712,0.0635,-0.5162,220.8281
20:26:50:615,0.2752,2.4467,9.8303,37.7725,-0.2553,0.0715,-0.5174,220.875
20:26:50:637,0.1077,2.4179,9.8758,37.6794,-0.2199,0.0874,-0.5119,221.4375
20:26:50:654,0.0167,2.3844,9.9763,37.4718,-0.1686,0.0904,-0.4868,221.4844
20:26:50:677,0.0479,2.3892,9.9715,37.5849,-0.1051,0.088,-0.449,222.2188
20:26:50:696,0.0167,2.4395,9.8255,37.5983,-0.0379,0.1167,-0.3946,222.2969
20:26:50:716,-0.0048,2.3509,9.95,37.6454,-0.0635,0.1124,-0.3647,223.2188
20:26:50:733,0.012,2.2744,10.1605,37.5124,-0.0947,0.0916,-0.3244,223.3125
20:26:50:753,0.1531,2.083,10.5939,37.3033,-0.1216,0.0391,-0.2871,224.2969
20:26:50:778,0.3018,1.9367,11.2905,37.3727,-0.1264,-0.0122,-0.2535,224.5
20:26:50:794,0.1172,1.8984,11.7503,37.2491,-0.0806,0.0208,-0.2248,221.6562
20:26:50:814,-0.4813,1.8577,11.9082,37.1697,0.011,0.1179,-0.1967,222.8906
20:26:50:835,-1.0175,2.0686,11.3432,36.953,0.1295,0.2504,-0.1234,222.8906
20:26:50:855,-0.754,2.2098,10.6226,36.6495,0.2199,0.2651,-0.0336,224.1562
20:26:50:877,-0.2273,1.8817,10.2491,36.168,0.2303,0.1234,-0.0574,224.1562
20:26:50:896,-0.1795,1.0941,10.4264,36.0348,0.1222,-0.1203,-0.1839,225.2812
20:26:50:913,-0.6559,0.3353,11.3815,36.0159,-0.0831,-0.4416,-0.2877,225.2812
20:26:50:934,-1.2233,-0.0933,12.8874,35.7256,-0.2211,-0.6536,-0.2914,226.3125
20:26:50:953,-1.9175,-0.4956,13.5673,35.9289,-0.1533,-0.4838,-0.179,226.3125
20:26:50:979,-2.5475,-0.5195,12.6625,35.996,0.1405,0.0458,0.1112,226.3125
20:26:50:995,-2.6384,0.2369,10.1653,35.69,0.5424,0.6176,0.5211,227.1719
20:26:51:014,-2.3892,1.0582,7.8526,35.6602,0.8277,0.8863,0.8075,227.9219
20:26:51:034,-2.0806,1.7501,6.3586,35.9098,0.8576,0.8265,0.8937,227.9219
20:26:51:054,-1.5802,2.2098,6.0069,35.9266,0.6579,0.5204,0.8234,228.5156
20:26:51:077,-0.9099,2.272,6.8016,35.873,0.3415,0.1148,0.6249,228.5156
20:26:51:096,-0.5937,1.5873,8.2741,35.874,0.0354,-0.2266,0.3286,228.9375
20:26:51:115,-1.0295,0.7851,9.7463,35.6587,-0.182,-0.4404,0.0696,228.9688
20:26:51:135,-1.6998,0.3473,11.2307,35.5661,-0.2834,-0.4966,-0.0464,229.0625
20:26:51:159,-2.3438,-0.134,11.8508,35.7436,-0.2272,-0.2437,0.0116,229.0781
20:26:51:176,-2.406,0.5937,8.8199,35.868,0.1857,0.5864,0.6206,229.3125
20:26:51:195,-1.7333,1.3813,7.8,35.794,0.2425,0.6958,0.8393,229.3281
20:26:51:215,-1.2784,1.9606,7.0603,35.7321,0.1839,0.6915,0.8967,230.0312
20:26:51:234,-0.9793,2.3222,6.8016,35.98,0.0531,0.5504,0.8332,230.1094
20:26:51:255,-0.7469,2.3868,7.3331,36.1091,-0.1026,0.3036,0.6964,230.2344
20:26:51:273,-0.7253,2.0949,8.2741,36.2339,-0.2181,0.1038,0.562,230.25
