Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
10:09:44:733,-0.1938,1.7836,9.253,26.8701,-0.0825,-0.3714,0.0171,290.6719
10:09:44:734,0.9888,1.9175,9.7606,27.3548,-0.171,-0.2932,-0.033,150.7656
10:09:44:745,0.5985,0.9242,10.7064,27.5645,-0.2779,-0.3494,-0.369,165.8906
10:09:44:761,0.122,0.0455,11.3097,27.7972,-0.2895,-0.2908,-0.5357,167.5625
10:09:44:785,-0.0814,-0.3257,11.1996,27.8192,-0.1997,-0.1289,-0.5088,167.5781
10:09:44:802,-0.134,-0.431,10.5437,27.9146,-0.0788,0.0312,-0.3995,167.5781
10:09:44:821,0.0502,-0.4095,9.871,27.7597,0.0183,0.0916,-0.2755,167.5781
10:09:44:840,0.3305,-0.2536,9.4448,27.9009,0.0727,0.0342,-0.179,167.5781
10:09:44:859,0.5124,-0.1196,9.4759,28.26,0.0782,-0.088,-0.1209,167.5781
10:09:44:886,0.6511,-0.0048,9.6769,28.2063,0.0507,-0.168,-0.088,167.5781
10:09:44:902,0.8019,0.2369,9.775,28.1643,-0.0067,-0.1338,-0.0629,167.5781
10:09:44:919,0.8019,0.4932,9.7726,28.0103,-0.1002,-0.0342,-0.0623,167.5781
10:09:44:939,0.6631,0.644,9.7558,27.9903,-0.1918,0.0476,-0.0794,167.5781
10:09:44:961,0.5171,0.8091,9.8085,27.6857,-0.237,0.088,-0.0794,167.5781
10:09:44:981,0.4693,1.0199,10.0002,27.7468,-0.2266,0.0806,-0.0623,167.5781
10:09:45:000,0.5554,1.2568,10.2371,27.6624,-0.1741,0.0568,-0.058,167.5781
10:09:45:019,0.6655,1.3358,10.4145,27.5041,-0.0941,0.0434,-0.0971,167.5781
10:09:45:040,0.5961,1.2592,10.4312,27.6262,-0.0134,0.044,-0.1771,167.5781
10:09:45:060,0.2922,1.0175,10.5365,27.7274,0.0507,0.0299,-0.2566,168.75
10:09:45:082,-0.1125,0.7564,10.5317,27.6659,0.1148,0.0348,-0.2773,168.75
10:09:45:101,-0.6033,0.6344,10.2993,27.6956,0.1784,0.0635,-0.2199,169.4844
10:09:45:121,-0.8501,0.7588,10.0026,27.8936,0.2382,0.0733,-0.0959,169.4844
10:09:45:142,-0.7421,1.1228,9.4591,28.1192,0.2785,0.0867,0.0525,169.8281
10:09:45:161,-0.4119,1.3167,9.4615,28.1308,0.2523,0.0098,0.1277,169.8281
10:09:45:182,-0.4621,1.2353,10.4001,28.2876,0.1802,-0.0837,0.0928,170.0156
10:09:45:202,-0.8812,0.9912,10.6226,28.3611,0.1668,0.0336,0.058,170.0156
10:09:45:221,-1.1492,0.862,9.7726,28.309,0.2199,0.2566,0.1197,170.1562
10:09:45:241,-0.9721,1.0941,9.3323,28.414,0.2266,0.3134,0.2425,170.1719
10:09:45:259,-0.6344,1.4653,9.6242,28.2932,0.1552,0.2517,0.3048,170.2969
10:09:45:282,-0.565,1.5682,9.8949,28.3194,0.0935,0.2303,0.2449,170.3125
10:09:45:301,-0.6799,1.4342,9.6601,28.258,0.0898,0.2639,0.1307,170.4531
10:09:45:321,-1.0654,1.2544,9.2243,28.2897,0.1087,0.2633,0.0531,170.4688
10:09:45:342,-1.4174,1.3549,8.8487,27.9754,0.0959,0.2065,0.0757,170.9062
10:09:45:359,-1.1444,1.6472,8.7984,27.8359,-0.0428,0.1387,0.2822,170.9375
10:09:45:381,-1.2018,1.7955,8.997,27.6092,-0.1313,0.0782,0.3091,171.4375
10:09:45:401,-1.2832,1.9295,9.4017,27.5877,-0.1906,0.0134,0.3128,171.4844
10:09:45:420,-1.2425,1.9848,9.6769,27.7493,-0.1851,0.0018,0.3085,171.5312
10:09:45:439,-1.3095,1.9367,9.4687,27.7737,-0.1771,0.0916,0.3011,171.5312
10:09:45:459,-1.319,1.8745,9.3132,27.7712,-0.2291,0.1759,0.3073,171.3281
10:09:45:482,-1.3454,1.908,9.5788,27.6668,-0.2932,0.1741,0.2792,171.0938
10:09:45:501,-1.2712,1.9056,9.9882,27.8103,-0.2871,0.1576,0.2254,171.0938
10:09:45:521,-1.0152,1.9032,10.2251,27.9354,-0.1985,0.1961,0.1662,170.4531
10:09:45:541,-1.1252,1.7644,9.6817,27.9504,-0.0947,0.3085,0.0647,170.4531
10:09:45:560,-2.5522,0.9482,8.8319,28.0469,-0.0733,0.3873,-0.033,169.9844
10:09:45:582,-3.5839,0.0024,7.599,27.9909,-0.2071,0.3916,0.1429,169.9844
10:09:45:602,-3.0763,0.285,8.5445,27.8714,-0.4777,0.2498,0.6426,169.8125
10:09:45:620,-2.1978,1.1468,9.5309,27.7454,-0.7245,0.3683,0.9993,169.8125
10:09:45:642,-0.6105,2.1523,10.5461,27.762,-0.8851,0.507,1.1209,169.2812
10:09:45:659,-0.3688,2.758,11.5517,27.6084,-0.7929,0.5644,0.7416,169.2812
10:09:45:682,-1.5419,1.841,11.5517,27.5145,-0.3769,0.3292,0.2052,168.5781
10:09:45:702,-2.7006,0.8282,10.448,27.7896,0.0745,0.0476,-0.0324,168.5781
10:09:45:721,-3.5671,0.3975,10.2395,27.7929,0.2706,-0.0965,0.069,167.875
10:09:45:742,-3.766,0.553,9.8399,27.8946,0.3506,-0.1087,0.3885,167.875
10:09:45:759,-2.5065,1.4462,9.3706,27.9559,0.3702,-0.1765,0.7471,167.25
10:09:45:782,-0.7995,2.5379,9.428,27.9511,0.2205,-0.2401,0.8271,167.1719
10:09:45:802,-0.4597,2.837,10.3834,28.0019,-0.0293,-0.1625,0.5479,166.75
10:09:45:820,-1.0247,2.3892,10.6705,27.9873,-0.1161,0.0342,0.223,166.7031
10:09:45:843,-1.4653,2.0518,10.1821,27.955,0.2065,0.0415,0.0086,166.6094
10:09:45:860,-1.5682,2.2074,9.0951,27.9327,0.3488,-0.0623,-0.0018,166.6094
10:09:45:880,-1.3334,2.2241,9.0281,27.9211,0.4416,-0.1423,-0.0232,165.75
10:09:45:900,-1.3956,2.3916,9.2363,27.884,0.5217,-0.1918,-0.0861,165.6562
10:09:45:921,-1.4868,2.406,9.3227,28.0871,0.6359,-0.1747,-0.1429,163.4219
10:09:45:939,-1.6567,2.4108,8.8798,28.2279,0.7764,-0.168,-0.2071,163.2031
10:09:45:961,-2.0638,2.581,8.741,28.3089,0.865,-0.2498,-0.2608,162.1406
10:09:45:984,-2.2098,2.7173,8.8774,28.4212,0.8979,-0.3366,-0.2492,162.0312
10:09:46:001,-2.5642,2.7748,8.8606,28.5566,0.846,-0.3183,-0.1924,162
10:09:46:019,-3.3087,2.9303,8.9994,28.5335,0.7177,-0.1582,-0.0745,160.8281
10:09:46:039,-3.8115,3.3422,8.231,28.4458,0.5394,0.0373,0.1619,160.8281
10:09:46:059,-3.0356,3.1125,7.3738,28.455,0.2822,-0.0385,0.5467,159.3438
10:09:46:084,-1.7907,2.8705,7.7234,28.501,-0.1045,-0.3189,0.7752,159.3281
10:09:46:101,-1.7094,3.1053,8.4823,28.4266,-0.4759,-0.4441,0.7544,159
10:09:46:120,-1.9896,2.9973,9.7606,28.2646,-0.6994,-0.4343,0.7605,159
10:09:46:142,-1.3406,3.2919,10.9723,28.3454,-0.6585,-0.4923,0.7837,159.0312
10:09:46:160,-0.4884,3.4762,10.9313,28.3539,-0.3543,-0.5278,0.667,159.0312
10:09:46:182,-0.2994,3.1914,10.3232,28.4023,-0.1698,-0.493,0.4416,159.2188
10:09:46:202,-0.0598,2.5232,10.6226,28.5564,-0.3378,-0.2804,0.2712,159.2188
10:09:46:220,-0.6655,1.8769,10.3472,28.5522,-0.6634,0.3152,0.1313,159.7188
10:09:46:241,-1.4127,1.5682,10.3543,28.5099,-0.9957,0.8075,0.1124,159.7188
10:09:46:260,-1.5347,1.4414,10.6849,28.6918,-1.1362,0.8534,0.2223,160.3594
10:09:46:281,-0.9745,1.4653,11.5421,28.7789,-0.9908,0.4215,0.3183,160.4219
10:09:46:302,-0.5363,0.9577,12.4182,28.6046,-0.6096,-0.1698,0.2572,160.7969
10:09:46:319,-0.62,0.1149,12.7367,28.7634,-0.1234,-0.7092,0.1405,160.8438
10:09:46:344,-0.7612,-0.4549,12.9042,28.7377,0.3024,-1.0158,0.1405,160.1719
10:09:46:364,0.1101,0.0502,10.1031,28.8098,0.5485,-0.1857,0.4862,160.1094
10:09:46:380,0.7828,0.6105,8.2478,28.9211,0.3775,0.314,0.5937,158.6562
10:09:46:399,1.0343,0.996,7.2278,29.0171,0.1484,0.4227,0.5608,158.5156
10:09:46:419,0.9194,1.2066,7.4097,29.1224,-0.0269,0.171,0.4545,157.0312
10:09:46:439,0.6129,1.1492,8.1425,29.0348,-0.1112,-0.1246,0.358,156.8906
10:09:46:459,0.3975,1.2305,8.3387,29.4007,-0.1619,-0.2114,0.3323,155.875
10:09:46:481,0.3497,1.4055,8.5995,29.3424,-0.2553,-0.1399,0.3506,155.7812
10:09:46:500,0.3329,1.4462,8.8271,29.4047,-0.4093,0.0531,0.3561,155.3594
10:09:46:519,0.7325,1.5969,9.2821,29.4983,-0.5492,0.2223,0.3396,154.7812
10:09:46:539,0.6416,1.9391,9.7128,29.6243,-0.5064,0.1949,0.2504,154.7812
10:09:46:560,-0.3257,1.4004,9.21,29.6298,-0.292,0.0525,0.1057,154.1094
10:09:46:581,-0.1842,1.1898,9.2964,29.6524,-0.2266,-0.0757,0.182,154.1094
10:09:46:600,-0.0502,1.2975,9.4065,30.1166,-0.2413,-0.0367,0.2627,153.8906
10:09:46:619,0.1795,1.2951,9.6434,30.1427,-0.2822,0.0165,0.2828,153.8906
10:09:46:641,0.0263,1.1898,9.8471,30.2915,-0.2957,0.077,0.2718,153.1094
10:09:46:685,0.0502,1.1587,9.8013,30.3696,-0.2504,0.1045,0.2889,153.1094
10:09:46:686,0.3018,1.3573,9.629,30.4622,-0.1533,0.0843,0.3372,151.7812
10:09:46:700,0.577,1.5682,9.4424,30.5524,-0.0739,0.0525,0.3518,151.7812
10:09:46:719,0.7588,1.7022,9.2701,30.681,-0.0947,0.102,0.3225,150.875
10:09:46:740,0.8764,1.8793,9.373,30.7598,-0.193,0.2187,0.2669,150.875
10:09:46:759,0.984,1.9801,9.6458,30.468,-0.2633,0.3225,0.2016,150.2188
10:09:46:780,0.9769,2.1811,9.9069,30.4568,-0.2419,0.3769,0.135,150.1562
10:09:46:800,0.8306,2.2648,9.9954,30.5613,-0.1778,0.4013,0.0531,149.4531
10:09:46:819,0.5052,2.1954,9.9715,30.6244,-0.1179,0.3971,-0.0403,149.375
10:09:46:840,0.3449,2.2026,10.0887,30.8332,-0.0379,0.3207,-0.0867,149.0156
10:09:46:860,0.2369,2.2983,10.2323,31.0237,0.0745,0.1985,-0.102,148.9688
10:09:46:881,0.146,2.3294,10.3496,31.0624,0.204,0.0593,-0.1625,148.5312
10:09:46:899,0.1795,2.15,10.8093,31.13,0.2095,0.0348,-0.215,148.4844
10:09:46:919,0.0933,1.9753,11.3527,31.4768,0.212,0.0721,-0.2627,147.9375
10:09:46:940,-0.0526,1.6807,11.4413,31.6525,0.2388,0.149,-0.3005,147.875
10:09:46:960,-0.4645,1.4318,11.2857,31.7484,0.2889,0.1833,-0.3183,147.25
10:09:46:980,-0.9793,1.319,11.348,32.0258,0.3335,0.1631,-0.2578,147.1875
10:09:47:000,-1.0941,1.4079,11.2331,31.9728,0.3964,0.2199,-0.0605,146.5
10:09:47:019,-0.7301,1.9487,10.8093,32.0329,0.4368,0.3073,0.1857,145.9062
10:09:47:039,0.3281,2.5017,10.558,32.3086,0.3518,0.1979,0.2456,145.9062
10:09:47:059,0.9314,2.2839,12.6553,32.5615,0.0922,-0.1454,-0.1197,145.6562
10:09:47:080,-0.201,0.6559,14.3623,32.7655,-0.0501,-0.2792,-0.7129,145.6562
10:09:47:100,-1.5299,-0.7636,13.6128,32.8673,0.0635,-0.1558,-1.0305,145.7812
10:09:47:119,-2.4514,-1.7118,11.5253,33.1317,0.2388,0.2529,-0.9468,145.7812
10:09:47:140,-2.6384,-1.628,9.4783,33.4091,0.4349,0.5736,-0.4465,146.0312
10:09:47:160,-1.8003,-0.6105,8.4392,33.7514,0.5699,0.529,0.1997,146.0312
10:09:47:181,-0.5602,0.7564,8.5086,33.9923,0.6249,0.1894,0.5284,146.0312
10:09:47:200,0.4645,2.0471,8.511,34.2017,0.598,-0.1894,0.3347,146.4375
10:09:47:220,0.3066,1.8458,8.9779,34.287,0.4197,-0.3757,-0.2217,147.0625
10:09:47:241,-0.3736,1.0654,9.4735,34.5267,0.1662,-0.2297,-0.6713,147.0625
10:09:47:259,-1.1085,0.577,9.0879,34.9004,0.0024,-0.014,-0.9016,147.7031
10:09:47:281,-1.6543,0.201,8.298,35.14,-0.0519,0.0367,-0.9474,147.7031
10:09:47:300,-2.0853,0.122,7.5006,35.4361,-0.055,-0.0391,-0.8161,147.5781
10:09:47:319,-2.1595,0.2874,7.235,35.6122,-0.0611,-0.2193,-0.5711,147.5781
10:09:47:340,-1.9753,0.5267,7.6062,35.6025,-0.0568,-0.4111,-0.314,147.4531
10:09:47:360,-1.8051,0.7804,8.068,35.7479,-0.011,-0.2798,0.1014,147.4531
10:09:47:381,-1.9391,0.9553,8.2454,35.7878,-0.0525,-0.0263,0.2792,149.2031
10:09:47:399,-2.0997,1.1803,8.3172,35.8367,-0.1497,0.2004,0.4563,149.375
10:09:47:419,-2.1188,1.6424,8.6545,35.8186,-0.2462,0.2773,0.6377,150.75
10:09:47:439,-1.6974,2.1188,9.1167,36.0554,-0.2737,0.2596,0.7904,150.8906
10:09:47:460,-1.1109,2.6456,9.3203,35.898,-0.2132,0.2437,0.8295,150.1875
10:09:47:481,-0.5937,3.3039,8.875,35.9296,-0.1161,0.2126,0.7135,150.0781
10:09:47:499,-0.6799,3.4355,8.6139,36.1013,-0.0904,0.1423,0.4618,150.0781
10:09:47:519,-0.8139,3.2728,8.5995,36.2336,-0.1814,0.1503,0.2572,151.8125
10:09:47:539,-0.9721,3.2154,9.1454,36.5751,-0.3421,0.1747,0.1319,151.8125
10:09:47:559,-1.2377,3.0452,10.0816,36.6868,-0.4484,0.1423,0.0458,153.75
10:09:47:581,-1.209,2.5642,10.8308,36.8726,-0.4441,0.044,0.0079,153.75
10:09:47:600,-0.984,1.9753,11.7861,36.8505,-0.3616,-0.1295,0.0024,154.7812
10:09:47:620,-0.8453,1.3597,12.6,37.0455,-0.2431,-0.2107,0.014,154.7812
10:09:47:640,-0.5578,1.0439,12.6,37.1409,-0.1448,-0.0721,0.0654,154.8438
10:09:47:659,-0.146,1.142,12.3129,37.315,-0.1344,0.1942,0.1081,154.8438
10:09:47:681,0.1723,1.3573,12.0326,37.439,-0.2462,0.5015,0.0464,154.8438
10:09:47:700,0.4813,1.3884,12.1502,37.6313,-0.4129,0.6713,-0.1448,154.0312
10:09:47:719,0.4573,0.766,13.3065,37.8102,-0.5272,0.562,-0.4948,152.4062
10:09:47:741,-0.3975,-0.8859,14.5442,37.9963,-0.4484,0.3048,-0.8937,152.4062
10:09:47:760,-1.3932,-2.5618,14.6949,38.2009,-0.1484,0.1509,-1.0794,150.6562
10:09:47:782,-1.6711,-3.4666,12.9975,38.4475,0.2291,0.2449,-0.934,150.6562
10:09:47:801,-1.2568,-2.9806,10.6298,38.5202,0.5125,0.4154,-0.5571,149.8906
10:09:47:819,-0.146,-1.3932,8.4416,38.7437,0.6298,0.4746,-0.1985,149.8125
10:09:47:841,0.7612,0.1292,7.168,38.8209,0.5382,0.3665,-0.1484,149.5781
10:09:47:860,0.7995,0.7253,7.1225,39.0119,0.2999,0.2321,-0.3702,149.5625
10:09:47:884,-0.6607,0.1627,7.5461,39.3343,0.0183,0.025,-0.7507,149.5156
10:09:47:901,-1.0606,-0.012,7.8144,39.4211,-0.0147,-0.0916,-0.7177,149.5156
10:09:47:919,-1.3047,0.1603,8.2813,39.6543,-0.0434,-0.1576,-0.6121,149.4375
10:09:47:939,-1.1539,0.431,8.5732,39.6958,-0.0195,-0.19,-0.4777,149.4219
10:09:47:961,-0.8764,0.7804,8.5875,39.7449,0.025,-0.1594,-0.3757,149.2344
10:09:47:982,-0.8258,1.1444,8.3172,39.8106,0.033,-0.0556,-0.3299,149.2031
10:09:48:001,-0.9362,1.573,8.135,39.9236,-0.0257,0.0702,-0.3079,149.75
10:09:48:020,-1.0199,1.9558,8.2884,40.0062,-0.1258,0.1655,-0.2944,151.7188
10:09:48:039,-1.1276,2.1643,8.8271,40.0666,-0.2089,0.2083,-0.317,151.7188
10:09:48:060,-1.2736,2.0758,9.3658,40.143,-0.2181,0.2138,-0.3677,153.5781
10:09:48:083,-1.6304,1.7668,9.7846,40.041,-0.1503,0.1686,-0.4239,153.5781
10:09:48:102,-2.1787,1.4844,9.9117,40.2556,-0.0446,0.1106,-0.4251,153.5938
10:09:48:120,-2.5977,1.264,9.9691,40.5834,0.0635,0.0544,-0.328,154.0469
10:09:48:141,-2.7126,1.2688,9.8758,40.4958,0.1582,0.0257,-0.1411,154.0469
10:09:48:159,-2.5232,1.5754,9.5788,40.647,0.193,0.0715,0.077,155.1562
10:09:48:183,-2.4586,1.8649,9.696,40.7553,0.1564,0.0959,0.2254,156.7656
10:09:48:202,-2.77,1.8529,10.1342,40.7828,0.135,0.0428,0.3018,156.7656
10:09:48:221,-3.2249,1.5179,10.4767,40.8374,0.1759,-0.0568,0.3818,157.9844
10:09:48:242,-3.4834,1.1539,10.7112,41.0086,0.2431,-0.1545,0.5241,157.9844
10:09:48:259,-3.4738,1.1228,10.9651,41.0623,0.3121,-0.1985,0.7269,158.7812
10:09:48:283,-3.146,1.5491,10.6466,41.1978,0.3647,-0.1185,0.9505,158.7812
10:09:48:302,-2.3629,2.2098,10.0313,41.3242,0.292,0.069,1.1124,159.3594
10:09:48:321,-1.9968,2.4179,10.1988,41.5288,0.0678,0.1778,1.0763,159.4219
10:09:48:341,-2.0088,1.9968,11.1541,41.6019,-0.1051,0.0629,0.9016,160.0625
10:09:48:360,-1.9825,1.3262,12.2315,41.5607,-0.1387,-0.1252,0.7086,160.125
10:09:48:384,-2.6862,-0.4765,12.7654,41.981,0.1209,-0.0727,0.4392,160.9375
10:09:48:403,-2.6838,-0.711,10.8284,42.1631,0.306,0.201,0.5522,161.0312
10:09:48:420,-1.7453,-0.0191,8.9946,42.3701,0.2737,0.3861,0.7465,161.5156
10:09:48:441,-0.5195,0.6009,8.7027,42.3755,0.0312,0.3146,0.7495,161.5625
10:09:48:459,-0.1412,0.4023,9.574,42.7423,-0.2199,0.0892,0.4881,161.2969
10:09:48:485,-0.51,-0.5602,10.5461,42.8157,-0.2724,-0.1631,0.1771,161.2656
10:09:48:500,-0.6583,-1.209,10.4575,43.0432,-0.1344,-0.2633,0.0464,160.625
10:09:48:519,-0.5578,-1.2903,9.5812,43.3104,-0.0006,-0.1405,0.0678,159.375
10:09:48:540,-0.2512,-0.7971,8.5756,43.3842,0.0226,0.099,0.1484,159.375
10:09:48:559,0.3712,0.0598,7.7474,43.4785,-0.0024,0.2492,0.2077,157.0625
10:09:48:583,0.7493,0.8812,7.491,43.5494,-0.0079,0.1814,0.1319,157.0625
10:09:48:601,0.577,1.439,7.5078,43.881,0.0134,0.0098,-0.0605,157.0312
10:09:48:620,-0.0837,1.7596,7.7115,43.9779,0.0391,-0.1411,-0.2645,154.8594
10:09:48:641,-1.0726,1.9295,7.5894,44.1686,0.0605,-0.2309,-0.4025,154.8281
10:09:48:661,-1.6137,2.3222,7.5437,44.1019,0.0312,-0.3066,-0.4264,153.5
10:09:48:685,-1.7333,2.8442,7.9244,44.2762,-0.0965,-0.3543,-0.4251,153.4844
10:09:48:701,-2.0495,3.0957,8.7051,44.2938,-0.2816,-0.3696,-0.5088,152.4219
10:09:48:762,-2.4419,2.9782,9.5764,44.4133,-0.4087,-0.4459,-0.6365,150.7656
10:09:48:762,-2.8035,2.6192,10.3543,44.3961,-0.4087,-0.5919,-0.744,150.7656
10:09:48:763,-3.2154,1.9968,10.6849,44.2246,-0.3134,-0.6994,-0.7917,149.9844
10:09:48:781,-3.5839,1.4127,10.5987,44.174,-0.2034,-0.6884,-0.7281,149.9844
10:09:48:803,-3.8713,1.0774,10.5293,44.1562,-0.1527,-0.5742,-0.5443,149.875
10:09:48:819,-3.8282,1.1133,10.5461,44.459,-0.1576,-0.4306,-0.2804,149.875
10:09:48:842,-3.2034,1.4892,10.8595,44.5076,-0.1716,-0.3635,-0.0342,149.4844
10:09:48:860,-2.4754,1.7979,11.123,44.7652,-0.1368,-0.3683,0.0947,149.4531
10:09:48:883,-1.6161,1.884,11.3073,44.7851,0.1057,-0.3048,0.1112,149.3594
10:09:48:903,-0.7325,2.6743,10.4815,44.867,0.1753,0.0061,0.1258,149.3594
10:09:48:921,-0.5387,3.201,9.7654,45.2372,0.0421,0.3573,-0.0318,150.0469
10:09:48:941,-1.0798,2.6958,10.0935,45.508,-0.1374,0.4087,-0.3354,150.1094
10:09:48:959,-1.4174,1.9104,10.8643,45.7865,-0.1368,0.1307,-0.5559,151
10:09:48:986,-1.439,1.2497,11.4174,45.7647,-0.0421,-0.1063,-0.6738,151.0938
10:09:49:001,-1.3334,0.6105,11.6689,46.1645,-0.0367,-0.0489,-0.7367,152.2344
10:09:49:019,-1.5538,-0.0861,11.9848,46.3421,-0.1069,0.2474,-0.7611,153.9062
10:09:49:040,-1.9992,-0.7397,11.6043,46.5351,-0.0874,0.587,-0.6719,153.9062
10:09:49:060,-1.9777,-0.9194,10.5748,46.7867,0.0318,0.8057,-0.3989,155.5
10:09:49:083,-1.3741,-0.3162,9.3514,47.0856,0.1301,0.901,-0.0385,155.5
10:09:49:101,-0.6559,0.5363,8.4512,47.1899,0.1429,0.8918,0.2126,155.5
10:09:49:119,-0.3855,0.9242,7.8072,47.3107,0.0916,0.8369,0.2761,155.875
10:09:49:142,-0.7229,0.8163,7.3618,47.6023,0.0079,0.7868,0.2498,155.875
10:09:49:160,-1.1611,0.778,7.1847,47.8853,-0.0702,0.7196,0.2614,155.6719
10:09:49:182,-1.5658,0.8572,6.859,48.053,-0.1264,0.6451,0.328,155.6719
10:09:49:202,-1.8314,0.9242,6.6724,48.3832,-0.2291,0.551,0.4288,155.4375
