Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
20:48:56:327,-0.6068,0.4603,9.5087,53.1167,-0.008,0.5192,-0.3439,81.625
20:48:56:358,-0.3219,1.1618,7.9393,52.7604,-0.0908,0.3408,-0.1529,81.625
20:48:56:371,1.0428,1.6107,8.9628,50.7148,-0.2245,-0.3026,-0.1167,81.625
20:48:56:386,1.1422,1.5461,11.1535,52.5221,-0.1867,-0.7679,-0.4499,196.4844
20:48:56:406,0.6992,0.8757,12.0334,53.0878,0.0256,-0.6912,-0.7284,196.6562
20:48:56:428,-0.0322,0.568,10.9165,55.4612,0.2786,-0.3493,-0.7998,197.1406
20:48:56:454,-0.5362,0.6171,9.1041,51.9377,0.4328,-0.1322,-0.6882,197.9844
20:48:56:471,-0.5697,1.0792,7.7729,53.3659,0.4943,-0.129,-0.5031,198.9062
20:48:56:483,-0.3913,1.637,7.0678,53.922,0.5236,-0.2624,-0.3567,199.6719
20:48:56:508,-0.1064,2.0812,6.747,54.4284,0.5047,-0.3386,-0.3015,200.25
20:48:56:523,-0.031,2.475,6.6955,52.8355,0.3662,-0.3658,-0.3103,200.6719
20:48:56:543,0.0241,2.6043,7.1205,53.3344,0.1209,-0.3389,-0.33,201
20:48:56:572,-0.0154,2.633,7.8292,54.0865,-0.134,-0.2281,-0.3654,201.375
20:48:56:583,-0.1711,2.4391,8.478,54.9455,-0.3252,-0.1048,-0.3953,201.7656
20:48:56:607,-0.5039,2.2069,8.8479,54.5142,-0.4261,-0.0172,-0.387,202.1875
20:48:56:625,-0.9241,1.971,9.2178,54.0139,-0.4416,0.0076,-0.2701,202.625
20:48:56:642,-1.3215,1.6059,9.4309,52.2686,-0.3342,0.0457,-0.0315,202.8594
20:48:56:672,-1.3993,1.989,9.6476,53.1423,-0.1225,0.0915,0.3243,203.25
20:48:56:684,-0.7002,2.3338,9.1879,53.1386,0.0871,0.1517,0.5342,203.4531
