Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
13:29:36:499,-1.5453,-0.9583,7.6352,57.2712,1.1627,-0.8092,0.2961,70.3281
13:29:36:515,-1.5801,-0.6458,7.4209,57.7638,0.9428,-0.3383,0.2631,70.3281
13:29:36:548,-1.9631,-0.2005,7.0738,58.3404,0.8301,-0.3018,0.2934,70.3281
13:29:36:566,-1.768,0.2161,7.1935,58.0465,0.7145,-0.4233,0.2529,219.5312
13:29:36:576,-1.4556,0.428,7.2115,57.9005,0.5737,-0.4443,0.1624,219.2812
13:29:36:596,-1.3071,0.659,7.8734,58.2281,0.5015,-0.3745,0.0721,219.0312
13:29:36:616,-1.2329,0.744,8.2422,59.1231,0.5462,-0.2076,-0.0113,218.7656
13:29:36:651,-1.7788,0.7811,7.81,57.8983,0.5891,-0.2659,0.0303,218.7188
13:29:36:660,-2.09,0.847,7.5419,57.4875,0.5217,-0.1876,0.1501,218.7812
13:29:36:674,-2.0852,1.1797,7.1672,58.3202,0.3433,0.014,0.3467,218.7812
13:29:36:700,-2.0397,1.716,7.002,57.3485,0.0008,0.01,0.4825,218.6562
13:29:36:718,-1.8458,1.9148,8.466,58.2066,-0.171,-0.0366,0.4852,218.3125
13:29:36:732,-2.1966,1.971,9.887,58.094,-0.0807,-0.0731,0.4838,217.75
13:29:36:753,-2.7041,1.8765,10.4771,59.4338,0.1481,-0.0835,0.6252,217.1875
13:29:36:783,-2.1583,1.5137,10.4221,59.8021,0.3547,-0.202,0.7081,216.625
13:29:36:792,-1.6651,1.5317,10.3838,57.5078,0.4533,-0.3823,0.6516,215.9531
13:29:36:811,-1.0976,1.6933,9.8642,58.7749,0.3483,-0.2065,0.5304,215.1719
13:29:36:831,-1.0462,1.7639,9.3531,58.3115,0.0208,0.026,0.4447,214.4531
13:29:36:855,-1.0222,1.2863,9.9193,58.4767,-0.3665,-0.3639,0.3427,214.1562
13:29:36:876,-1.2952,0.2173,12.7337,59.0515,-0.2876,-0.9863,0.3025,213.6406
13:29:36:891,-1.6148,-0.7308,14.57,57.706,0.3963,-1.1208,0.527,213.1719
13:29:36:912,-1.3107,-0.58,12.7157,58.8621,1.1207,-0.647,0.8585,212.8281
13:29:36:931,-0.4021,0.015,9.9899,60.0005,1.407,0.3916,1.0359,212.0781
13:29:36:950,0.5185,0.9858,6.2598,58.4276,0.8453,0.3799,0.9038,211.1562
13:29:36:970,0.7639,1.8597,6.1712,59.779,0.0634,-0.5524,0.6431,211.1562
13:29:36:991,0.8189,1.6538,9.8427,59.7624,-0.0839,-0.9106,0.3789,210
13:29:37:014,0.376,0.4591,12.778,59.8548,0.4581,-1.2278,0.3267,209.0156
13:29:37:030,0.5029,0.0616,13.507,59.0081,1.1942,-0.9514,0.3834,208.3281
13:29:37:048,0.5651,0.8254,11.3857,59.179,1.4663,-0.1695,0.4205,207.9375
13:29:37:069,0.9518,1.5329,7.3826,60.2329,0.9816,0.2074,0.3805,207.6562
13:29:37:092,0.8141,2.256,5.3021,58.9549,0.1217,0.2383,0.3054,207.2812
13:29:37:109,0.5879,2.5816,6.5925,59.6194,-0.5553,0.3421,0.2034,206.8125
13:29:37:128,0.7842,2.2224,9.0909,58.9614,-0.7271,0.4199,0.1294,206.3594
13:29:37:148,0.5041,1.9567,10.2844,59.5925,-0.5353,0.3304,0.1051,206
13:29:37:168,0.4395,1.9866,9.8056,58.9669,-0.3398,0.161,0.0868,205.7188
13:29:37:189,0.449,1.9962,8.4852,58.8753,-0.3273,-0.1482,0.0434,205.3906
13:29:37:210,0.4299,2.056,7.7238,59.4393,-0.3904,-0.4877,-0.0105,205.3281
