Time,Cell_Type,Cell_ID,Cell_RSSI
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-67, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-64, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-66, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-66, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-64, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-61, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-60, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-58, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-68, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-62, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-63, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-76, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-72, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-67, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-73, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-74, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-73, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-66, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-67, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-77, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-73, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-79, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-77, -117, -128]"
21:06,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-76, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-72, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-75, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-78, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-71, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-74, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-67, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-83, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-81, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-79, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-83, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-85, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-84, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-83, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-88, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-86, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-90, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-88, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-88, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-91, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-91, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-96, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-93, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-86, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-86, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-93, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-90, -99, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-85, -103, -117, -128]"
21:07,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-82, -105, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-85, -106, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-79, -101, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-76, -100, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-76, -98, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-75, -100, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-66, -93, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-65, -94, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-59, -81, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-69, -81, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-73, -102, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-70, -101, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 257, 172, 178]","[-75, -103, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-67, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-53, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-59, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-75, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-73, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-73, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-68, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-70, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-68, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-68, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-67, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-72, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-68, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-66, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-66, -117, -128]"
21:08,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-77, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-79, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-72, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-71, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-73, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-70, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-70, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-65, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-71, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-68, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-74, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte']","[298, 172, 178]","[-77, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-74, -97, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-79, -89, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-81, -94, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-88, -87, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-84, -93, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-89, -86, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-87, -89, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-91, -92, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-87, -87, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-85, -83, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 172, 178]","[-85, -99, -117, -128]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[296, 298, 176, 172, 178]","[-89, -89, -127, -111, -121]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[296, 298, 176, 172, 178]","[-86, -86, -127, -111, -121]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[296, 298, 176, 172, 178]","[-84, -73, -127, -111, -121]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 176, 172, 178, 171]","[-71, -91, -131, -110, -122, -125]"
21:09,"['Lte', 'Lte', 'Lte', 'Lte', 'Lte', 'Lte']","[298, 296, 176, 172, 178, 171]","[-69, -92, -131, -110, -122, -125]"
