Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
21:17:26:540,-1.2209,-0.8038,14.6359,56.5192,0.3947,-0.2741,0.1682,40.6406
21:17:26:580,1.2008,1.7771,4.931,55.6712,0.1936,0.2761,-0.02,40.4375
21:17:26:595,0.4694,1.8585,6.4465,54.3657,0.0035,-0.3769,-0.2946,40.4375
21:17:26:607,0.1462,1.5161,7.7885,55.3892,0.0165,-1.072,-0.5282,228.9688
21:17:26:627,0.3892,1.4024,8.472,55.6854,0.1926,-1.3751,-0.6659,229.3906
21:17:26:647,0.3928,1.5652,8.4792,54.2523,0.5017,-1.3056,-0.8669,230.2031
21:17:26:667,-0.1866,1.3342,7.2378,56.142,0.6618,-1.1535,-0.9649,231.1562
21:17:26:695,-0.7768,1.0014,6.7781,55.7265,0.5505,-0.8116,-0.9514,231.7188
21:17:26:712,-1.3191,1.4874,6.5914,53.7201,0.3265,-0.3751,-0.7966,232.9375
21:17:26:727,-0.9217,1.8537,6.4465,55.6768,0.0426,-0.0438,-0.5737,234.1562
21:17:26:745,-0.2261,2.4391,6.7613,56.576,-0.2085,0.0585,-0.4145,235.1719
21:17:26:766,0.218,2.7563,7.324,55.6211,-0.331,0.0625,-0.4099,235.9531
21:17:26:785,-0.0645,2.578,7.9824,55.6384,-0.3044,-0.1008,-0.5021,236.5312
21:17:26:813,-0.4249,2.2823,8.472,57.1884,-0.1718,-0.2518,-0.5833,237.0156
21:17:26:824,-0.8044,2.0201,8.8647,54.3655,0.0469,-0.3213,-0.4965,237.5625
21:17:26:849,-0.8403,1.8896,8.885,55.386,0.2746,-0.2592,-0.3013,238.2969
21:17:26:868,-1.0031,2.1781,8.7054,54.9225,0.4522,-0.1415,-0.097,239.2812
21:17:26:884,-0.6667,2.4427,8.2829,56.41,0.5337,-0.0715,0.0226,239.6406
21:17:26:914,-0.4967,2.8401,7.9273,55.3612,0.4772,-0.2174,-0.0632,239.7031
21:17:26:923,-0.8558,3.2076,8.4121,54.9902,0.3073,-0.39,-0.2262,239.5938
