Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
19:59:49:481,-0.2776,3.7188,6.6967,56.834,-0.0975,-0.0343,0.6068,77.7188
19:59:49:520,-0.1735,2.7731,10.5669,57.1545,-0.5542,-1.2141,-0.3477,75.8594
19:59:49:540,1.0332,3.0041,10.4209,59.4199,-0.6394,-1.1997,-0.3956,75.8594
19:59:49:559,0.637,3.5811,10.8291,59.6324,-0.7846,-1.1113,-0.668,75.8594
19:59:49:578,0.6501,3.1214,12.3231,58.3801,-0.8184,-0.6708,-0.8869,207.5625
19:59:49:608,0.4754,2.0429,13.3933,56.4539,-0.6493,-0.4059,-1.0627,208.3594
19:59:49:618,-0.055,1.06,12.8067,55.5996,-0.3143,-0.5736,-1.1059,209.3281
19:59:49:643,-0.292,1.0098,11.3175,58.2006,0.0488,-0.6919,-1.0039,211.2031
19:59:49:660,-0.2573,1.0026,9.8463,57.1926,0.3484,-0.4314,-0.8134,212.5469
19:59:49:676,-0.4416,1.4635,9.5674,57.5789,0.5782,0.1665,-0.5873,212.5469
19:59:49:709,-0.8175,2.3601,9.8223,57.0617,0.7896,0.9582,-0.3543,214.6875
19:59:49:715,-0.851,2.7037,6.3807,58.6817,0.6285,0.9651,-0.1623,214.6875
19:59:49:743,-0.6703,2.7348,6.1305,56.8685,-0.2746,-0.469,-0.1378,215.5781
19:59:49:762,-0.1016,3.0855,8.1895,57.4721,-0.7068,-0.576,-0.223,215.6094
19:59:49:775,0.1486,2.8389,8.6001,58.0397,-0.6802,0.045,-0.3319,215.6094
19:59:49:795,-0.0574,2.6594,8.3487,54.841,-0.4913,0.138,-0.3636,215.8281
19:59:49:814,-0.1328,2.7085,8.059,57.9903,-0.2511,-0.1403,-0.3546,216.1875
19:59:49:842,0.0037,2.8725,7.9154,56.0107,-0.0687,-0.3995,-0.3807,216.5625
19:59:49:864,-0.0083,3.0424,7.5239,58.3512,-0.0061,-0.3888,-0.4305,216.9688
19:59:49:874,-0.2225,3.2687,7.0415,56.9564,-0.0575,-0.2905,-0.4579,217.3906
19:59:49:899,-0.5266,3.3968,7.2282,58.0892,-0.1584,-0.3246,-0.4731,217.8594
19:59:49:924,-0.772,3.3657,7.6843,57.5014,-0.2069,-0.4024,-0.4696,218.3906
19:59:49:946,-1.0318,2.961,8.077,56.228,-0.2471,-0.4541,-0.4161,219.25
19:59:49:960,-1.5681,2.5947,8.9365,54.9312,-0.3422,-0.2328,-0.2401,219.8125
19:59:49:974,-1.6782,2.5205,9.3136,56.7315,-0.417,0.2464,0.0785,220.3906
19:59:49:994,-1.3933,3.1969,9.6727,55.0234,-0.4567,0.449,0.3291,220.8438
19:59:50:015,-0.6308,3.9235,10.2425,57.8003,-0.3846,0.3587,0.3584,220.9688
19:59:50:039,-0.0095,3.9941,10.4101,54.7061,-0.2429,0.1582,0.2026,220.6875
19:59:50:061,-0.3878,3.5656,10.8973,55.068,-0.1475,-0.1039,0.0526,220.2344
