Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
21:23:07:722,2.2004,-1.4084,6.5471,55.9416,1.2056,0.1376,1.0101,109.3125
21:23:07:741,3.1449,0.1574,4.6999,54.1983,0.4029,-0.2736,0.1986,109.3125
21:23:07:761,1.4127,-0.1347,6.9038,56.1799,-0.0828,-0.6904,-0.4485,109.3125
21:23:07:782,-0.7912,-1.2911,9.6128,55.5175,-0.0301,-0.8132,-0.5878,230.1094
21:23:07:807,-1.8338,-1.7771,10.2281,55.7592,0.2732,-0.6936,-0.407,230.25
21:23:07:826,-1.7153,-1.2683,9.5159,54.6285,0.5289,-0.4915,-0.2595,230.8594
21:23:07:840,-1.0689,-0.9535,7.9608,55.3746,0.6277,-0.4164,-0.22,231.3594
21:23:07:864,-0.9133,-0.6303,6.2813,53.3148,0.4607,-0.4616,-0.1894,231.5781
21:23:07:890,-0.6942,-0.3693,5.818,55.4375,0.1249,-0.3085,-0.2275,231.6094
21:23:07:910,-0.5769,-0.4771,6.8595,54.9867,-0.1145,0.0191,-0.2073,231.6562
21:23:07:919,-0.3889,-0.2939,7.8375,56.381,-0.1241,0.1344,-0.1556,231.875
21:23:07:941,-0.2549,-0.009,8.2541,57.7929,0.02,0.0902,-0.1244,232.125
21:23:07:959,-0.0969,0.1742,8.4241,55.6336,0.22,-0.0278,-0.1551,232.3594
21:23:07:978,-0.2608,0.2628,8.3762,54.9782,0.3728,-0.0741,-0.1985,232.4844
21:23:08:008,-0.5625,0.2376,7.9357,54.919,0.3712,-0.0923,-0.191,232.5469
21:23:08:023,-0.8798,0.2388,8.0949,55.0092,0.2852,-0.1138,-0.1236,232.6406
21:23:08:038,-1.1144,0.3107,8.7665,55.3122,0.2218,-0.1349,-0.0366,232.75
21:23:08:057,-1.3119,0.3394,9.5913,54.8239,0.2424,-0.1239,0.0647,232.8281
21:23:08:076,-1.2988,0.1885,9.9217,53.0221,0.2876,-0.1407,0.1741,232.8281
21:23:08:096,-1.1072,0.0676,10.1527,54.6957,0.3449,-0.2981,0.3086,232.75
